CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Ativo;Principais_Caracteristicas;Valor
36.501.128/0001-86;2024-09-30;1;FAZ ROMA - TO;Aquisição de Participação da empresa ECO BRASIL FLORESTAS S.A., referente as propriedades: Bela Vista I, Bela Vista II, Bom Jesus, Cachoeira - Lote 1, Cachoeira - Lote 2, Caititu, Estância Córdoba, Feio, Lontra, Pitanga, União I, União II, União III, Vai Quem Quer, Vitória, Vitória II e Capivara com as suas respectivas matrículas 640, 641, 455, 457, 456, 458, 586, 446, 459, 454, 507, 508, 442, 644, 585, 610 e 464 do CRI de Tupiratins-TO. A área total das propriedades é de 13.764,06 hectares.;40000000
36.501.128/0001-86;2024-12-31;1;FAZ ROMA - TO;Aquisição de Participação da empresa ECO BRASIL FLORESTAS S.A., referente as propriedades: Bela Vista I, Bela Vista II, Bom Jesus, Cachoeira - Lote 1, Cachoeira - Lote 2, Caititu, Estância Córdoba, Feio, Lontra, Pitanga, União I, União II, União III, Vai Quem Quer, Vitória, Vitória II e Capivara com as suas respectivas matrículas 640, 641, 455, 457, 456, 458, 586, 446, 459, 454, 507, 508, 442, 644, 585, 610 e 464 do CRI de Tupiratins-TO. A área total das propriedades é de 13.764,06 hectares.;40000000
40.010.015/0001-55;2024-03-28;1;Não possui informação apresentada;Não possui informação apresentada;0
40.944.707/0001-70;2024-03-31;1;Terreno - Posto;Concluídasas condições precedentes constantes do CCV mediante a quitação do preço do imóvel.;14269529.37
40.944.707/0001-70;2024-06-30;1;Terreno - Posto;Concluídasas condições precedentes constantes do CCV mediante a quitação do preço do imóvel.;14269529.37
40.944.707/0001-70;2024-09-30;1;Terreno - Posto;Concluídasas condições precedentes constantes do CCV mediante a quitação do preço do imóvel.;14269529.37
40.944.707/0001-70;2024-12-31;1;Terreno - Posto;Concluídasas condições precedentes constantes do CCV mediante a quitação do preço do imóvel.;14269529.37
43.741.171/0001-84;2024-06-30;1;9ENERGIAS;DIREITO DE SUPERFICIE;4740398.4
43.741.171/0001-84;2024-06-30;1;IMPETUS;DIREITO DE SUPERFICIE;15432945.46
43.741.171/0001-84;2024-06-30;1;VOLTXS;DIREITO DE SUPERFICIE;24253825.65
43.741.171/0001-84;2024-09-30;1;9ENERGIAS;DIREITO DE SUPERFICIE;4741327.9
43.741.171/0001-84;2024-09-30;1;IMPETUS;DIREITO DE SUPERFICIE;15557774.96
43.741.171/0001-84;2024-09-30;1;VOLTXS;DIREITO DE SUPERFICIE;27889086.09
43.741.171/0001-84;2024-12-31;2;9ENERGIAS;DIREITO DE SUPERFICIE;6132000
43.741.171/0001-84;2024-12-31;2;IMPETUS;DIREITO DE SUPERFICIE;23538044
43.741.171/0001-84;2024-12-31;2;VOLTXS;DIREITO DE SUPERFICIE;34629180
49.318.661/0001-59;2024-03-31;1;MT124985 TERRENO - PIRACICABA;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-03-31;1;MT204854 TERRENO - PRAIA GRANDE;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-03-31;1;MT658 TERRENO -UBATUBA;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-06-30;2;MT124985 TERRENO - PIRACICABA;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-06-30;2;MT204854 TERRENO - PRAIA GRANDE;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-06-30;2;MT658 TERRENO - UBATUBA;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-06-30;2;MT10343 TERRENO - 7 SETEMBRO ITU;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-06-30;2;MT106889 TERRENO - BOA VIAGEM RECIFE;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-09-30;1;MT124985 TERRENO - PIRACICABA;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-09-30;1;MT204854 TERRENO - PRAIA GRANDE;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-09-30;1;MT658 TERRENO - UBATUBA;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-09-30;1;MT10343 TERRENO - 7 SETEMBRO ITU;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-09-30;1;MT106889 TERRENO - BOA VIAGEM RECIFE;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-12-31;1;MT124985 TERRENO - PIRACICABA;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-12-31;1;MT204854 TERRENO - PRAIA GRANDE;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-12-31;1;MT658 TERRENO - UBATUBA;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-12-31;1;MT10343 TERRENO - 7 SETEMBRO ITU;O FUNDO É DETENTOR APENAS DO COMODATO;
49.318.661/0001-59;2024-12-31;1;MT106889 TERRENO - BOA VIAGEM RECIFE;O FUNDO É DETENTOR APENAS DO COMODATO;
52.635.194/0001-03;2024-09-30;1;Projeto Jamaris;Parcelamento da compra do terreno;27041666.63
52.635.194/0001-03;2024-12-31;1;Projeto Jamaris;Parcelamento da compra do terreno / Pagamento Advogados;7659696.43
53.654.501/0001-58;2024-12-31;1;SANTORIN;60 unidades studios no projeto Condomínio Porto Paraíso localizado na Rua Coronel Oscar Porto, 629 - Paraíso - São Paulo - SP (em construção);19695594.28
53.654.501/0001-58;2024-12-31;1;STUSABIA;214 unidades studios no projeto Casa Sabiá localizado na Av. Sabiá, 598 - Moema - São Paulo - SP (em construção);51377714.85
56.191.016/0001-83;2024-09-30;1;MAT Nº 11.285: Fazenda Boa Vista, Carangola/MG;Única possuidora e titular do Direito Real de Superfície (DRS) sobre uma área de 09,27,06 hectares, formalizada com a celebração da "Escritura Pública de Promessa de Cessão Onerosa de Direito de Superfície", celebrada em 13 de setembro de 2024, entre a PONTO DE EQUILIBRIO ENGENHARIA LTDA. e o AZ QUEST RENDA SOLAR FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA. Para financiar a aquisição do imóvel, foram emitidos os certificados de recebíveis imobiliários da 315ª emissão, em classe e série únicas, emitidos pela TRUE SECURITIZADORA S.A, e com isso sendo constituído o ônus da Alienação Fiduciária de DRS com a celebração da "Escritura Pública de Alienação Fiduciária de Direito Real de Superfície em Garantia e Outras Avenças", celebrado em 13 de setembro de 2024. A Alienação Fiduciária de DRS foi dada em garantia da 315ª emissão, em classe e série únicas, emitidos pela TRUE SECURITIZADORA S.A.;23248455.17
56.191.016/0001-83;2024-12-31;1;MAT Nº 11.285: Fazenda Boa Vista, Carangola/MG;Única possuidora e titular do Direito Real de Superfície (DRS) sobre uma área de 09,27,06 hectares, formalizada com a celebração da "Escritura Pública de Promessa de Cessão Onerosa de Direito de Superfície", celebrada em 13 de setembro de 2024, entre a PONTO DE EQUILIBRIO ENGENHARIA LTDA. e o AZ QUEST RENDA SOLAR FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA. Para financiar a aquisição do imóvel, foram emitidos os certificados de recebíveis imobiliários da 315ª emissão, em classe e série únicas, emitidos pela TRUE SECURITIZADORA S.A, e com isso sendo constituído o ônus da Alienação Fiduciária de DRS com a celebração da "Escritura Pública de Alienação Fiduciária de Direito Real de Superfície em Garantia e Outras Avenças", celebrado em 13 de setembro de 2024. A Alienação Fiduciária de DRS foi dada em garantia da 315ª emissão, em classe e série únicas, emitidos pela TRUE SECURITIZADORA S.A.;24825870.95
