CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
01.235.622/0001-61;2019-06-28;3;The Gallery;R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES;2019-06-30;3018.04;34;Construção própia;0.190103;0.013392
01.235.622/0001-61;2019-06-28;3;Highlight - Jardim Botafogo;Rua General Gois Monteiro, 49, Botafogo, Rio de Janeiro - RJ;2019-06-30;3767.49;42;Construção própia;0.401893;0.028313
01.235.622/0001-61;2019-06-28;3;Highline;R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES;2019-06-30;504.28;5;Construção própia;0.02817;0.001985
01.235.622/0001-61;2019-06-28;3;Hub - Coliving;Rua das Marrecas, 11/13, Centro, Rio de Janeiro - RJ;2019-06-30;301;8;Construção própia;0.020381;0.001436
01.235.622/0001-61;2019-06-28;3;Icono Parque;Rua Machado de Assis, 40;2019-06-30;1989.74;28;Construção própia;0.266097;0.018746
01.235.622/0001-61;2019-06-28;3;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;2019-06-30;73.06;1;Construção própia;0.002781;0.000196
01.235.622/0001-61;2019-06-28;3;Tijuca All Ways;Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ;2019-06-30;430.42;7;Construção própia;0.025664;0.001808
01.235.622/0001-61;2019-06-28;3;Innovitá;Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ;2019-06-30;316.17;4;Aquisição de unidades prontas;0.01377;0.00097
01.235.622/0001-61;2019-06-28;3;Vision;Bloco "F", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;2019-06-30;43.57;1;Construção própia;0.00235;0.000166
01.235.622/0001-61;2019-06-28;3;Due Capri;Projeção "C" da  SQNW 307, do SHCNW, Brasília - DF;2019-06-30;48.86;1;Construção própia;0.003562;0.000251
01.235.622/0001-61;2019-09-30;2;Aretê;Praia Rasa, Buzios - RJ;2019-09-30;3046.36;3;Construção própia;0.046910906716943;0.00317752729925531
01.235.622/0001-61;2019-09-30;2;The Gallery;R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES;2019-09-30;586.77;5;Construção própia;0.0383260389445391;0.00259602816362982
01.235.622/0001-61;2019-09-30;2;Highlight - Jardim Botafogo;Rua General Gois Monteiro, 49, Botafogo, Rio de Janeiro - RJ;2019-09-30;4329.34;49;Construção própia;0.447188973438026;0.0302905074847354
01.235.622/0001-61;2019-09-30;2;Highline;R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES;2019-09-30;941.13;12;Construção própia;0.0438744682756782;0.00297185303894215
01.235.622/0001-61;2019-09-30;2;Hub - Coliving;Rua das Marrecas, 11/13, Centro, Rio de Janeiro - RJ;2019-09-30;410.43;11;Construção própia;0.0302501391791274;0.00204900416075807
01.235.622/0001-61;2019-09-30;2;Icono Parque;Rua Machado de Assis, 40;2019-09-30;2880.43;39;Construção própia;0.286072770818908;0.0193772430009838
01.235.622/0001-61;2019-09-30;2;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;2019-09-30;136.53;2;Construção própia;0.00530193472077289;0.00035912847337996
01.235.622/0001-61;2019-09-30;2;Tijuca All Ways;Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ;2019-09-30;895.71;13;Construção própia;0.0418679997237928;0.00283594416305571
01.235.622/0001-61;2019-09-30;2;Vision;Bloco "F", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;2019-09-30;32.46;1;Construção própia;0.0018003173924526;0.00012194515225126
01.235.622/0001-61;2019-09-30;2;Due Capri;Projeção "C" da  SQNW 307, do SHCNW, Brasília - DF;2019-09-30;1;1;Construção própia;0.00242350418214772;0.00016415693572285
01.235.622/0001-61;2019-09-30;2;Miraggio;Rua Eurico Manoel do Carmos, 2, Charitas, Niterói - RJ;2019-09-30;304.81;2;Construção própia;0.0221092824388505;0.00149758027360874
01.235.622/0001-61;2019-09-30;2;Allegro;Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES;2019-09-30;364;4;Construção própia;0.015995127602175;0.00108343577577081
01.235.622/0001-61;2019-09-30;2;Park Square;Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói;2019-09-30;338.54;4;Compra de Imóvel Pronto;0.0178785365665869;0.00121100916581828
01.235.622/0001-61;2019-12-31;2;Aretê;Praia Rasa, Buzios - RJ;2019-12-31;3046.36;3;Construção própia;0.046910906716943;0.00317752729925531
01.235.622/0001-61;2019-12-31;2;The Gallery;R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES;2019-12-31;586.77;5;Construção própia;0.0383260389445391;0.00259602816362982
01.235.622/0001-61;2019-12-31;2;Highlight - Jardim Botafogo;Rua General Gois Monteiro, 49, Botafogo, Rio de Janeiro - RJ;2019-12-31;4329.34;49;Construção própia;0.447188973438026;0.0302905074847354
01.235.622/0001-61;2019-12-31;2;Highline;R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES;2019-12-31;941.13;12;Construção própia;0.0438744682756782;0.00297185303894215
01.235.622/0001-61;2019-12-31;2;Hub - Coliving;Rua das Marrecas, 11/13, Centro, Rio de Janeiro - RJ;2019-12-31;410.43;11;Construção própia;0.0302501391791274;0.00204900416075807
01.235.622/0001-61;2019-12-31;2;Icono Parque;Rua Machado de Assis, 40;2019-12-31;2880.43;39;Construção própia;0.286072770818908;0.0193772430009838
01.235.622/0001-61;2019-12-31;2;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;2019-12-31;136.53;2;Construção própia;0.00530193472077289;0.00035912847337996
01.235.622/0001-61;2019-12-31;2;Tijuca All Ways;Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ;2019-12-31;895.71;13;Construção própia;0.0418679997237928;0.00283594416305571
01.235.622/0001-61;2019-12-31;2;Vision;Bloco "F", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;2019-12-31;32.46;1;Construção própia;0.0018003173924526;0.00012194515225126
01.235.622/0001-61;2019-12-31;2;Due Capri;Projeção "C" da  SQNW 307, do SHCNW, Brasília - DF;2019-12-31;1;1;Construção própia;0.00242350418214772;0.00016415693572285
01.235.622/0001-61;2019-12-31;2;Miraggio;Rua Eurico Manoel do Carmos, 2, Charitas, Niterói - RJ;2019-12-31;304.81;2;Construção própia;0.0221092824388505;0.00149758027360874
01.235.622/0001-61;2019-12-31;2;Allegro;Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES;2019-12-31;364;4;Construção própia;0.015995127602175;0.00108343577577081
01.235.622/0001-61;2019-12-31;2;Park Square;Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói;2019-12-31;338.54;4;Compra de Imóvel Pronto;0.0178785365665869;0.00121100916581828
07.583.627/0001-61;2019-03-31;1;Não Aplicavel;0;1899-12-31;0;1;0;0;0
07.583.627/0001-61;2019-06-30;1;Não Aplicavel;0;1899-12-31;0;1;0;0;0
07.583.627/0001-61;2019-09-30;1;Não Aplicavel;0;1899-12-31;0;1;0;0;0
07.583.627/0001-61;2019-12-31;1;Não Aplicavel;0;1899-12-31;0;1;0;0;0
08.706.065/0001-69;2019-03-29;1;Estanplaza Funchal - 501;Rua Funchal, nº 281;2019-03-28;26.55;1;Direito de Propriedade;0.000416;0.000406
08.706.065/0001-69;2019-03-29;1;Intercity Premium Ibirapuera - 406;Avenida Ibirapuera, nº 2.577;2019-03-14;26.6;1;Direito de Propriedade;0.000435;0.000424
08.706.065/0001-69;2019-03-29;1;Intercity Premium Ibirapuera - 1406;Avenida Ibirapuera, nº 2.577;2019-02-27;26.6;1;Direito de Propriedade;0.000449;0.000437
08.706.065/0001-69;2019-03-29;1;Intercity Premium Ibirapuera - 505;Avenida Ibirapuera, nº 2.577;2019-01-28;26.6;1;Direito de Propriedade;0.000449;0.000437
08.706.065/0001-69;2019-03-29;1;Intercity Nações Unidas - 305;Rua Fernandes Moreira, nº 1.371;2019-01-10;25.35;1;Direito de Propriedade;0.000428;0.000416
08.706.065/0001-69;2019-03-29;1;Intercity Premium Ibirapuera - 501;Avenida Ibirapuera, nº 2.577;2019-01-24;26.6;1;Direito de Propriedade;0.000453;0.00044
08.706.065/0001-69;2019-03-29;1;Tryp Berrini - 907;Rua Quintana, nº 963;2019-01-17;28.21;1;Direito de Propriedade;0.001249;0.001213
08.706.065/0001-69;2019-06-30;1;Intercity Premium Ibirapuera - 506;Av. Ibirapuera, 2577 - Indianópolis -  CEP: 04029-200;2019-04-04;26.6;1;Direito de Propriedade;0.000437;0.000443
08.706.065/0001-69;2019-06-30;1;Intercity Premium Ibirapuera - 1405;Av. Ibirapuera, 2577 - Indianópolis -  CEP: 04029-200;2019-04-08;26.6;1;Direito de Propriedade;0.000407;0.000413
08.706.065/0001-69;2019-06-30;1;Intercity Premium Berrini - 513;Rua Alcides Lourenço da Rocha, 136 - Brooklin Novo - CEP: 04571-110;2019-04-26;26.42;1;Direito de Propriedade;0.000619;0.000627
08.706.065/0001-69;2019-06-30;1;Ibis Budget Paulista - 517;Rua da Consolação, 2303 - Consolação - CEP: 01301-100;2019-05-07;12.72;1;Direito de Propriedade;0.000414;0.000418
08.706.065/0001-69;2019-06-30;1;Intercity Premium Berrini - 601;Rua Alcides Lourenço da Rocha, 136 - Brooklin Novo - CEP: 04571-110;2019-05-10;26.42;1;Direito de Propriedade;0.00054;0.000546
08.706.065/0001-69;2019-06-30;1;Intercity Premium Berrini - 602;Rua Alcides Lourenço da Rocha, 136 - Brooklin Novo - CEP: 04571-110;2019-05-21;26.42;1;Direito de Propriedade;0.000599;0.000605
08.706.065/0001-69;2019-06-30;1;Estanplaza Funchal - 502;R. Funchal, 281 - vila Olimpia - CEP: 04551-060;2019-05-23;26.55;1;Direito de Propriedade;0.001204;0.001216
08.706.065/0001-69;2019-06-30;1;Blue Tree Faria Lima - 1105;Av. Briga Faria Lima, 3889 - CEP: 04538-133;2019-05-28;25.82;1;Direito de Propriedade;0.001076;0.001087
08.706.065/0001-69;2019-09-30;2;Intercity Nações Unidas - 108;Rua Fernandes Moreira, nº 1371 - São Paulo, SP;2019-09-04;25.35;1;Não possui caracteristicas que destoem dos demais;0.00194794079827085;0.00188322302278932
08.706.065/0001-69;2019-12-31;1;Blue Tree Faria Lima - 1204;Avenida Brigadeiro Faria Lima, nº 3.989;2019-10-03;26.24;1;Não possuem características que destoem dos demais;0.00366626788457862;0.00354082624989142
08.706.065/0001-69;2019-12-31;1;Blue Tree Faria Lima - 1502;Avenida Brigadeiro Faria Lima, nº 3.989;2019-11-04;26.86;1;Não possuem características que destoem dos demais;0.00374680054246043;0.00360176766104774
08.924.783/0001-01;2019-03-29;1;Flamengo Park Towers;Praia do Flamengo 66, , Rio de Janeiro, RJ, 22210-030;2019-02-01;7670;26;Direito de propriedade;0.057038;0.031016
08.924.783/0001-01;2019-03-29;1;Edifício Cargill;Av. Morumbi 8234, São Paulo, SP, 02530-000;2019-02-01;10625.81;7;Direito de propriedade;0.049145;0.026724
08.924.783/0001-01;2019-03-29;1;Edifício Eldorado Business Tower;Av. Das Nações Unidas 8501, , São Paulo, SP, 05425-070;2019-02-01;23154.14;30;Direito de propriedade;0.182734;0.099365
09.072.017/0001-29;2019-12-31;2;Edifício Delta Plaza (Vendido);Rua Cincinato Braga 340 - São Paulo - SP;2019-12-26;3855.94;16;-;0.027623;0.031414
10.427.246/0001-06;2019-03-29;1;TA;Av. Almirante Barroso 81, , Rio de Janeiro, RJ, 20031-004;2019-02-01;24881.4;1;Direito de Propriedade;1;0.2237
10.427.246/0001-06;2019-03-29;1;Brazilian Financial Center;Av. Paulista 1374, , São Paulo, SP, 01310-100;2019-02-01;42612.04;1;Direito de Propriedade;0.75;0.5451
10.427.246/0001-06;2019-06-30;1;Brazilian Financial Center;Av. Paulista 1374, São Paulo, SP, 01310-100;2019-04-22;669;1;não ha nenhuma caracteristica relevante;0.111647;0.03324
11.945.604/0001-27;2019-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2019-01-30;58.02;1;TORRE 2 /  unid 2;0.015359;0.0079
11.945.604/0001-27;2019-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2019-01-23;56.19;1;TORRE 2 /  unid 123;0.010478;0.007
11.945.604/0001-27;2019-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2019-01-09;58.02;1;TORRE 3 /  unid 35;0.015359;0.0078
11.945.604/0001-27;2019-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2019-01-28;58.02;1;TORRE 3 /  unid 112;0.015359;0.0098
11.945.604/0001-27;2019-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2019-01-31;58.02;1;TORRE 4 /  unid 35;0.015359;0.0053
11.945.604/0001-27;2019-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2019-02-20;58.02;1;TORRE 1 /  unid 115;0.015359;0.0104
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-01-31;76.93;1;TORRE 1 /  unid 15;0.019015;0.0001
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-01-09;76.93;1;TORRE 1 /  unid 102;0.019015;0.0073
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-01-30;76.93;1;TORRE 1 /  unid 145;0.019015;0.0061
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-01-17;66.41;1;TORRE 2 /  unid 73;0.016147;0.0005
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-01-29;76.93;1;TORRE 2 /  unid 135;0.019015;0.0122
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-01-30;76.93;1;TORRE 2 /  unid 164;0.019015;0.0107
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-01-21;66.41;1;TORRE 2 /  unid 173;0.016147;0.0068
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-02-13;76.93;1;TORRE 2 /  unid 11;0.019015;0.0078
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-02-13;76.93;1;TORRE 2 /  unid 155;0.019015;0.0111
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-02-06;76.93;1;TORRE 2 /  unid 172;0.019015;0.0093
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-02-05;76.93;1;TORRE 2 /  unid 174;0.019015;0.0059
11.945.604/0001-27;2019-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2019-03-20;76.93;1;TORRE 1 /  unid 44;0.019015;0.0105
11.945.604/0001-27;2019-03-31;1;Empreendimento Ameixeiras;Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo;2019-01-31;69.99;1;TORRE 1 /  unid 1;0.019365;0.0097
11.945.604/0001-27;2019-03-31;1;Empreendimento Ameixeiras;Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo;2019-01-04;58.86;1;TORRE 1 /  unid 103;0.019365;0.011
11.945.604/0001-27;2019-03-31;1;Empreendimento Ameixeiras;Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo;2019-02-28;58.86;1;TORRE 1 /  unid 18;0.019365;0.0036
11.945.604/0001-27;2019-06-30;2;Empreendimento Ameixeiras;Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo;2019-04-23;58.02;1;TORRE 1 /  unid 105;0.015359;0.0039
11.945.604/0001-27;2019-06-30;2;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2019-04-04;58.07;1;TORRE 3 /  unid 132;0.010478;0.0087
12.358.507/0001-09;2019-09-30;1;Gleba Santa Cruz  Mat 7187;Maracaju - MS;2019-09-23;33910;1;N/A;0.0197;0.0491
12.358.507/0001-09;2019-09-30;1;Gleba Goiabinha  Mat 9535;Maracaju - MS;2019-09-23;3329480;1;N/A;1;0.0112
12.358.507/0001-09;2019-09-30;1;T Rua da Guia  Recife  Mat 25809;Recife - PE;2019-09-04;637.51;1;N/A;1;0.0014
12.358.507/0001-09;2019-12-31;1;F Torre   Mat 4182;Canguaretama - RN;2019-10-01;40000;1;N/A;0.020633;0.003573
14.665.312/0001-29;2019-03-31;1;MHR - ILHA DE KARPATHOS 304;Santa Catarina,Florianópolis, Rua VE-1000 N 156, Empreendimento Marine Home Resort;;397.2;1;Escritura;0.20077087457714;0.105847159617933
14.665.312/0001-29;2019-03-31;1;TLCH - BL2 APTO1305;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;Escritura;0.0286650624141434;0.012364920990976
14.665.312/0001-29;2019-03-31;1;TLCH - BL4 APTO1204;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;Escritura;0.0214076590005768;0.00923437766572882
14.665.312/0001-29;2019-03-31;1;TLCH - BL4 APTO1304;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;Escritura;0.0260939909226986;0.0112558672099461
14.665.312/0001-29;2019-06-30;1;MHR - ILHA DE KARPATHOS 304;Santa Catarina,Florianópolis, Rua VE-1000 N 156, Empreendimento Marine Home Resort;;397.2;1;Escritura;0.20077087457714;0.105847159617933
14.665.312/0001-29;2019-06-30;1;TLCH - BL2 APTO1305;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;Escritura;0.0286650624141434;0.012364920990976
14.665.312/0001-29;2019-06-30;1;TLCH - BL4 APTO1204;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;Escritura;0.0214076590005768;0.00923437766572882
14.665.312/0001-29;2019-06-30;1;TLCH - BL4 APTO1304;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;Escritura;0.0260939909226986;0.0112558672099461
14.665.312/0001-29;2019-09-30;1;HAPPY DAYS - 03 - 103;Espírito Santo,Serra, Loteamento Portal de Manguinhos quadra 41, Empreendimento Happy Days Manguinhos;;124.72;1;Escritura;0.0510798483068644;0.0163870415777484
14.665.312/0001-29;2019-09-30;1;TLCH - BL1 APTO905;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;Escritura;0.0281311232852451;0.0092985921200786
14.665.312/0001-29;2019-09-30;1;TLCH - BL4 APTO1202;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;Escritura;0.0331224430672256;0.0113775067623321
14.665.312/0001-29;2019-09-30;1;TLCH - BL2 APTO1301;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;Escritura;0.0350894012631452;0.0124492622251053
14.665.312/0001-29;2019-12-31;1;TLCH - BL2 APTO1401;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;PCV;0.0407830833993144;0.0126329763830198
14.665.312/0001-29;2019-12-31;1;TLCH - BL1 APTO1204;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;PCV;0.0304543649696609;0.00943355041732968
14.665.312/0001-29;2019-12-31;1;TLCH - BL2 APTO1201;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;PCV;0.0407830833993144;0.0126329763830198
14.665.312/0001-29;2019-12-31;1;TLCH - BL4 APTO1202;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;PCV;0.0407830833993144;0.0126329763830198
14.665.312/0001-29;2019-12-31;1;TLCH - BL1 APTO905;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;;73.57;1;PCV;0.0407830833993144;0.0126329763830198
14.665.312/0001-29;2019-12-31;1;HAPPY CLUBE APTO 103;Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos;1899-12-31;93.3;1;PCV;0.0539351027679644;0.0167069486338764
15.538.445/0001-05;2019-12-31;1;Edificio Comercial Belenzinho;Rua Padre Adelino, n°. 550 - Blocos: A, B, C, D, E e F, São Paulo/SP - Brasil;2019-11-27;11911.45;6;Edifícios comerciais designados como Blocos A, B, C, D, E e F, atualmente ocupados pela empresa Atento Brasil S/A, compostos por pavimentos destinados a serviços de operação de Call Center, áreas administrativas e técnicas prediais Locação firmado. Proprietário: Belenzinho Invest Imobiliários e Participações S/A.;1;0.316
15.576.907/0001-70;2019-06-30;2;Benedito Coutinho;Rua Antônio Benedito Coutinho, nº 149 - Osasco - SP;2019-05-31;1206.1;1;Agência Bancária;0;0.01834
15.576.907/0001-70;2019-12-31;1;Carapicuiba;Av. Rui Barbosa nº 281 - Carapicuíba - SP;2019-10-04;1949.2;1;Agência Bancária;0.014496;0.011252
16.929.519/0001-99;2019-09-30;1;Citlog Sul de Minas;Rua Projetada PS, 333, Bairro Aeroporto, Varginha - MG;;56591.78;12;Galpões Log 3 e Log 4, com 28.295,89m2 de área construída cada.;0.89;0.91
17.035.124/0001-05;2019-12-31;1;Ambev Santa Luzia/BH;AV Beira Rio, 5777, Santa Luzia, MG, Brasil;2019-10-07;13939;1;Centro de Distribuição;0.361;2.1171
17.209.378/0001-00;2019-09-30;1;Edifício Helbor Trend Higienópolis;Rua Santa isabel, n. 272 - São Paulo;2019-07-31;;13;HISTÓRICO: Unidades residenciais a receber por permuta realizada com terreno anteriormente possuído pelo Fundo. A incorporadora é a HESA 169 - Investimentos Imobiliários SPE Ltda. (do grupo Helbor Empreendimentos Imobiliários S.A.) que tem a obrigação de entregá-las prontas e desimpedidas. O Fundo possui carta fiança do Banco Bradesco que assegura o cumprimento das obrigações da incorporadora. - Memorial de incorporação registrado no 5o Oficial de Registro de Imóveis de São Paulo, sob o R. 04 da matrícula 90.443 na data de 09/12/2014.;;
17.209.378/0001-00;2019-09-30;1;Condomínio Urban Resort;Rua Vitória e Praça Júlio de Mesquita - São Paulo;2019-07-19;;76;HISTÓRICO: Unidades residenciais a receber por permuta realizada com terreno anteriormente possuído pelo Fundo. A incorporadora é a HESA 160 - Investimentos Imobiliários SPE Ltda. (do grupo Helbor Empreendimentos Imobiliários S.A.) que tem a obrigação de entregá-las prontas e desimpedidas. O Fundo possui carta fiança do Banco Bradesco que assegura o cumprimento das obrigações da incorporadora. - Memorial de incorporação registrado no 5o Oficial de Registro de Imóveis de São Paulo, sob o R. 42 da matrícula 6.929 na data de 15/12/2014.;;
17.209.378/0001-00;2019-09-30;1;Edifício Residencial Helbor Nun Vila Nova;Rua Dr. Guilherme Bannitz, n 60;2019-07-19;;53;HISTÓRICO: Unidades residenciais a receber por permuta realizada com terreno anteriormente possuído pelo Fundo. A incorporadora é a HESA 167 - Investimentos Imobiliários SPE Ltda. (do grupo Helbor Empreendimentos Imobiliários S.A.) que tem a obrigação de entregá-las prontas e desimpedidas. O Fundo possui carta fiança do Banco Bradesco que assegura o cumprimento das obrigações da icorporadora. - Memorial de incorporação registrado no 4o Oficial de Registro de Imóveis de São Paulo, sob o R. 02 da matrícula 189.070 na data de 12/12/2014.;;
