CNPJ_Fundo;Data_Referencia;Versao;Mes_Referencia;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Auferida_Ausencia_Garantia
17.311.079/0001-74;2018-12-31;1;Novembro/2018;0.019857;0.00956
17.311.079/0001-74;2018-12-31;1;Dezembro/2018;-0.105162;-0.093939
17.590.518/0001-25;2018-03-31;2;jan/18;0.009179;0.003259
17.590.518/0001-25;2018-03-31;2;fev/18;0.009009;0.004115
17.590.518/0001-25;2018-03-31;2;mar/18;0.009023;0.00461
17.590.518/0001-25;2018-06-30;1;abr/18;0.008585;0.003375
17.590.518/0001-25;2018-06-30;1;mai/18;0.011111;0.004903
17.590.518/0001-25;2018-06-30;1;jun/18;0.012077;0.005054
17.590.518/0001-25;2018-09-30;2;jul/18;0.011824;0.004868
17.590.518/0001-25;2018-09-30;2;ago/18;0.01221;0.005346
17.590.518/0001-25;2018-09-30;2;set/18;0.012346;0.005368
17.590.518/0001-25;2018-12-31;2;out/18;0;0
17.590.518/0001-25;2018-12-31;2;nov/18;0;0
17.590.518/0001-25;2018-12-31;2;dez/18;0;0
18.330.535/0001-96;2018-03-29;1;01/2018;0.005253;0.005253
18.330.535/0001-96;2018-03-29;1;02/2018;0.003191;0.003191
18.330.535/0001-96;2018-03-29;1;03/2018;0.005272;0.005272
18.330.535/0001-96;2018-06-29;1;04/2018;0.005196;0.005196
18.330.535/0001-96;2018-06-29;1;05/2018;-0.005202;-0.005202
18.330.535/0001-96;2018-06-29;1;06/2018;-0.002646;-0.002646
18.330.535/0001-96;2018-09-28;1;07/2018;0.000381;0.000381
18.330.535/0001-96;2018-09-28;1;08/2018;7E-06;7E-06
18.330.535/0001-96;2018-09-28;1;09/2018;0.00053;0.00053
18.330.535/0001-96;2018-12-31;1;10/2018;-0.000501;-0.000501
18.330.535/0001-96;2018-12-31;1;11/2018;0.003021;0.003021
18.330.535/0001-96;2018-12-31;1;12/2018;0.060832;0.060832
18.369.510/0001-04;2018-03-29;2;Março;0.000893;0.000893
18.369.510/0001-04;2018-06-29;1;Junho;0.001062;0.001062
18.369.510/0001-04;2018-09-28;1;Setembro;0.001062;0.001062
18.369.510/0001-04;2018-12-31;1;Setembro;0.001062;0.001062
19.107.604/0001-60;2018-03-29;1;Jan/2018;0.009545;-0.001404
19.107.604/0001-60;2018-03-29;1;Fev/2018;0.007412;-0.001623
19.107.604/0001-60;2018-03-29;1;Mar/2018;0.008442;-0.001542
20.216.935/0001-17;2018-03-29;1;01/2018;0.008749;0.008749
20.216.935/0001-17;2018-03-29;1;02/2018;0.010404;0.010404
20.216.935/0001-17;2018-03-29;1;03/2018;0.032757;0.032757
20.216.935/0001-17;2018-09-28;1;07/2018;0.01992;0.01992
20.216.935/0001-17;2018-09-28;1;08/2018;-0.006595;-0.006595
20.216.935/0001-17;2018-09-28;1;09/2018;-0.004491;-0.004491
20.216.935/0001-17;2018-12-31;1;10/2018;0.054673;0.054673
20.216.935/0001-17;2018-12-31;1;11/2018;0.029417;0.029417
20.216.935/0001-17;2018-12-31;1;12/2018;0.038752;0.038752
26.195.121/0001-20;2018-03-31;1;03/2018;0.004731;0.004731
26.195.121/0001-20;2018-06-30;1;06/2018;0.004776;0.004776
26.195.121/0001-20;2018-09-30;1;09/2018;0.004693;0.004693
26.195.121/0001-20;2018-12-31;1;12/2018;0.064789;0.064789
26.990.011/0001-50;2018-03-31;1;03/2018;-0.001178;-0.001178
26.990.011/0001-50;2018-06-30;1;06/2018;-0.001285;-0.001285
26.990.011/0001-50;2018-09-30;1;09/2018;-0.002987;-0.002987
26.990.011/0001-50;2018-12-31;1;12/2018;-0.001463;-0.001463
28.152.272/0001-26;2018-03-31;2;Não aplicável;0;0
28.152.272/0001-26;2018-06-30;1;N/A;0;0
28.516.650/0001-03;2018-03-31;1;Não aplicável;0;0
28.516.650/0001-03;2018-06-30;1;N/A;0;0
28.516.650/0001-03;2018-09-30;1;N/A;0;0
28.516.650/0001-03;2018-12-31;1;N/A;0;0
28.693.595/0001-27;2018-03-31;1;Não Aplicavel;0;0
28.693.595/0001-27;2018-06-30;1;N/A;0;0
28.693.595/0001-27;2018-09-30;1;N/A;0;0
28.693.595/0001-27;2018-12-31;1;N/A;0;0
28.893.734/0001-66;2018-03-29;1;02/2018;-0.01305;-0.01305
28.893.734/0001-66;2018-03-29;1;03/2018;-0.020136;-0.020136
28.893.734/0001-66;2018-06-29;1;04/2018;-0.009533;-0.009533
28.893.734/0001-66;2018-06-29;1;05/2018;0.020342;0.020342
28.893.734/0001-66;2018-06-29;1;06/2018;-0.006014;-0.006014
28.893.734/0001-66;2018-09-28;1;07/2018;-0.006618;-0.006618
28.893.734/0001-66;2018-09-28;1;08/2018;-0.015633;-0.015633
28.893.734/0001-66;2018-09-28;1;09/2018;-0.022513;-0.022513
28.893.734/0001-66;2018-12-31;1;10/2018;-0.074309;-0.074309
28.893.734/0001-66;2018-12-31;1;11/2018;-0.001111;-0.001111
28.893.734/0001-66;2018-12-31;1;12/2018;0.05205;0.05205
30.492.505/0001-81;2018-06-30;1;06/2018;0;0
30.492.505/0001-81;2018-09-30;1;09/2018;0.032433;0.032433
30.492.505/0001-81;2018-12-31;1;12/2018;0.053497;0.053497
