CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
23.964.908/0001-10;2018-09-28;1;SPT3 - 1806;SPT3 - 1806;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000696
23.964.908/0001-10;2018-09-28;1;SPT3 - 1808;SPT3 - 1808;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000982
23.964.908/0001-10;2018-09-28;1;SPT3 - 1906;SPT3 - 1906;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000702
23.964.908/0001-10;2018-09-28;1;SPT3 - 2613;SPT3 - 2613;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000744
23.964.908/0001-10;2018-09-28;1;SPT3 - 312;SPT3 - 312;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000996
23.964.908/0001-10;2018-09-28;1;SPT3 - 913;SPT3 - 913;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000643
23.964.908/0001-10;2018-09-28;1;SPT3 - 2407;SPT3 - 2407;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000625
23.964.908/0001-10;2018-09-28;1;SPT3 - 2505;SPT3 - 2505;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.00107
23.964.908/0001-10;2018-09-28;1;SPT3 - 2712;SPT3 - 2712;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.001056
23.964.908/0001-10;2018-09-28;1;SPT3 - 2004;SPT3 - 2004;2018-07-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000717
23.964.908/0001-10;2018-09-28;1;SPT3 - 2113;SPT3 - 2113;2018-07-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.00062
23.964.908/0001-10;2018-09-28;1;SPT3 - 2414;SPT3 - 2414;2018-07-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000653
23.964.908/0001-10;2018-09-28;1;SPT3 - 2502;SPT3 - 2502;2018-07-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000729
23.964.908/0001-10;2018-09-28;1;SPT3 - 2603;SPT3 - 2603;2018-07-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000723
23.964.908/0001-10;2018-09-28;1;SPT3 - 2605;SPT3 - 2605;2018-07-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.001071
23.964.908/0001-10;2018-09-28;1;SPT3 - 2803;SPT3 - 2803;2018-07-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000723
23.964.908/0001-10;2018-09-28;1;SPT3 - 2805;SPT3 - 2805;2018-07-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.001071
23.964.908/0001-10;2018-09-28;1;SPT3 - 1101;SPT3 - 1101;2018-07-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.001071
23.964.908/0001-10;2018-09-28;1;SPT3 - 2701;SPT3 - 2701;2018-08-06;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.011132
23.964.908/0001-10;2018-09-28;1;SPT3 - 2110;SPT3 - 2110;2018-08-07;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.006599
23.964.908/0001-10;2018-09-28;1;SPT2 - 2607;SPT2 - 2607;2018-08-08;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.006325
23.964.908/0001-10;2018-09-28;1;SPT2 - 2707;SPT2 - 2707;2018-08-08;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.006325
23.964.908/0001-10;2018-09-28;1;SPT3 - 1102;SPT3 - 1102;2018-08-08;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.007224
23.964.908/0001-10;2018-09-28;1;SPT3 - 2104;SPT3 - 2104;2018-08-08;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.007177
23.964.908/0001-10;2018-09-28;1;SPT3 - 2303;SPT3 - 2303;2018-08-08;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.006949
23.964.908/0001-10;2018-09-28;1;SPT3 - 503;SPT3 - 503;2018-08-08;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.006859
23.964.908/0001-10;2018-09-28;1;SPT3 - 1913;SPT3 - 1913;2018-08-20;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.006381
23.964.908/0001-10;2018-09-28;1;SPT3 - 1413;SPT3 - 1413;2018-08-20;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.006191
23.964.908/0001-10;2018-09-28;1;SPT3 - 1702;SPT3 - 1702;2018-08-20;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.006986
23.964.908/0001-10;2018-09-28;1;SPT3 - 405;SPT3 - 405;2018-08-20;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.011797
23.964.908/0001-10;2018-09-28;1;SPCM - 1215;SPCM - 1215;2018-08-20;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.004663
23.964.908/0001-10;2018-09-28;1;SPT3 - 1505;SPT3 - 1505;2018-08-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.010846
23.964.908/0001-10;2018-09-28;1;SPT3 - 1706;SPT3 - 1706;2018-08-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.006145
23.964.908/0001-10;2018-09-28;1;SPT3 - 2010;SPT3 - 2010;2018-08-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.006599
23.964.908/0001-10;2018-09-28;1;SPT3 - 2602;SPT3 - 2602;2018-08-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.007242
23.964.908/0001-10;2018-09-28;1;SPT3 - 2714;SPT3 - 2714;2018-08-31;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.00658
23.964.908/0001-10;2018-09-28;1;SPT2 - 2503;SPT2 - 2503;2018-09-10;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000708
23.964.908/0001-10;2018-09-28;1;SPT3 - 1502;SPT3 - 1502;2018-09-10;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000714
23.964.908/0001-10;2018-09-28;1;SPT3 - 1705;SPT3 - 1705;2018-09-10;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.001075
23.964.908/0001-10;2018-09-28;1;SPT3 - 1712;SPT3 - 1712;2018-09-10;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.001005
23.964.908/0001-10;2018-09-28;1;SPT3 - 1804;SPT3 - 1804;2018-09-10;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000667
23.964.908/0001-10;2018-09-28;1;SPT3 - 1902;SPT3 - 1902;2018-09-10;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000724
23.964.908/0001-10;2018-09-28;1;SPT3 - 2504;SPT3 - 2504;2018-09-10;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.00072
23.964.908/0001-10;2018-09-28;1;SPT3 - 2604;SPT3 - 2604;2018-09-10;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.00072
23.964.908/0001-10;2018-09-28;1;SPT3 - 809;SPT3 - 809;2018-09-10;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.00061
23.964.908/0001-10;2018-09-28;1;SPT3 - 905;SPT3 - 905;2018-09-10;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.001047
23.964.908/0001-10;2018-09-28;1;SPT1 - 2811;SPT1 - 2811;2018-09-10;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000731
23.964.908/0001-10;2018-09-28;1;SPT2 - 2314;SPT2 - 2314;2018-09-27;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000648
23.964.908/0001-10;2018-09-28;1;SPT3 - 1202;SPT3 - 1202;2018-09-27;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000724
23.964.908/0001-10;2018-09-28;1;SPT3 - 2612;SPT3 - 2612;2018-09-27;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.001029
23.964.908/0001-10;2018-09-28;1;SPT3 - 514;SPT3 - 514;2018-09-27;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000616
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2802;Av. Tancredo Neves, 199-2802 CEP: 42820020 Salvador BA;2018-11-30;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2506;Av. Tancredo Neves, 199-2506 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2406;Av. Tancredo Neves, 199-2406 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2405;Av. Tancredo Neves, 199-2405 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2404;Av. Tancredo Neves, 199-2404 CEP: 42820020 Salvador BA;2018-11-30;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2312;Av. Tancredo Neves, 199-2312 CEP: 42820020 Salvador BA;2018-11-30;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2310;Av. Tancredo Neves, 199-2310 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2209;Av. Tancredo Neves, 199-2209 CEP: 42820020 Salvador BA;2018-11-30;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2111;Av. Tancredo Neves, 199-2111 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2011;Av. Tancredo Neves, 199-2011 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2009;Av. Tancredo Neves, 199-2009 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1813;Av. Tancredo Neves, 199-1813 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1812;Av. Tancredo Neves, 199-1812 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1802;Av. Tancredo Neves, 199-1802 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1713;Av. Tancredo Neves, 199-1713 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1711;Av. Tancredo Neves, 199-1711 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1710;Av. Tancredo Neves, 199-1710 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1709;Av. Tancredo Neves, 199-1709 CEP: 42820020 Salvador BA;2018-12-13;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 711;Av. Tancredo Neves, 199-711 CEP: 42820020 Salvador BA;2018-12-13;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1104;Av. Tancredo Neves, 199-1104 CEP: 42820020 Salvador BA;2018-12-13;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;COMERCIAL-1018;Av. Tancredo Neves, 199-1018 CEP: 42820020 Salvador BA;2018-12-13;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 906;Av. Tancredo Neves, 199-906 CEP: 42820020 Salvador BA;2018-12-13;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;TORRE 3 - 114;Av. Tancredo Neves, 199 CEP: 41820021 Salvador BA;2018-12-13;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 310;Av. Tancredo Neves, 199-310 CEP: 42820020 Salvador BA;2018-12-31;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1213;Av. Tancredo Neves, 199-1213 CEP: 42820020 Salvador BA;2018-12-17;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 103;Av. Tancredo Neves, 199-103 CEP: 42820020 Salvador BA;2018-12-17;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1109;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2018-12-31;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1612;Av. Tancredo Neves, 199-1612 CEP: 42820020 Salvador BA;2018-12-31;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2804;Av. Tancredo Neves, 199-2804 CEP: 42820020 Salvador BA;2018-12-31;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;TORRE 3 - 913;Av. Tancredo Neves, 199 CEP: 41820021 SALVADOR BA;2018-12-24;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2510;Av. Tancredo Neves, 199-2510 CEP: 42820020 Salvador BA;2018-12-24;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1409;Av. Tancredo Neves, 199-1409 CEP: 42820020 Salvador BA;2018-12-07;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1304;Av. Tancredo Neves, 199-1304 CEP: 42820020 Salvador BA;2018-12-07;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1210;Av. Tancredo Neves, 199-1210 CEP: 42820020 Salvador BA;2018-12-07;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1410;Av. Tancredo Neves, 199-1410 CEP: 42820020 Salvador BA;2018-12-06;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2313;Av. Tancredo Neves, 199-2313 CEP: 42820020 Salvador BA;2018-12-13;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;TORRE 3 - 1307;Av. Tancredo Neves, 199 CEP: 41820021 SALVADOR BA;2018-12-24;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 510;Av. Tancredo Neves, 199-510 CEP: 42820020 Salvador BA;2018-12-17;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2513;Av. Tancredo Neves, 199-2513 CEP: 42820020 Salvador BA;2018-12-13;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2512;Av. Tancredo Neves, 199-2512 CEP: 42820020 Salvador BA;2018-12-13;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1611;Av. Tancredo Neves, 199-1611 CEP: 42820020 Salvador BA;2018-12-31;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1509;Av. Tancredo Neves, 199-1509 CEP: 42820020 Salvador BA;2018-12-24;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1310;Av. Tancredo Neves, 199-1310 CEP: 42820020 Salvador BA;2018-12-24;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1209;Av. Tancredo Neves, 199-1209 CEP: 42820020 Salvador BA;2018-12-17;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1205;Av. Tancredo Neves, 199-1205 CEP: 42820020 Salvador BA;2018-12-24;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;TORRE 3 - 2613;Av. Tancredo Neves, 199 CEP: 41820021 SALVADOR BA;2018-11-30;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 605;Av. Tancredo Neves, 199-605 CEP: 42820020 Salvador BA;2018-12-17;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 212;Av. Tancredo Neves, 199-212 CEP: 42820020 Salvador BA;2018-12-13;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2706;Av. Tancredo Neves, 199-2706 CEP: 42820020 Salvador BA;2018-12-31;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2413;Av. Tancredo Neves, 199-2413 CEP: 42820020 Salvador BA;2018-12-13;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 911;Av. Tancredo Neves, 199-911 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1512;Av. Tancredo Neves, 199-1512 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;COMERCIAL-1017;Av. Tancredo Neves, 199-1017 CEP: 42820020 Salvador BA;2018-11-20;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1604;Av. Tancredo Neves, 199-1604 CEP: 42820020 Salvador BA;2018-11-20;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2412;Av. Tancredo Neves, 199-2412 CEP: 42820020 Salvador BA;2018-11-20;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 2610;Av. Tancredo Neves, 199-2610 CEP: 42820020 Salvador BA;2018-11-20;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1613;Av. Tancredo Neves, 199-1613 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1609;Av. Tancredo Neves, 199-1609 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1510;Av. Tancredo Neves, 199-1510 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1504;Av. Tancredo Neves, 199-1504 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1412;Av. Tancredo Neves, 199-1412 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 1106;Av. Tancredo Neves, 199-1106 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2018-12-31;1;Torre 3 - 908;Av. Tancredo Neves, 199-908 CEP: 42820020 Salvador BA;2018-11-29;0.00;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
