CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
01.235.622/0001-61;2018-06-29;2;Innovita;Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ;2018-06-29;315.92;2;Construção própria;0.024958;0.000899
01.235.622/0001-61;2018-06-29;2;Riserva;Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES;2018-06-29;160.64;1;Construção própria;0.021042;0.000758
01.235.622/0001-61;2018-06-29;2;Estoque Diversos;Av. Carlos Moreira Lima, nº 460, Vitória-ES /  Av. Central, nº 265, Colinas de Laranjeiras, Serra-ES / Rua Dona Tereza Cristina, no. 179, Colinas de Laranjeiras, Município da Serra/ES;2018-06-29;167.74;1;Construção própria;0.007778;0.00028
01.235.622/0001-61;2018-06-29;2;Vision;Bloco "F", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;2018-06-29;85.08;1;Aquisição de unidades prontas;0.004671;0.000168
01.235.622/0001-61;2018-06-29;2;Highline Square;Rua José Alexandre Buaiz, 230, Enseada do Suá, Vitória - ES;2018-06-29;1761.43;20;Construção própria;0.223697;0.008053
01.235.622/0001-61;2018-06-29;2;Park Square;Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói;2018-06-29;710.16;5;Aquisição de unidades prontas;0.063641;0.002291
01.235.622/0001-61;2018-09-28;3;Arete;Praia Rasa, Buzios - RJ;2018-09-28;2;954;Construção própria;0.003175;0.000961
01.235.622/0001-61;2018-09-28;3;Ícono Parque;Rua do Pinheiro 50, Flamengo, Rio de Janeiro - RJ;2018-09-28;158;12530;Construção própria;0.240098;0.072712
01.235.622/0001-61;2018-09-28;3;Due Murano;Projeção "D" da  SQNW 307, do SHCNW, Brasília - DF;2018-09-28;3;99;Construção própria;0.001548;0.000469
01.235.622/0001-61;2018-09-28;3;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;2018-09-28;11;872;Aquisição de unidades prontas;0.008014;0.002427
01.235.622/0001-61;2018-09-28;3;Riserva;Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES;2018-09-28;12;2018;Construção própria;0.029315;0.008878
01.235.622/0001-61;2018-09-28;3;Highline;R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES;2018-09-28;33;2200;Construção própria;0.027945;0.008463
01.235.622/0001-61;2018-09-28;3;Thai Condominium Club;Rua Antero Manoel de Sá Filho, 191, Recreio, Rio de Janeiro - RJ;2018-09-28;1;181;Aquisição de unidades prontas;0.001092;0.000331
01.235.622/0001-61;2018-09-28;3;SEASONS;Estrada dos Bandeirantes, 5837 - Jacarepaguá - Rio de Janeiro - RJ;2018-09-28;2;2;Aquisição de unidades prontas;0.00092;0.000278
01.235.622/0001-61;2018-12-31;3;Allegro;Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES;2018-12-31;532.2;4;Construção própia;0.007259;0.001548
01.235.622/0001-61;2018-12-31;3;Highline;R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES;2018-12-31;1504.19;22;Construção própia;0.030631;0.00653
01.235.622/0001-61;2018-12-31;3;Estoque Diversos;Av. Carlos Moreira Lima, nº 460, Vitória-ES /  Av. Central, nº 265, Colinas de Laranjeiras, Serra-ES / Rua Dona Tereza Cristina, no. 179, Colinas de Laranjeiras, Município da Serra/ES;2018-12-31;102.68;1;Aquisição de unidades prontas;0.000564;0.00012
01.235.622/0001-61;2018-12-31;3;Le Quartier;Bloco "A", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;2018-12-31;20863.61;236;Construção própia;0.5;0.106598
01.235.622/0001-61;2018-12-31;3;Fusion;Bloco "D", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;2018-12-31;204.83;3;Construção própia;0.001859;0.000396
01.235.622/0001-61;2018-12-31;3;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;2018-12-31;99.71;1;Construção própia;0.001388;0.000296
01.235.622/0001-61;2018-12-31;3;Innovitá;Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ;2018-12-31;221.5;2;Aquisição de unidades prontas;0.002879;0.000614
01.235.622/0001-61;2018-12-31;3;Park Square;Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói;2018-12-31;277.8;3;Aquisição de unidades prontas;0.004656;0.000993
01.235.622/0001-61;2018-12-31;3;Aretê;Praia Rasa, Buzios - RJ;2018-12-31;1749.76;3;Construção própia;0.007837;0.001671
01.235.622/0001-61;2018-12-31;3;Icono Parque;Rua Machado de Assis, 40;2018-12-31;13548.62;159;Construção própia;0.390977;0.083354
01.235.622/0001-61;2018-12-31;3;Due Capri;Projeção "C" da  SQNW 307, do SHCNW, Brasília - DF;2018-12-31;160.19;3;Construção própia;0.002156;0.00046
01.235.622/0001-61;2018-12-31;3;Due Murano;Projeção "D" da  SQNW 307, do SHCNW, Brasília - DF;2018-12-31;174.14;6;Construção própia;0.004552;0.00097
01.235.622/0001-61;2018-12-31;3;Tijuca All Ways;Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ;2018-12-31;2287.99;29;Construção própia;0.045241;0.009645
07.583.627/0001-61;2018-03-31;1;Não Aplicavel;0;1899-12-31;0;1;0;0;0
07.583.627/0001-61;2018-06-30;1;Não Aplicavel;0;1899-12-31;0;1;0;0;0
07.583.627/0001-61;2018-09-30;1;Não Aplicavel;0;1899-12-31;0;1;0;0;0
07.583.627/0001-61;2018-12-31;1;Não Aplicavel;0;1899-12-31;0;1;0;0;0
08.098.114/0001-28;2018-12-31;1;CPK - Shopping Parque Dom Pedro;Av. Guilherme Campos - Bloco 1B (EUC A-013);2018-12-21;3322.42;1;Não possui caracteristicas que destoem dos demais;0.01476;0.009415
08.706.065/0001-69;2018-03-31;1;Ibis Congonhas;Rua Baronesa de Bela Vista,801 apto 617;2018-01-12;24.98;1;Ibis Congonhas;0.000957;0.000971
08.706.065/0001-69;2018-03-31;1;Ibis Budget Jardins;Av. Nove de Julho,3957 - Apto 807;2018-03-01;12.72;1;Ibis Budget Jardins;0.000369;0.000373
08.706.065/0001-69;2018-03-31;1;Ibis Budget Jardins;Av. Nove de Julho,3957 - Apto 1017;2018-01-18;12.72;1;Ibis Budget Jardins;0.000341;0.000346
08.706.065/0001-69;2018-09-28;1;Blue Tree Faria Lima;Av. Briga Faria Lima, 3989 - unidade 1604;2018-08-02;28.08;1604;Fundo de Renda;0.2242;0.1088
08.706.065/0001-69;2018-09-28;1;Ibis Budget Jardins;Av. Nove de Julho, 3957 - unidade 1115;2018-08-28;12.72;1115;Fundo de Renda;0.0595;0.0289
08.706.065/0001-69;2018-09-28;1;Ibis Budget Jardins;Av. Nove de Julho, 3957 - unidade 1321;2018-09-19;12.72;1321;Fundo de Renda;0.0623;0.0302
08.706.065/0001-69;2018-12-31;2;Ibis Budget Jardins - 215;Av. Nove de Julho, 3957. São Paulo;2018-10-08;12.72;1;Direito de Propriedade;0.000678;0.000329
08.706.065/0001-69;2018-12-31;2;Blue Tree Faria Lima - unid 808;Av. Brigadeiro Faria lima, 3989. São Paulo.;2018-10-08;25.82;1;Direito de Propriedade;0.002279;0.001104
08.706.065/0001-69;2018-12-31;2;Ibis Budget Jardins - und 713;Av. Nove de Julho, 3957. São Paulo;2018-10-11;12.72;1;Direito de Propriedade;0.000678;0.000329
08.706.065/0001-69;2018-12-31;2;Ibis São Paulo Paulista - 712;Rua da Consolação, 2303. São Paulo;2018-11-23;12.72;1;Direito de Propriedade;0.001765;0.000853
08.706.065/0001-69;2018-12-31;2;Intercity Nações Unidas 403;Rua Fernandes Moreira, 1372. São Paulo;2018-11-26;25.35;1;Direito de Propriedade;0.000681;0.000329
08.706.065/0001-69;2018-12-31;2;Intercity Nações Unidas 511;Rua Fernandes Moreira, 1372. São Paulo;2018-12-12;25.35;1;Direito de Propriedade;0.000877;0.00424
08.706.065/0001-69;2018-12-31;2;Intercity Nações Unidas 1201;Rua Fernandes Moreira, 1372. São Paulo;2018-12-06;25.35;1;Direito de Propriedade;0.000927;0.000449
08.706.065/0001-69;2018-12-31;2;Meliá Jardim Europa 413;Rua João Cachoeira, 111. São Paulo;2018-12-07;33.82;1;Direito de Propriedade;0.001657;0.000801
10.456.810/0001-00;2018-03-31;1;Edifício Brasilinterpart;Av. das Nações Unidas, 11633, SP;2018-03-07;887;4;NA;1.3;0.09919
11.268.335/0001-01;2018-06-29;1;Sítio Porteira de Ferro;Morro Torto, Indaiatuba - SP;2018-05-16;167068.00;1;Nenhuma característica relevante.;0.143098;0.100405362406659
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-03-21;58.02;1;TORRE 1, 22;0.005486;0.003761
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-03-14;56.19;1;TORRE 1, 113;0.005486;0.003745
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-03-08;58.02;1;TORRE 1, 145;0.005486;0.003808
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-01-29;58.02;1;TORRE 2, 52;0.005486;0.003471
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-03-12;56.19;1;TORRE 2, 66;0.005486;0.003593
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-02-21;56.19;1;TORRE 2, 83;0.005486;0.003359
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-03-26;56.19;1;TORRE 2, 146;0.005486;0.00338
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-03-07;56.19;1;TORRE 3, 146;0.005486;0.003672
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-02-27;58.02;1;TORRE 4, 24;0.005486;0.003412
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-02-26;58.02;1;TORRE 4, 25;0.005486;0.003781
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-03-20;58.02;1;TORRE 4, 32;0.005486;0.003781
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-03-26;58.02;1;TORRE 4, 34;0.005486;0.003781
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-02-20;58.02;1;TORRE 4, 42;0.005486;0.003502
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-03-21;56.19;1;TORRE 4, 43;0.005486;0.003614
11.945.604/0001-27;2018-03-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-02-08;56.19;1;TORRE 4, 83;0.005486;0.003337
11.945.604/0001-27;2018-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-01-18;102.63;1;TORRE 2, 5;0.00751;0.004378
11.945.604/0001-27;2018-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-02-20;76.93;1;TORRE 2, 62;0.00751;0.005138
11.945.604/0001-27;2018-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-02-01;76.93;1;TORRE 2, 85;0.00751;0.004423
11.945.604/0001-27;2018-03-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-02-01;66.41;1;TORRE 2, 166;0.00751;0.003839
11.945.604/0001-27;2018-03-31;1;Empreendimento Ameixeiras;Av. Ver. João de Luca, 1515 - Jardim Prudência, São Paulo - SP;2018-02-21;58.86;1;TORRE 1, 78;0.005669;0.005071
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-04-11;56.19;1;TORRE 2, 156;0.005485;0.004127
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-04-23;56.19;1;TORRE 3, 156;0.005485;0.004229
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-04-23;58.02;1;TORRE 1, 121;0.005664;0.004632
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-04-06;58.02;1;TORRE 4, 12;0.005664;0.00466
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-04-18;56.19;1;TORRE 3, 123;0.005485;0.00455
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-04-11;58.02;1;TORRE 3, 165;0.005664;0.005964
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-04-11;58.02;1;TORRE 4, 101;0.005664;0.005732
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-04-18;56.19;1;TORRE 1, 26;0.005485;0.005074
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-04-13;58.02;1;TORRE 1, 111;0.005664;0.005573
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-04-16;58.02;1;TORRE 1, 42;0.005664;0.005575
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-05-15;58.02;1;TORRE 1, 14;0.005664;0.004577
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-05-17;58.02;1;TORRE 1, 24;0.005664;0.004079
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-05-30;58.02;1;TORRE 1, 152;0.005664;0.004422
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-05-30;56.19;1;TORRE 1, 123;0.005485;0.004255
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-05-15;56.19;1;TORRE 1, 153;0.005485;0.004322
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-05-03;56.19;1;TORRE 1, 133;0.005485;0.004685
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-05-09;56.19;1;TORRE 1, 63;0.005485;0.005263
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-05-09;56.19;1;TORRE 2, 143;0.005485;0.006003
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-05-15;56.19;1;TORRE 4, 23;0.005485;0.004817
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-05-25;56.19;1;TORRE 4, 63;0.005485;0.005383
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-05-07;58.02;1;TORRE 2, 135;0.005664;0.006467
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-06-28;58.02;1;TORRE 2, 95;0.005664;0.00464
11.945.604/0001-27;2018-06-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-06-22;58.02;1;TORRE 3, 21;0.005664;0.004134
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-27;76.93;1;TORRE 1, 82;0.00751;0.004255
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-12;76.93;1;TORRE 2, 45;0.00751;0.004488
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-28;76.93;1;TORRE 1, 55;0.00751;0.004138
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-22;76.93;1;TORRE 1, 95;0.00751;0.00447
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-06;76.93;1;TORRE 2, 92;0.00751;0.00455
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-25;66.41;1;TORRE 2, 63;0.006483;0.005063
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-27;76.93;1;TORRE 2, 75;0.00751;0.005507
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-22;76.93;1;TORRE 1, 151;0.00751;0.005552
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-08;76.93;1;TORRE 1, 74;0.00751;0.005697
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-27;76.93;1;TORRE 1, 52;0.00751;0.004338
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-05;76.93;1;TORRE 1, 125;0.00751;0.005175
11.945.604/0001-27;2018-06-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-06-19;66.41;1;TORRE 1, 106;0.006483;0.004578
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-26;58.02;1;TORRE 1, 114;0.015386;0.007153
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-09-13;58.02;1;TORRE 1, 82;0.015386;0.007153
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-27;58.02;1;TORRE 1, 102;0.015386;0.007153
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-09-18;56.19;1;TORRE 1, 16;0.013188;0.006131
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-06;58.02;1;TORRE 2, 111;0.014892;0.006923
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-20;56.19;1;TORRE 2, 16;0.013441;0.006249
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-12;56.19;1;TORRE 2, 103;0.013738;0.006387
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-24;58.02;1;TORRE 3, 115;0.014562;0.00677
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-09-06;56.19;1;TORRE 4, 103;0.013902;0.006463
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-09-20;56.19;1;TORRE 4, 76;0.012858;0.005978
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-09-10;58.02;1;TORRE 1, 164;0.015111;0.007025
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-21;58.02;1;TORRE 1, 134;0.015723;0.00731
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-09-26;58.02;1;TORRE 1, 122;0.01537;0.007145
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-09-27;58.02;1;TORRE 1, 74;0.01537;0.007145
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-25;58.02;1;TORRE 1, 12;0.013463;0.006259
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-07;56.19;1;TORRE 1, 146;0.013738;0.006387
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-31;58.02;1;TORRE 1, 64;0.01537;0.007145
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-26;58.02;1;TORRE 1, 101;0.014507;0.006744
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-17;58.02;1;TORRE 1, 92;0.015166;0.007051
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-23;58.02;1;TORRE 2, 115;0.014892;0.006923
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-20;58.02;1;TORRE 2, 62;0.014287;0.006642
