CNPJ_Fundo;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto
12.811.222/0001-73;2018-12-31;1;Imóveis para renda em construção;Imóvel 4;Não se aplica;Não se aplica
12.811.222/0001-73;2018-12-31;1;Imóveis para renda em construção;Imóvel 2;Não se aplica;Não se aplica
12.811.222/0001-73;2018-12-31;1;Imóveis para renda em construção;Imóvel 3;Não se aplica;Não se aplica
12.978.943/0001-72;2018-03-29;2;Imóveis para renda em construção;Edifício Administrativo Natura São Paulo;NA;NA
12.978.943/0001-72;2018-06-29;1;Imóveis para renda em construção;Edifício Administrativo Natura São Paulo;NA;NA
12.978.943/0001-72;2018-09-28;2;Imóveis para renda em construção;Edifício Administrativo Natura São Paulo;NA;NA
12.989.974/0001-29;2018-03-29;1;Imóveis para renda em construção;JPL L´Oréal;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-03-29;1;Imóveis para renda em construção;Pátio da Marítima;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-03-29;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-03-29;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-06-29;1;Imóveis para renda em construção;Pátio da Marítima;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-06-29;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-06-29;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-09-28;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-09-28;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-09-28;1;Imóveis para renda em construção;Pátio da Marítima;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-12-31;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-12-31;1;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.
12.989.974/0001-29;2018-12-31;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
13.584.584/0001-31;2018-03-29;2;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
13.584.584/0001-31;2018-09-28;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.584.584/0001-31;2018-12-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
14.069.202/0001-02;2018-03-29;1;Imóveis para renda em construção;AQ3 LOG Queimados;n/a;n/a
14.069.202/0001-02;2018-03-30;1;Imóveis para renda em construção;AQ3 LOG Queimados;n/a;n/a
14.069.202/0001-02;2018-06-29;1;Imóveis para renda em construção;AQ3 LOG Queimados;n/a;n/a
14.069.202/0001-02;2018-06-30;1;Imóveis para renda em construção;AQ3 LOG Queimados;n/a;n/a
14.069.202/0001-02;2018-09-28;2;Imóveis para renda em construção;AQ3 LOG Queimados;n/a;n/a
14.069.202/0001-02;2018-12-31;1;Imóveis para renda em construção;AQ3 LOG Queimados;n/a;n/a
15.461.076/0001-91;2018-03-29;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2018-03-29;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;;
15.461.076/0001-91;2018-03-29;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2018-03-29;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;;
15.461.076/0001-91;2018-03-29;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2018-03-29;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;;
15.461.076/0001-91;2018-06-29;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2018-06-29;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;;
15.461.076/0001-91;2018-06-29;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2018-06-29;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;;
15.461.076/0001-91;2018-06-29;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;;
15.461.076/0001-91;2018-06-29;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2018-09-28;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2018-09-28;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;;
15.461.076/0001-91;2018-09-28;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;;
15.461.076/0001-91;2018-09-28;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2018-09-28;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2018-09-28;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;;
15.461.076/0001-91;2018-12-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;;
15.461.076/0001-91;2018-12-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;;
15.461.076/0001-91;2018-12-31;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2018-12-31;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;;
15.461.076/0001-91;2018-12-31;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;;
15.461.076/0001-91;2018-12-31;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.576.907/0001-70;2018-06-30;2;Imóveis para renda em construção;Pátio do Colégio;N/A;N/A
15.576.907/0001-70;2018-06-30;2;Imóveis para renda em construção;Pedro Vicente;N/A;N/A
15.576.907/0001-70;2018-06-30;2;Imóveis para renda em construção;Estrada do Campo Limpo;N/A;N/A
15.576.907/0001-70;2018-06-30;2;Imóveis para renda em construção;Estrada Rio do A;N/A;N/A
15.576.907/0001-70;2018-09-30;1;Imóveis para renda em construção;Pedro Vicente;N/A;N/A
15.576.907/0001-70;2018-09-30;1;Imóveis para renda em construção;Estrada do Campo Limpo;N/A;N/A
15.576.907/0001-70;2018-09-30;1;Imóveis para renda em construção;Pátio do Colégio;N/A;N/A
15.576.907/0001-70;2018-09-30;1;Imóveis para renda em construção;Estrada Rio do A;N/A;N/A
15.576.907/0001-70;2018-12-31;1;Imóveis para renda em construção;Pátio do Colégio;N/A;N/A
15.576.907/0001-70;2018-12-31;1;Imóveis para renda em construção;Pedro Vicente;N/A;N/A
15.576.907/0001-70;2018-12-31;1;Imóveis para renda em construção;Estrada do Campo Limpo;N/A;N/A
17.209.378/0001-00;2018-03-31;1;Imóveis para venda em construção;Empreendimento Nun Vila Nova;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2018-03-31;1;Imóveis para venda em construção;Empreendimento Trend Higienópolis;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2018-03-31;1;Imóveis para venda em construção;Empreendimento Urban Resort;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2018-06-30;1;Imóveis para venda em construção;Empreendimento Nun Vila Nova;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2018-06-30;1;Imóveis para venda em construção;Empreendimento Trend Higienópolis;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2018-06-30;1;Imóveis para venda em construção;Empreendimento Urban Resort;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.311.079/0001-74;2018-03-31;1;Imóveis para renda em construção;Praça Capital - Bloco 02;não se aplica;não se aplica
17.311.079/0001-74;2018-06-30;1;Imóveis para renda em construção;Praça Capital - Bloco 02;não se aplica;não se aplica
17.311.079/0001-74;2018-09-30;1;Imóveis para renda em construção;Praça Capital - Bloco 02;não se aplica;não se aplica
17.311.079/0001-74;2018-12-31;1;Imóveis para renda em construção;Praça Capital - Bloco 02;não se aplica;não se aplica
17.590.518/0001-25;2018-03-31;2;Imóveis para venda em construção;0;0;0
17.590.518/0001-25;2018-03-31;2;Imóveis para renda em construção;0;0;0
17.590.518/0001-25;2018-06-30;1;Imóveis para renda em construção;0;0;0
17.590.518/0001-25;2018-06-30;1;Imóveis para venda em construção;0;0;0
17.590.518/0001-25;2018-09-30;2;Imóveis para venda em construção;0;0;0
17.590.518/0001-25;2018-09-30;2;Imóveis para renda em construção;0;0;0
17.590.518/0001-25;2018-12-31;2;Imóveis para renda em construção;0;0;0
17.590.518/0001-25;2018-12-31;2;Imóveis para venda em construção;0;0;0
18.308.516/0001-63;2018-03-29;1;Imóveis para renda em construção;Novotel Curitiba;N/A;N/A
18.308.516/0001-63;2018-03-29;1;Imóveis para renda em construção;Ibis Foz do Iguaçu;N/A;N/A
18.308.516/0001-63;2018-06-29;1;Imóveis para renda em construção;Ibis Foz do Iguaçu;N/A;N/A
18.308.516/0001-63;2018-06-29;1;Imóveis para renda em construção;Novotel Curitiba;N/A;N/A
18.308.516/0001-63;2018-09-28;1;Imóveis para renda em construção;Ibis Foz do Iguaçu;N/A;N/A
18.308.516/0001-63;2018-09-28;1;Imóveis para renda em construção;Novotel Curitiba;N/A;N/A
18.369.510/0001-04;2018-03-29;2;Imóveis para renda em construção;IMÓVEL CONASA;;
18.369.510/0001-04;2018-06-29;1;Imóveis para renda em construção;IMÓVEL CONASA;;
18.369.510/0001-04;2018-09-28;1;Imóveis para renda em construção;IMÓVEL CONASA;;
18.369.510/0001-04;2018-12-31;1;Imóveis para renda em construção;IMÓVEL CONASA;;
20.265.467/0001-70;2018-03-31;1;Imóveis para renda em construção;Edifício comercial Raja Quick;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2018-03-31;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2018-03-31;1;Imóveis para venda em construção;Residencial os Inconfidentes;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2018-06-30;1;Imóveis para venda em construção;Residencial os Inconfidentes;;Custo conofrme programado
20.265.467/0001-70;2018-06-30;1;Imóveis para renda em construção;Edifício comercial Raja Quick;;Custo conofrme programado
20.265.467/0001-70;2018-06-30;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;;Custo conofrme programado
20.265.467/0001-70;2018-09-30;1;Imóveis para venda em construção;Residencial os Inconfidentes;;Custo conofrme programado
20.265.467/0001-70;2018-09-30;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;;Custo conofrme programado
20.265.467/0001-70;2018-09-30;1;Imóveis para renda em construção;Edifício comercial Raja Quick;;Custo conofrme programado
20.265.467/0001-70;2018-12-31;1;Imóveis para renda em construção;Edifício comercial Raja Quick;;Custo conofrme programado
20.265.467/0001-70;2018-12-31;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;;Custo conofrme programado
20.265.467/0001-70;2018-12-31;1;Imóveis para venda em construção;Residencial os Inconfidentes;;Custo conofrme programado
22.003.469/0001-17;2018-03-31;2;Imóveis para renda em construção;Conjunto residencial JD EUROPA;N/A;N/A
22.003.469/0001-17;2018-06-30;2;Imóveis para renda em construção;Conjunto residencial JD EUROPA;N/A;N/A
22.003.469/0001-17;2018-09-30;1;Imóveis para renda em construção;Conjunto residencial JD EUROPA;N/A;N/A
22.003.469/0001-17;2018-12-31;1;Imóveis para renda em construção;Conjunto residencial JD EUROPA;N/A;N/A
22.081.808/0001-83;2018-06-30;1;Imóveis para renda em construção;não há;não há;não há
23.120.006/0001-06;2018-03-31;1;Imóveis para renda em construção;CD Contagem;não se aplica;não se aplica
23.120.006/0001-06;2018-06-30;1;Imóveis para renda em construção;CD Contagem;Houve impacto devido à greve dos caminhoneiros, em maio/18, que afetou o fornecimento de material e serviços de terraplenagem na obra.;não se aplica
23.120.006/0001-06;2018-09-30;1;Imóveis para renda em construção;CD Contagem;Houve impacto devido à greve dos caminhoneiros, em maio/18, que afetou o fornecimento de material e serviços de terraplenagem na obra.;não se aplica
23.120.006/0001-06;2018-12-31;1;Imóveis para renda em construção;CD Contagem;Houve impacto devido à greve dos caminhoneiros, em maio/18, que afetou o fornecimento de material e serviços de terraplenagem na obra.;não se aplica
27.293.689/0001-46;2018-03-31;1;Imóveis para venda em construção;Dual Medical & Business;O fundo apenas comprou 3 unidades do empreendimento que está sendo construindo;O fundo apenas comprou 3 unidades do empreendimento que está sendo construindo
27.293.689/0001-46;2018-06-29;1;Imóveis para venda em construção;Dual Medical & Business;Limitação de fluxo de caixa;Não houve custos superiores
27.293.689/0001-46;2018-09-28;1;Imóveis para venda em construção;Dual Medical & Business;Limitação de fluxo de caixa;Não houve custos superiores
27.293.689/0001-46;2018-12-28;2;Imóveis para venda em construção;Dual Medical & Business;Limitação de fluxo de caixa;Não houve custos superiores
28.152.272/0001-26;2018-03-31;2;Imóveis para venda em construção;Não aplicável;Não aplicável;Não aplicável
28.152.272/0001-26;2018-03-31;2;Imóveis para renda em construção;Não aplicável;Não aplicável;Não aplicável
28.152.272/0001-26;2018-06-30;1;Imóveis para venda em construção;N/A;N/A;N/A
28.152.272/0001-26;2018-06-30;1;Imóveis para renda em construção;N/A;N/A;N/A
28.516.650/0001-03;2018-03-31;1;Imóveis para renda em construção;Não aplicável;Não aplicável;Não aplicável
28.516.650/0001-03;2018-03-31;1;Imóveis para venda em construção;Não aplicável;Não aplicável;Não aplicável
28.516.650/0001-03;2018-06-30;1;Imóveis para venda em construção;N/A;N/A;N/A
28.516.650/0001-03;2018-06-30;1;Imóveis para renda em construção;N/A;N/A;N/A
28.516.650/0001-03;2018-09-30;1;Imóveis para venda em construção;N/A;N/A;N/A
28.516.650/0001-03;2018-09-30;1;Imóveis para renda em construção;N/A;N/A;N/A
28.516.650/0001-03;2018-12-31;1;Imóveis para venda em construção;N/A;N/A;N/A
28.516.650/0001-03;2018-12-31;1;Imóveis para renda em construção;N/A;N/A;N/A
28.693.595/0001-27;2018-03-31;1;Imóveis para venda em construção;Não aplicável;Não aplicável;Não aplicável
28.693.595/0001-27;2018-03-31;1;Imóveis para renda em construção;Não aplicável;Não aplicável;Não aplicável
28.693.595/0001-27;2018-06-30;1;Imóveis para renda em construção;N/A;N/A;N/A
28.693.595/0001-27;2018-06-30;1;Imóveis para venda em construção;N/A;N/A;N/A
28.693.595/0001-27;2018-09-30;1;Imóveis para venda em construção;N/A;N/A;N/A
28.693.595/0001-27;2018-09-30;1;Imóveis para renda em construção;N/A;N/A;N/A
28.693.595/0001-27;2018-12-31;1;Imóveis para venda em construção;N/A;N/A;N/A
28.693.595/0001-27;2018-12-31;1;Imóveis para renda em construção;N/A;N/A;N/A
28.737.771/0001-85;2018-03-31;3;Imóveis para venda em construção;Não Aplicável;;
28.737.771/0001-85;2018-03-31;3;Imóveis para renda em construção;Não Aplicável;;
28.737.771/0001-85;2018-09-28;1;Imóveis para renda em construção;Não Aplicável;;
28.737.771/0001-85;2018-09-28;1;Imóveis para venda em construção;Não Aplicável;;
