CNPJ_Fundo;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
01.657.856/0001-05;2016-12-31;1;0;0;0;0;0;0;0;0;0;0;2874372.34;2422060.5;-203204.05;-211679.82;0;0;0;0;0;0;0;0;2671168.29;2210380.68;0;0;0;0;0;0;0;0;0;0;2671168.29;2210380.68;66901.33;66901.33;0;0;0;0;-5714.64;-5714.64;61186.69;61186.69;;;-74413.59;-72004.23;0;0;-135821.83;-135821.83;0;0;0;0;-12468.86;-12217.6;-6900;-6900;0;0;-31156.9;-31011.5;-70105.13;-70105.13;-320166.31;-15701.99;-10096.88;-10096.68;-9500;-9500;0;0;0;0;-236268.51;-203358.73;-906898.01;-566717.69;1825456.97;1704849.68;1704849.68;1619607.196;;;1619607.196;-1774875.87;-155268.674;0.95
01.964.775/0001-40;2016-12-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;0;0;0;0;0
02.027.437/0001-44;2016-12-31;1;0;0;0;0;0;0;0;0;0;0;1797087.39;728407.74;0;0;0;0;0;0;-8010000;300747.53;189557.77;-111189.76;-6023354.84;917965.51;0;0;0;0;0;0;0;0;0;0;-6023354.84;917965.51;13286.77;13286.77;0;0;0;0;601.97;0;13888.74;13286.77;;;-58483.13;-56554.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;-23197.35;-23197.35;0;0;0;0;0;0;0;0;508025.98;508025.98;426345.5;428274.1;-5583120.6;1359526.38;2631134.3;2499577.59;;;2499577.59;-2640368.56;-140790.97;0.95
02.508.235/0001-14;2016-12-31;1;0;0;0;0;0;0;0;0;0;0;2947214.25;2947214.25;0;0;0;0;0;0;3500000;0;21096.96;21096.96;6468311.21;2968311.21;0;0;0;0;0;0;0;0;0;0;6468311.21;2968311.21;28519.25;28519.25;0;0;0;0;0;0;28519.25;28519.25;;;-103152.03;-103152.03;0;0;0;0;0;0;0;0;0;0;-16212.24;0;0;0;-7298.21;-7298.21;0;0;-10885.01;-10885.01;0;0;0;0;0;0;0;0;-16902.75;-16902.75;-154450.24;-138238;6342380.22;2858592.46;5259381.33;4996412.2635;;;4996412.2635;-5165568;-169155.7365;0.95
03.251.720/0001-18;2016-12-31;2;;;;;;;;;0;0;10799669.39;11028600.57;;;;;;;-31414000;;;;-20614330.61;11028600.57;;;;;;;;;0;0;-20614330.61;11028600.57;226288.74;226288.74;;;;;;;226288.74;226288.74;0;0;-540379.07;-561918.02;;;;;;;;;-15441.62;-15441.62;-8816.92;-7943.33;;;-303473.87;-290172.46;;;-91729.09;-90449.09;;;-24600;-8360;;;;;-1384838.98;-1285571.62;-2369279.55;-2259856.14;-22757321.42;8995033.17;8995033.17;8545281.5115;;;8545281.5115;-8550000;-4718.4885;0.95
03.507.519/0001-59;2016-12-31;2;0;0;0;0;0;0;0;0;0;0;8207921.49;6239844.41;-757146.65;-757146.65;0;0;0;0;461667.25;0;-199499.24;-199499.24;7712942.85;5283198.52;0;0;0;0;0;0;0;0;0;0;7712942.85;5283198.52;95215.72;95215.72;0;0;0;0;40691.88;3973.14;135907.6;99188.86;;;-115670.6;-116827.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-24798.14;-24798.14;0;0;-48279.53;-48279.53;0;0;0;0;0;0;0;0;-85536.12;-82733.81;-274284.39;-272638.78;7574566.06;5109748.6;11406911.55;10836565.9725;;;10836565.9725;-10232319.8;604246.1725;0.95
03.683.056/0001-86;2016-12-31;4;0;0;0;0;0;0;0;0;0;0;5337890.11;5402384.81;-242393.53;-242393.53;;0;;0;-4585157.64;0;-83619.57;-83619.57;426719.37;5076371.71;0;0;0;0;0;0;0;0;0;0;426719.37;5076371.71;577961.18;577961.18;0;0;0;0;0;0;577961.18;577961.18;;;-405091.51;-412555.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-35457;-35457;0;0;-6345.15;-6345.15;0;0;0;0;0;0;0;0;-268991.43;-165331.17;-715885.09;-619688.92;288795.46;5034643.97;9987083.86;9487729.667;;;9487729.667;-9723261.85;-235532.183;0.95
03.855.441/0001-63;2016-12-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-327319.68;0;-327319.68;0;0;0;0;0;0;0;0;0;0;0;-327319.68;0;2496350.68;917164.24;0;0;0;0;46783867.62;0;49280218.3;917164.24;;;-247424.07;-249424.07;0;0;0;0;0;0;0;0;0;0;-35065.01;0;0;0;-78793.57;0;0;0;-6824.52;-6824.52;0;0;0;0;0;0;0;0;-42790935.97;-286205.84;-43159043.14;-542454.43;5793855.48;374709.81;2456656.46;2333823.637;;;2333823.637;0;2333823.637;0.95
04.066.582/0001-60;2016-12-31;2;;;;;;;;;0;0;3952713.24;3952713.24;;;;;;;8300000;0;-1166281.65;-1166281.65;11086431.59;2786431.59;;;;;;;;;0;0;11086431.59;2786431.59;14301.46;14301.46;;;;;-2963.55;-2963.55;11337.91;11337.91;;;-90220.2;-90220.2;;;0;0;;;;;;;-17088.23;-17088.23;;;-8624.64;-8624.64;;;;;;;-6061.68;-6061.68;;;0;0;-9044.59;-5297.09;-131039.34;-127291.84;10966730.16;2670477.66;2670477.66;2536953.777;;133523.88;2670477.657;-2214415.87;456061.787;1
04.141.645/0001-03;2016-12-31;1;0;0;0;0;0;0;0;0;0;0;12723530.39;12697130.29;0;0;0;0;0;0;-29289879.08;0;-309668.99;-309668.99;-16876017.68;12387461.3;0;0;0;0;0;0;0;0;0;0;-16876017.68;12387461.3;613122.25;613122.25;0;0;0;0;0;0;613122.25;613122.25;;;-222533.97;-225952.33;0;0;0;0;0;0;0;0;0;0;-15612.71;-15612.71;0;0;-339275.56;-339275.56;0;0;-5000;-5000;0;0;0;0;0;0;0;0;-1135481.62;-1138460.91;-1717903.86;-1724301.51;-17980799.29;11276282.04;11276282.04;10712467.94;;0;10712467.94;-11496764.18;-784296.24;0.95
04.722.883/0001-02;2016-12-31;2;;;;;;;;;0;0;23107734.34;23038315.9;;;;;;;3048888;0;-3981113.27;-3981113.27;22175509.07;19057202.63;;;;;;;;;0;0;22175509.07;19057202.63;165288.79;165288.79;;;;;-35080.65;-35080.65;130208.14;130208.14;;;-291882.86;-291882.86;;;-244649.67;-244649.67;;;;;;;-21008.17;-21008.17;;;-1136426.24;-1136426.24;;;-41697.38;-41697.38;;;-5448.36;-5448.36;;;-915.49;-915.49;-10746;-7528.07;-1752774.17;-1749556.24;20552943.04;17437854.53;17437854.53;16565961.8035;;104327.42;16670289.2235;-13346201.87;3324087.3535;0.955983
04.782.236/0001-88;2016-12-31;2;;;;;;;;;0;0;20767236.12;19608382.35;-479620.86;-476281.86;;;;;30606500.89;;-2570334.42;1153825.38;48323781.73;20285925.87;;;;;;;;;0;0;48323781.73;20285925.87;258390.89;277136.69;;;;;;;258390.89;277136.69;0;0;-616538.35;-696815.19;;;-737500.7;;;;;;-149745.74;-149745.74;-9220.34;;;;-128126.57;-231529.13;-53872.04;;-235068.8;-243406.47;;;;;;;-37088.9;-36013.27;-406752.86;-1345750.45;-2373914.3;-2703260.25;46208258.32;17859802.31;17859802.31;16966812.1945;;;16966812.1945;-16983594.48;-16782.2855;0.95
05.437.916/0001-27;2016-12-31;1;;;;;;;;;0;0;3480146.36;2930497.28;-78593.18;-79436.69;;;;;-7260158.27;;;;-3858605.09;2851060.59;;;;;;;;;0;0;-3858605.09;2851060.59;37902.96;37765.26;;;;;;;37902.96;37765.26;0;0;-228297.54;-228297.54;;;;;;;;;-12328.39;-12328.4;-10108.59;-9235;;;-58100.71;-51038.18;;;-44329.88;-44215.33;-7764.37;-52660;-33500.94;-16750.47;;;;;-245451.36;-254386.01;-639881.78;-668910.93;-4460583.91;2219914.92;2219914.92;2108919.174;;;2108919.174;-2128883.78;-19964.606;0.95
05.562.312/0001-02;2016-12-31;2;;;;;;;;;0;0;24207665.16;24207665.16;;;;;;;;;0;0;24207665.16;24207665.16;;;;;;;;;0;0;24207665.16;24207665.16;180396.39;180396.39;;;;;-40882.41;-40882.41;139513.98;139513.98;;;-609703.02;-609703.02;;;-685944.69;-685944.69;;;;;-217637.41;-217637.41;-11827;-11827;;;-27598.84;-27598.84;;;-173534.6;-173534.6;;;-5448.36;-5448.36;;;-1644.05;-1644.05;-42713.41;-33350.73;-1776051.38;-1766688.7;22571127.76;22580490.44;22580490.44;21451465.918;;538897.41;21990363.328;-17578587.48;4411775.848;0.973866
06.175.262/0001-73;2016-12-31;1;;;;;;;;;0;0;1416792.71;1327854.51;;;;;;;920646;;;;2337438.71;1327854.51;;;;;;;;;0;0;2337438.71;1327854.51;11657.55;6000;;;;;;;11657.55;6000;;;-33606.24;-52790.5;;;;;;;;;;;-15000;;;;-11531.75;-6145.2;;;-10530.1;-10530.1;;;;;;;-1459.74;-778.41;-22469.26;-1686.25;-94597.09;-71930.46;2254499.17;1261924.05;2527392.48;2401022.856;;115804.85;2516827.706;-2516827.71;-0.004;0.99582
07.000.400/0001-46;2016-12-31;1;0;0;0;0;0;0;0;0;0;0;9445378.46;9445378.46;-69600;-3159.86;0;0;-21700000;0;0;0;0;0;-12324221.54;9442218.6;0;0;0;0;0;0;0;0;0;0;-12324221.54;9442218.6;535538.34;528334.65;0;0;0;0;0;0;535538.34;528334.65;;;-257609.64;-265182.46;0;0;0;0;-11490.4;-11271.95;0;0;-125132.96;-72836.55;-21484.72;0;0;0;-240963.77;-311078.51;0;0;0;0;-9975.92;0;0;0;0;0;0;0;-4808.24;-2609.24;-671465.65;-662978.71;-12460148.85;9307574.54;16939731.55;16092744.9725;;0;16092744.9725;0;16092744.9725;0.95
07.122.725/0001-00;2016-12-31;2;;;;;;;;;0;0;16410634.47;16410634.47;-4864;-4864;;;;;-107035800;0;-349669.41;-349669.41;-90979698.94;16056101.06;;;;;;;;;0;0;-90979698.94;16056101.06;109362.96;109362.96;;;;;-24177.97;-24177.97;85184.99;85184.99;;;-594266.51;-594266.51;;;0;0;;;;;;;-19702.19;-19702.19;;;-27598.84;-27598.84;;;-129588.15;-129588.15;;;-11643.2;-11643.2;;;-339.77;-339.77;-123562.66;-108816.72;-906701.32;-891955.38;-91801215.27;15249330.67;15249330.67;14486864.1365;;762466.53;15249330.6665;-12702863.58;2546467.0865;1
07.224.019/0001-60;2016-12-31;2;;;;;;;;;0;0;53488616.27;52448029.27;-20303.1;-20303.1;;;;;90207650.63;0;3802651.88;3802651.88;147478615.68;56230378.05;;;;;;;;;0;0;147478615.68;56230378.05;1063277.75;1063277.75;;;;;-173094.25;-173094.25;890183.5;890183.5;;;-512276.45;-512276.45;;;;;;;;;;;-22332.5;-22332.5;;;-38810.88;-38810.88;;;-109610.75;-109610.75;;;0;0;;;-105786.04;-105786.04;-556030.51;1766939.55;-1344847.13;978122.93;147023952.05;58098684.48;58098684.48;55193750.256;;831079.74;56024829.996;-45704556.35;10320273.646;0.964305
07.352.632/0001-63;2016-12-31;2;;;;;;;;;0;0;656216.78;701911.16;-59108.12;-59108.12;;;;;-2586698;0;-459826.63;-459826.63;-2449415.97;182976.41;;;;;;;;;0;0;-2449415.97;182976.41;21810.69;21810.69;;;;;;;21810.69;21810.69;;;-78825.29;-78825.29;;;0;0;;;;;;;-11370.46;-11370.46;;;-7246.74;-7246.74;;;-2642.55;-2642.55;;;0;0;;;-897.74;-897.74;-1387.95;-373262.9;-102370.73;-474245.68;-2529976.01;-269458.58;-269458.58;0;;;0;0;0;0
07.583.627/0001-61;2016-12-31;1;;;;;;;;;0;0;109463455.89;127266388;;;;;;;221559816.31;;-76551544.68;843596170;254471727.52;970862558;;;;;;;;;0;0;254471727.52;970862558;452767.17;452767;;;;;;;452767.17;452767;0;0;-1117707.36;-1117707;;;;;;;;;;;-21900.02;-21900;;;-38810.88;-38811;;;-1680533.16;-1680533;;;-233370.55;-233371;;;;;-224.4;1229399;-3092546.37;-1862923;251831948.32;969452402;15363058;14594905.1;;;14594905.1;0;14594905.1;0.95
07.789.135/0001-27;2016-12-31;3;;;;;;;;;0;0;58990832.14;49043627.1;-7983915.74;-7983915.74;;;;;77170505.68;;-3408781.94;-3408781.94;124768640.14;37650929.42;;;;;;;;;0;0;124768640.14;37650929.42;2176002.9;2176002.9;;;;;;;2176002.9;2176002.9;0;0;-816305.07;-701423.68;;;-9940.89;-8009.75;-60525.87;-55897.19;;;;;-52027;-67769.08;;;-41434.38;-26624.56;;;-28171.08;-28171.08;;;;;;;-2339.9;-2339.9;-5014.3;-5014.3;-1015758.49;-895249.54;125928884.55;38931682.78;38931682.78;36985098.641;;;36985098.641;0;36985098.641;0.95
08.014.513/0001-63;2016-12-31;2;;;;;;;;;0;0;16583293.92;16583293.92;;;;;;;10000000;0;-5527763.48;-5527763.48;21055530.44;11055530.44;;;;;;;;;0;0;21055530.44;11055530.44;202298.21;202298.21;;;;;-45726.01;-45726.01;156572.2;156572.2;;;-379733.37;-379733.37;;;0;0;;;;;;;-19702.19;-19702.19;;;-20718.54;-20718.54;;;-113197.85;-113197.85;;;-6061.68;-6061.68;;;-679.28;-679.28;-21364;-18304.89;-561456.91;-558397.8;20650645.73;10653704.84;10653704.84;10121019.598;;532685.24;10653704.838;-7158756.72;3494948.118;1
