CNPJ_Fundo_Classe;Data_Referencia;Versao;Endereco;Area;Outras_Caracteristicas_Relevantes;Percentual_Terreno_Total_Investido;Percentual_Terreno_PL
36.312.025/0001-78;2023-12-29;1;Loteamento Alphaville 13 - Quadra "Q" - Juiz de Fora - MG;489.48;Matrícula nº 64.068 do Cartório  do 3º Ofício de Registro de Imóveis de Juiz de Fora/MG;0;0
36.312.025/0001-78;2023-12-29;1;Loteamento Alphaville 14 - Quadra "Q" - Juiz de Fora - MG;489.91;Matrícula nº 64.069 do Cartório  do 3º Ofício de Registro de Imóveis de Juiz de Fora/MG;0;0
36.312.025/0001-78;2023-12-29;1;Loteamento Alphaville 15 - Quadra "Q" - Juiz de Fora - MG;489.78;Matrícula nº 64.070 do Cartório  do 3º Ofício de Registro de Imóveis de Juiz de Fora/MG;0;0
36.312.025/0001-78;2023-12-29;1;Loteamento Alphaville 16 - Quadra "Q" - Juiz de Fora - MG;482.74;Matrícula nº 64.071 do Cartório  do 3º Ofício de Registro de Imóveis de Juiz de Fora/MG;0;0
36.312.025/0001-78;2023-12-29;1;Loteamento Alphaville 18 - Quadra "Q" - Juiz de Fora - MG;489.83;Matrícula nº 64.073 do Cartório  do 3º Ofício de Registro de Imóveis de Juiz de Fora/MG;0;0
36.731.458/0001-68;2023-09-30;1;lote 146447;0;NA;0.0408739567198093;0.0167550686546223
36.731.458/0001-68;2023-09-30;1;lote 157150;0;NA;0.0969831510845904;0.0397553720062632
36.731.458/0001-68;2023-09-30;1;lote 157151;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157152;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157154;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157155;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157158;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157159;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157161;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157162;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157163;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157167;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157174;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157175;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157193;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157194;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157190;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157195;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157192;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157191;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157197;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 15198;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157199;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157200;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157196;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157183;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157186;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157187;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157185;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157189;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157188;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-09-30;1;lote 157184;0;NA;0.0036597415503619;0.00150020271721748
36.731.458/0001-68;2023-12-30;1; ALAMEDA FLOR DE LOTUS;;NA;;
36.731.458/0001-68;2023-12-30;1;Lotes Jandira;;NA;;
36.885.948/0001-19;2023-06-30;2;Av.85 com Av. T-11, Quadra 223, Lotes 6/10, Setor Bueno, Goiânia-GO,;2430.78;INFINITY BUSINESS;1;
36.885.948/0001-19;2023-09-29;1;Rua Aurilândia, Goiânia;388.78;Lote de terreno urbano de número 05, da Quadra "F5";;
36.885.989/0001-05;2023-03-31;2;Rua Ana Jungmann, QD 33, LT 6 - JD França - Goiânia-GO;;matricula 56070;;
36.885.989/0001-05;2023-09-29;1;Rua Ana Jungmann, QD 33, LT 6 - JD França - Goiânia-GO;;matricula 56070;;
36.885.989/0001-05;2023-09-29;1;LT 5 QD B4 ALPHA FLA;;LT 5;;
36.885.989/0001-05;2023-09-29;1;SÍTIO PIRACANGA II;;SITIO;;
36.885.989/0001-05;2023-12-31;1;Rua Ana Jungmann, QD 33, LT 6 - JD França - Goiânia-GO;;matricula 56070;;
41.650.310/0001-39;2023-03-31;1;Rua Amparo do Itororó, bairro Alvorada,Manaus, Amazonas.;;Rua Amparo do Itororó, bairro Alvorada,Manaus, Amazonas.;1;
41.650.310/0001-39;2023-03-31;1;Avenida Francisco Queiroz, nº 1.025, Colônia Santo Antônio, Manaus, Amazonas.;;Avenida Francisco Queiroz, nº 1.025, Colônia Santo Antônio, Manaus, Amazonas.;1;
41.650.310/0001-39;2023-03-31;1;Estrada da Compensa, bairro São Raimundo, Manaus, Amazonas.;;Estrada da Compensa, bairro São Raimundo, Manaus, Amazonas.;1;
41.650.310/0001-39;2023-03-31;1;Rua Moacir Baima, nº 407, Parque 10 de novembro, Manaus, Amazonas.;;Rua Moacir Baima, nº 407, Parque 10 de novembro, Manaus, Amazonas.;1;
42.273.290/0001-97;2023-03-31;2;Rua Prudente de Morais, 281 e 291;800;Rua Prudente de Morais n°s 281/291;0.626007;0.540673
42.537.540/0001-59;2023-03-31;1;avenida do pepê 1124;781;;0.1285;0.1273
45.063.985/0001-32;2023-06-30;1;Abilio Soares;245;Imóvel Comercial para locação;0.06;2.54
45.063.985/0001-32;2023-06-30;1;Angelica;1312;Imóvel Comercial para locação;0.06;2.53
45.063.985/0001-32;2023-06-30;1;Buzios;12000;Imóvel Comercial para locação;0.05;2.15
45.063.985/0001-32;2023-06-30;1;Campinas Proença;2186.5;Imóvel Comercial para locação;0.03;1.49
45.063.985/0001-32;2023-06-30;1;Goainia Flam;6129.81;Imóvel Comercial para locação;0.05;2.47
45.063.985/0001-32;2023-06-30;1;Itabuna/BA;2401;Imóvel Comercial para locação;0.07;3.25
45.063.985/0001-32;2023-06-30;1;L02 Norte;3494.35;Imóvel Comercial para locação;0.04;1.75
45.063.985/0001-32;2023-06-30;1;Lago Norte;2494.41;Imóvel Comercial para locação;0.04;1.79
45.063.985/0001-32;2023-06-30;1;Leopoldina;45412.9;Imóvel Comercial para locação;0.04;1.69
45.063.985/0001-32;2023-06-30;1;Maceio;2900;Imóvel Comercial para locação;0.04;1.88
45.063.985/0001-32;2023-06-30;1;N SRA SABARA;2401;Imóvel Comercial para locação;0.05;2.47
45.063.985/0001-32;2023-06-30;1;Paroquia;5439;Imóvel Comercial para locação;0.04;1.63
45.063.985/0001-32;2023-06-30;1;Sto Andre;3600;Imóvel Comercial para locação;0.02;0.93
50.957.247/0001-79;2023-09-29;1;RUA COPACABANA ESQUINA COM RUA ANITA GARIBALDI, ANITA GARIBALDI, JOINVILLE/SC;25280;Matrículas n° 32.360, n° 58.891, n°58.892, n° 58.893, n° 58.894, n° 58.895 e 58.896.;0;0
50.957.247/0001-79;2023-09-29;1;RUA JOÃO LUIZ DE MIRANDA COUTINHO, 190 PARANAGUAMIRIM, JOINVILLE/SC;10447.1;Matrículas n° 54.703.;0;0
50.957.247/0001-79;2023-12-29;1;RUA ANITA GARIBALDI, ANITA GARIBALDI, JOINVILLE/SC;25280;Matrículas n° 32.259;0;0
50.957.247/0001-79;2023-12-29;1;AV PORTUGAL;10447.1;Matrículas n° 77.127.;0;0
51.710.043/0001-00;2023-12-31;3;Fazenda Lambari - Município de Sertaneja/PR;6.92242e+006;Imóvel Rural denominado Fazenda Lambari, localizado no Município de Sertaneja /PR, descrito e caracterizado nas matrículas 22.219, 22.220 e 22.221 do 2º Registro de Imóveis da Comarca de Cornélio Procópio - PR. Áreas: Matrícula 22.219 = 306,8729 hectares Matrícula 22.220 = 358,9827 hectares Matrícula 22.221 = 26,3866 hectares;1;0.994751
53.076.746/0001-45;2023-12-31;2;RIO GRANDE DO NORTE;2.26992e+007;Imóvel urbano;0.4058;0.4054
53.076.746/0001-45;2023-12-31;2;PARAÍBA;2.43851e+007;Terreno rural;0.1941;0.1939
