CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto
01.235.622/0001-61;2023-06-30;1;Imóveis para venda em construção;All - Jardim Oceânico;N.A.;N.A.
01.235.622/0001-61;2023-06-30;1;Imóveis para venda em construção;Tiê Residencial;N.A.;N.A.
01.235.622/0001-61;2023-06-30;1;Imóveis para venda em construção;S Design;N.A.;N.A.
01.235.622/0001-61;2023-09-30;1;Imóveis para venda em construção;Glória Residencial;N.A.;N.A.
01.235.622/0001-61;2023-09-30;1;Imóveis para venda em construção;S Design;N.A.;N.A.
01.235.622/0001-61;2023-09-30;1;Imóveis para venda em construção;Arete Toriba - Toriba Norte A/B;N.A.;N.A.
01.235.622/0001-61;2023-09-30;1;Imóveis para venda em construção;Crystal Blue;N.A.;N.A.
01.235.622/0001-61;2023-09-30;1;Imóveis para venda em construção;Zenture;N.A.;N.A.
01.235.622/0001-61;2023-09-30;1;Imóveis para venda em construção;Lineu 708;N.A.;N.A.
01.235.622/0001-61;2023-09-30;1;Imóveis para venda em construção;Arete Toriba - Toriba Sudoeste;N.A.;N.A.
01.235.622/0001-61;2023-09-30;1;Imóveis para venda em construção;Blanc 260;N.A.;N.A.
01.235.622/0001-61;2023-09-30;1;Imóveis para venda em construção;Tiê Residencial;N.A.;N.A.
01.235.622/0001-61;2023-09-30;1;Imóveis para venda em construção;All - Jardim Oceânico;N.A.;N.A.
01.235.622/0001-61;2023-09-30;1;Imóveis para venda em construção;Nurban;N.A.;N.A.
01.235.622/0001-61;2023-12-29;1;Imóveis para venda em construção;All - Jardim Oceânico;N.A.;N.A.
01.235.622/0001-61;2023-12-29;1;Imóveis para venda em construção;Tiê Residencial;N.A.;N.A.
01.235.622/0001-61;2023-12-29;1;Imóveis para venda em construção;S Design;N.A.;N.A.
01.235.622/0001-61;2023-12-29;1;Imóveis para venda em construção;Nurban;N.A.;N.A.
01.235.622/0001-61;2023-12-29;1;Imóveis para venda em construção;Glória Residencial;N.A.;N.A.
01.235.622/0001-61;2023-12-29;1;Imóveis para venda em construção;Lineu 708;N.A.;N.A.
01.235.622/0001-61;2023-12-29;1;Imóveis para venda em construção;Zenture;N.A.;N.A.
01.235.622/0001-61;2023-12-29;1;Imóveis para venda em construção;Arete Toriba - Toriba Sudoeste;N.A.;N.A.
08.417.532/0001-30;2023-03-31;1;Imóveis para renda em construção;Expansão Lubrax;NA;NA
08.417.532/0001-30;2023-06-30;1;Imóveis para renda em construção;Expansão Lubrax;NA;NA
08.417.532/0001-30;2023-09-30;1;Imóveis para renda em construção;Expansão Lubrax;NA;NA
08.417.532/0001-30;2023-12-31;1;Imóveis para renda em construção;Expansão Lubrax;NA;NA
08.693.497/0001-82;2023-03-31;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
08.693.497/0001-82;2023-06-30;1;Imóveis para renda em construção;Informação não apresentada;;
08.693.497/0001-82;2023-09-30;1;Imóveis para renda em construção;Informação não apresentada;;
08.693.497/0001-82;2023-12-31;1;Imóveis para renda em construção;Informação não apresentada;;
11.728.688/0001-47;2023-06-30;1;Imóveis para renda em construção;-;;
11.728.688/0001-47;2023-09-30;1;Imóveis para renda em construção;HGLG Cone MM2;-;-
11.728.688/0001-47;2023-12-31;1;Imóveis para renda em construção;HGLG Cone MM2;O avanço menor do quê o esperado no período se deve ao processo de replanejamento das obras por conta de alteração do escopo contratado. A área edificada será maior e o prazo de conclusão foi estendido.;Ocorreu um desembolso financeiro maior do quê o previsto devido à mudança contratual do escopo de obras, o qual exigiu o incremento de insumos em campo e alteração de projetos para aumentar a área em construção. O fluxo financeiro da obra foi replanejado diante o novo cenário.
12.927.767/0001-40;2023-09-29;1;Imóveis para renda em construção;Não se aplica.;;
12.927.767/0001-40;2023-09-29;1;Imóveis para venda em construção;Nâo se aplica.;;
12.989.974/0001-29;2023-03-31;2;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.
12.989.974/0001-29;2023-03-31;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2023-03-31;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2023-06-30;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2023-06-30;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2023-06-30;1;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas ;O FII PM não arca com custo de construção.
12.989.974/0001-29;2023-09-29;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2023-09-29;1;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas;O FII PM não arca com custo de construção.
12.989.974/0001-29;2023-12-29;2;Imóveis para renda em construção;Pátio da Marítima Torre II;O início da construção pelo incorporador depende de condições mercadológicas;O FII PM não arca com custo de construção.
12.989.974/0001-29;2023-12-29;2;Imóveis para renda em construção;Porto Vista;Vendido para a Cury;O FII PM não arca com custo de construção.
12.989.974/0001-29;2023-12-29;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
13.320.290/0001-00;2023-03-31;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;
13.320.290/0001-00;2023-03-31;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;
13.320.290/0001-00;2023-06-30;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;
13.320.290/0001-00;2023-06-30;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;
13.320.290/0001-00;2023-09-30;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;
13.320.290/0001-00;2023-09-30;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;
13.320.290/0001-00;2023-12-29;1;Imóveis para renda em construção;R. Leopoldo C AP 311, Sao Paulo-SP;;
13.320.290/0001-00;2023-12-29;1;Imóveis para renda em construção;R. Leopoldo C AP 321, Sao Paulo-SP;;
13.584.584/0001-31;2023-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.584.584/0001-31;2023-06-30;2;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.584.584/0001-31;2023-09-29;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.584.584/0001-31;2023-12-29;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
13.703.596/0001-38;2023-03-31;1;Imóveis para renda em construção;Não possui informação apresentada.;;
13.726.079/0001-84;2023-03-31;1;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica
13.726.079/0001-84;2023-06-30;1;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica
13.726.079/0001-84;2023-09-30;1;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica
13.726.079/0001-84;2023-12-31;2;Imóveis para renda em construção;BELMIRA MARIM;Em análise;Não se aplica
14.721.889/0001-00;2023-03-31;1;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.
14.721.889/0001-00;2023-03-31;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.
14.721.889/0001-00;2023-03-31;1;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.
14.721.889/0001-00;2023-03-31;1;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.
14.721.889/0001-00;2023-03-31;1;Imóveis para venda em construção;The Gallery;N.A.;N.A.
14.721.889/0001-00;2023-03-31;1;Imóveis para venda em construção;Costa Mare;N.A.;N.A.
14.721.889/0001-00;2023-03-31;1;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.
14.721.889/0001-00;2023-03-31;1;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.
14.721.889/0001-00;2023-03-31;1;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.
14.721.889/0001-00;2023-06-30;1;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.
14.721.889/0001-00;2023-06-30;1;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.
14.721.889/0001-00;2023-06-30;1;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.
14.721.889/0001-00;2023-06-30;1;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.
14.721.889/0001-00;2023-06-30;1;Imóveis para venda em construção;Costa Mare;N.A.;N.A.
14.721.889/0001-00;2023-06-30;1;Imóveis para venda em construção;The Gallery;N.A.;N.A.
14.721.889/0001-00;2023-06-30;1;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.
14.721.889/0001-00;2023-06-30;1;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.
14.721.889/0001-00;2023-06-30;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.
14.721.889/0001-00;2023-09-30;1;Imóveis para venda em construção;The Gallery;N.A.;N.A.
14.721.889/0001-00;2023-09-30;1;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.
14.721.889/0001-00;2023-09-30;1;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.
14.721.889/0001-00;2023-09-30;1;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.
14.721.889/0001-00;2023-09-30;1;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.
14.721.889/0001-00;2023-09-30;1;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.
14.721.889/0001-00;2023-09-30;1;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.
14.721.889/0001-00;2023-09-30;1;Imóveis para venda em construção;Costa Mare;N.A.;N.A.
14.721.889/0001-00;2023-09-30;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.
14.721.889/0001-00;2023-12-29;1;Imóveis para venda em construção;The Gallery;N.A.;N.A.
14.721.889/0001-00;2023-12-29;1;Imóveis para venda em construção;Aretê - Alto Ybirá;N.A.;N.A.
14.721.889/0001-00;2023-12-29;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Atraso na contratação de serviços.;N.A.
14.721.889/0001-00;2023-12-29;1;Imóveis para venda em construção;Maison Laranjeiras;Tarefas replanejadas;N.A.
14.721.889/0001-00;2023-12-29;1;Imóveis para venda em construção;Iluminato;Prazo de obra replanejado, após atraso no desmonte de rocha.;N.A.
14.721.889/0001-00;2023-12-29;1;Imóveis para venda em construção;Crystal Blue;Atraso na contratação de serviços.;N.A.
14.721.889/0001-00;2023-12-29;1;Imóveis para venda em construção;Costa Mare;N.A.;N.A.
14.721.889/0001-00;2023-12-29;1;Imóveis para venda em construção;Blanc 260;Replanejamento de cronograma;Antecipação de compra de mateiral.
14.721.889/0001-00;2023-12-29;1;Imóveis para venda em construção;Aretê - Peninsula Norte;N.A.;N.A.
15.461.076/0001-91;2023-03-31;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort Txai Terravista.;;
15.461.076/0001-91;2023-03-31;1;Imóveis para renda em construção;51 Unidades Master no Hotel;;
15.461.076/0001-91;2023-03-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;
15.461.076/0001-91;2023-03-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;
15.461.076/0001-91;2023-03-31;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2023-03-31;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2023-06-30;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort Txai Terravista.;;
15.461.076/0001-91;2023-06-30;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;
15.461.076/0001-91;2023-06-30;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;
15.461.076/0001-91;2023-06-30;1;Imóveis para renda em construção;51 Unidades Master no Hotel;;
15.461.076/0001-91;2023-06-30;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;;
15.461.076/0001-91;2023-06-30;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2023-09-29;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;
15.461.076/0001-91;2023-09-29;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;
15.461.076/0001-91;2023-09-29;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2023-09-29;1;Imóveis para renda em construção;51 Unidades Master no Hotel;;
15.461.076/0001-91;2023-12-29;1;Imóveis para renda em construção;51 Unidades Master no Hotel;;
15.461.076/0001-91;2023-12-29;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel;;
15.461.076/0001-91;2023-12-29;1;Imóveis para renda em construção;31 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;;
15.461.076/0001-91;2023-12-29;1;Imóveis para renda em construção;64 Unidades Standard no Hotel;;
16.915.968/0001-88;2023-03-31;2;Imóveis para renda em construção;Corifeu;de acordo com o previsto;de acordo com o previsto
16.915.968/0001-88;2023-06-30;1;Imóveis para renda em construção;Corifeu;de acordo com o previsto;de acordo com o previsto
16.915.968/0001-88;2023-09-30;1;Imóveis para renda em construção;Corifeu;de acordo com o previsto;de acordo com o previsto
16.915.968/0001-88;2023-12-31;2;Imóveis para renda em construção;Corifeu;de acordo com o previsto;de acordo com o previsto
17.311.079/0001-74;2023-03-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
17.311.079/0001-74;2023-06-30;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
17.311.079/0001-74;2023-09-30;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
17.311.079/0001-74;2023-12-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
18.259.637/0001-62;2023-03-31;1;Imóveis para venda em construção;N/A;;
18.259.637/0001-62;2023-03-31;1;Imóveis para renda em construção;N/A;;
18.259.637/0001-62;2023-06-30;1;Imóveis para renda em construção;N/A;;
18.259.637/0001-62;2023-06-30;1;Imóveis para venda em construção;N/A;;
18.259.637/0001-62;2023-09-30;1;Imóveis para venda em construção;N/A;;
18.259.637/0001-62;2023-09-30;1;Imóveis para renda em construção;N/A;;
18.259.637/0001-62;2023-12-31;1;Imóveis para renda em construção;N/A;;
18.259.637/0001-62;2023-12-31;1;Imóveis para venda em construção;N/A;;
18.369.510/0001-04;2023-03-31;1;Imóveis para renda em construção;.;.;.
18.369.510/0001-04;2023-06-30;1;Imóveis para renda em construção;.;.;.
18.369.510/0001-04;2023-09-29;1;Imóveis para renda em construção;.;.;.
18.369.510/0001-04;2023-12-29;1;Imóveis para renda em construção;.;.;.
20.265.467/0001-70;2023-03-31;1;Imóveis para venda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
20.265.467/0001-70;2023-06-30;1;Imóveis para venda em construção;Informação não apresentada;;
20.265.467/0001-70;2023-09-30;2;Imóveis para venda em construção;Informação não apresentada;;
20.265.467/0001-70;2023-12-31;1;Imóveis para venda em construção;Informação não apresentada;;
21.085.863/0001-89;2023-03-31;1;Imóveis para renda em construção;Eldorado;N/A;
21.085.863/0001-89;2023-03-31;1;Imóveis para renda em construção;Flamengo;N/A;
21.085.863/0001-89;2023-06-30;1;Imóveis para renda em construção;Flamengo;N/A;
21.085.863/0001-89;2023-06-30;1;Imóveis para renda em construção;Eldorado;N/A;
21.085.863/0001-89;2023-09-30;1;Imóveis para renda em construção;Eldorado;N/A;
21.085.863/0001-89;2023-09-30;1;Imóveis para renda em construção;Flamengo;N/A;
21.085.863/0001-89;2023-12-31;1;Imóveis para renda em construção;Flamengo;N/A;
21.085.863/0001-89;2023-12-31;1;Imóveis para renda em construção;Eldorado;N/A;
21.408.063/0001-51;2023-03-31;1;Imóveis para renda em construção;JC 586;n/a;n/a
21.408.063/0001-51;2023-06-30;1;Imóveis para renda em construção;JC 586;n/a;n/a
21.408.063/0001-51;2023-09-29;1;Imóveis para renda em construção;JC 586;n/a;n/a
21.408.063/0001-51;2023-12-29;1;Imóveis para renda em construção;JC 586;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 201 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 3 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 3 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 3 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 1 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 301 - Bl 4 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 4 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 201 - Bl 4 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-06-30;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 1 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 201 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 201 - Bl 4 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 3 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 301 - Bl 4 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 3 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 4 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 1 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 1 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-09-30;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 3 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 201 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 1 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 1 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 3 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 301 - Bl 4 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 5 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 3 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 201 - Bl 4 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 4 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 3 - Village Acqua;n/a;n/a
22.646.161/0001-90;2023-12-31;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 5 - Village Acqua;n/a;n/a
24.853.044/0001-22;2023-03-31;1;Imóveis para renda em construção;Castelo 57 Business Park;n/a;n/a
24.853.044/0001-22;2023-06-30;1;Imóveis para renda em construção;Castelo 57 Business Park;n/a;n/a
24.853.044/0001-22;2023-09-30;1;Imóveis para renda em construção;Castelo 57 Business Park;n/a;n/a
24.853.044/0001-22;2023-12-29;1;Imóveis para renda em construção;Castelo 57 Business Park;n/a;n/a
26.191.053/0001-20;2023-03-31;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
26.191.053/0001-20;2023-09-30;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
26.191.053/0001-20;2023-12-31;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
26.502.794/0001-85;2023-03-31;1;Imóveis para renda em construção;Informação não apresentada;Informação não apresentada;Informação não apresentada
26.502.794/0001-85;2023-06-30;1;Imóveis para renda em construção;Informação não apresentada;;
26.502.794/0001-85;2023-09-30;1;Imóveis para renda em construção;Informação não apresentada;;
26.502.794/0001-85;2023-12-31;1;Imóveis para renda em construção;Informação não apresentada;;
27.368.617/0001-10;2023-09-30;1;Imóveis para renda em construção;Informação não apresentada;;
27.368.617/0001-10;2023-12-31;1;Imóveis para renda em construção;Informação não apresentada;;
27.538.477/0001-81;2023-03-31;1;Imóveis para venda em construção;Vl Nascentes;n/a;n/a
27.538.477/0001-81;2023-06-30;1;Imóveis para venda em construção;Vl Nascentes;n/a;n/a
27.538.477/0001-81;2023-09-30;1;Imóveis para venda em construção;Vl Nascentes;n/a;n/a
28.516.325/0001-40;2023-03-31;2;Imóveis para renda em construção;Não há informacao apresentada;Não há informacao apresentada;Não há informacao apresentada
28.516.325/0001-40;2023-09-30;1;Imóveis para renda em construção;Não há informacao apresentada;Não há informacao apresentada;Não há informacao apresentada
28.516.325/0001-40;2023-12-31;1;Imóveis para renda em construção;Não há informacao apresentada;Não há informacao apresentada;Não há informacao apresentada
28.516.650/0001-03;2023-03-31;2;Imóveis para venda em construção;Edifício Gibran;A construtora vem tentando recuperar o atraso apresentado, porém, não tem conseguido realizar a concretagem das últimas lajes conforme o previsto;N/A
28.516.650/0001-03;2023-03-31;2;Imóveis para venda em construção;MGB;O pequeno atraso acumulado é considerado aceitável, visto que é reflexo do volume de chuvas no período anterior.;N/A
28.516.650/0001-03;2023-03-31;2;Imóveis para venda em construção;Tribeca 190 - Montrecon;Atraso é reflexo da alta incidência de chuvas no mês anterior, visto que a obra está em estágio inicial de serviços que são diretamente impactados pelo índice elevado de chuvas.;N/A
28.516.650/0001-03;2023-06-30;1;Imóveis para venda em construção;Edifício Gibran;A construtora vem tentando recuperar o atraso apresentado, porém, não tem conseguido realizar a concretagem das últimas lajes conforme o previsto;N/A
28.516.650/0001-03;2023-06-30;1;Imóveis para venda em construção;Haia Boa Vista - GRM;A obra encontra-se atrasada devido o atraso no início dos serviços, consequentemente atrasando a execução da fundação.;N/A
