CNPJ_Fundo_Classe;Data_Referencia;Versao;Mes_Referencia;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Auferida_Ausencia_Garantia
17.311.079/0001-74;2023-06-30;1;Maio/2023;-0.001349;-0.001349
17.311.079/0001-74;2023-06-30;1;Junho/2023;-0.002205;-0.0022
17.311.079/0001-74;2023-09-30;1;Julho/2023;-0.001835;-0.0018
17.311.079/0001-74;2023-09-30;1;Agosto/2023;-0.00239;-0.00239
17.311.079/0001-74;2023-09-30;1;Setembro/2023;-0.00216;-0.00216
17.311.079/0001-74;2023-12-31;1;Novembro/2023;-0.002133;0
17.311.079/0001-74;2023-12-31;1;Dezembro/2023;0.018034;0
17.311.079/0001-74;2023-12-31;1;Outubro/2023;-0.002192;0
18.289.950/0001-43;2023-03-31;1;03/2023;0.006407;0.006407
18.289.950/0001-43;2023-03-31;1;02/2023;0.002607;0.002607
18.289.950/0001-43;2023-03-31;1;01/2023;0.011912;0.011912
18.289.950/0001-43;2023-06-30;1;06/2023;0.00656;0.00656
18.289.950/0001-43;2023-06-30;1;05/2023;0.005898;0.005898
18.289.950/0001-43;2023-06-30;1;04/2023;0.006295;0.006295
18.289.950/0001-43;2023-09-29;1;07/2023;0.008901;0.008901
18.289.950/0001-43;2023-09-29;1;08/2023;0.007046;0.007046
18.289.950/0001-43;2023-09-29;1;09/2023;0.006977;0.006977
18.289.950/0001-43;2023-12-29;1;12/2023;0.045224;0.045224
18.289.950/0001-43;2023-12-29;1;11/2023;0.003941;0.003941
18.289.950/0001-43;2023-12-29;1;10/2023;0.000946;0.000946
18.330.535/0001-96;2023-03-31;1;03/2023;0.004441;0.004441
18.330.535/0001-96;2023-03-31;1;02/2023;0.001926;0.001926
18.330.535/0001-96;2023-03-31;1;01/2023;0.003735;0.003735
18.330.535/0001-96;2023-06-30;1;06/2023;0.005038;0.005038
18.330.535/0001-96;2023-06-30;1;05/2023;-0.000678;-0.000678
18.330.535/0001-96;2023-06-30;1;04/2023;0.001873;0.001873
18.330.535/0001-96;2023-09-29;1;07/2023;0.002457;0.002457
18.330.535/0001-96;2023-09-29;1;08/2023;-0.000339;-0.000339
18.330.535/0001-96;2023-09-29;1;09/2023;0.005466;0.005466
18.330.535/0001-96;2023-12-29;1;12/2023;0.027057;0.027057
18.330.535/0001-96;2023-12-29;1;11/2023;0.502278;0.502278
18.330.535/0001-96;2023-12-29;1;10/2023;-0.007003;-0.007003
20.216.935/0001-17;2023-03-31;1;03/2023;-0.007378;-0.007378
20.216.935/0001-17;2023-03-31;1;02/2023;-0.005706;-0.005706
20.216.935/0001-17;2023-03-31;1;01/2023;-0.027436;-0.027436
20.216.935/0001-17;2023-06-30;1;04/2023;0.046448;0.046448
20.216.935/0001-17;2023-06-30;1;05/2023;0.047789;0.047789
20.216.935/0001-17;2023-06-30;1;06/2023;0.052669;0.052669
20.216.935/0001-17;2023-09-29;1;07/2023;0.021176;0.021176
20.216.935/0001-17;2023-09-29;1;08/2023;0.008179;0.008179
20.216.935/0001-17;2023-09-29;1;09/2023;0.008529;0.008529
20.216.935/0001-17;2023-12-29;1;12/2023;0.040324;0.040324
20.216.935/0001-17;2023-12-29;1;11/2023;0.010099;0.010099
20.216.935/0001-17;2023-12-29;1;10/2023;-0.022482;-0.022482
28.893.734/0001-66;2023-03-31;1;03/2023;-0.072246;-0.072246
28.893.734/0001-66;2023-03-31;1;02/2023;-0.088322;-0.088322
28.893.734/0001-66;2023-03-31;1;01/2023;-0.086066;-0.086066
28.893.734/0001-66;2023-06-30;1;04/2023;-0.083479;-0.083479
28.893.734/0001-66;2023-06-30;1;05/2023;-0.121665;-0.121665
28.893.734/0001-66;2023-06-30;1;06/2023;-0.170064;-0.170064
28.893.734/0001-66;2023-09-29;1;07/2023;-0.067409;-0.067409
28.893.734/0001-66;2023-09-29;1;08/2023;-0.066447;-0.066447
28.893.734/0001-66;2023-09-29;1;09/2023;-0.072762;-0.072762
28.893.734/0001-66;2023-12-29;1;11/2023;-0.113954;-0.113954
28.893.734/0001-66;2023-12-29;1;12/2023;-0.0982;-0.0982
28.893.734/0001-66;2023-12-29;1;10/2023;-0.046857;-0.046857
31.887.401/0001-39;2023-03-31;2;Março/2023;-0.013;-0.013
31.887.401/0001-39;2023-03-31;2;Fevereiro/2023;0.0087;0.0087
31.887.401/0001-39;2023-03-31;2;Janeiro/2023;-0.001;-0.001
31.887.401/0001-39;2023-09-29;1;Julho/2023;0.0148058380897236;0.0148058380897236
31.887.401/0001-39;2023-09-29;1;Agosto/2023;0.00766051171193149;0.00766051171193149
31.887.401/0001-39;2023-09-29;1;Setembro/2023;0.0101072327492013;0.0101072327492013
32.287.811/0001-01;2023-03-31;1;01/2023;-0.003247885;-0.003247885
32.287.811/0001-01;2023-03-31;1;02/2023;-0.001829971;-0.001829971
32.287.811/0001-01;2023-03-31;1;03/2023;-0.001818141;-0.001818141
32.287.811/0001-01;2023-06-30;2;06/2023;-0.001002204;-0.001002204
32.287.811/0001-01;2023-06-30;2;05/2023;-0.002851941;-0.002851941
32.287.811/0001-01;2023-06-30;2;04/2023;-0.001674128;-0.001674128
32.287.811/0001-01;2023-09-30;1;09/2023;0.000637764;0.000637764
32.287.811/0001-01;2023-09-30;1;08/2023;-0.00028262;-0.00028262
32.287.811/0001-01;2023-09-30;1;07/2023;-0.000522401;-0.000522401
32.287.811/0001-01;2023-12-31;1;12/2023;-0.000452263;-0.000452263
32.287.811/0001-01;2023-12-31;1;11/2023;-0.000741255;-0.000741255
32.287.811/0001-01;2023-12-31;1;10/2023;-0.000444451;-0.000444451
32.655.589/0001-52;2023-03-31;1;03/2023;-0.193729;-0.193729
32.655.589/0001-52;2023-03-31;1;01/2023;-0.226101;-0.226101
32.655.589/0001-52;2023-03-31;1;02/2023;-0.197902;-0.197902
32.655.589/0001-52;2023-09-29;1;09/2023;-0.34643;-0.34643
32.655.589/0001-52;2023-09-29;1;08/2023;-0.086738;-0.086738
32.655.589/0001-52;2023-09-29;1;07/2023;-0.107593;-0.107593
34.691.925/0001-48;2023-03-31;1;01/2023;-0.002937;-0.002937
34.691.925/0001-48;2023-03-31;1;02/2023;-0.015392;-0.015392
34.691.925/0001-48;2023-03-31;1;03/2023;-0.005509;-0.005509
34.691.925/0001-48;2023-06-30;1;06/2023;-0.01182;-0.01182
34.691.925/0001-48;2023-06-30;1;05/2023;-0.01938;-0.01938
34.691.925/0001-48;2023-06-30;1;04/2023;-0.008183;-0.008183
34.691.925/0001-48;2023-09-29;1;07/2023;-0.016984;-0.016984
34.691.925/0001-48;2023-09-29;1;09/2023;-0.004968;-0.004968
34.691.925/0001-48;2023-09-29;1;08/2023;-0.017875;-0.017875
34.691.925/0001-48;2023-12-29;1;12/2023;-0.019012;-0.019012
34.691.925/0001-48;2023-12-29;1;11/2023;-0.005395;-0.005395
34.691.925/0001-48;2023-12-29;1;10/2023;-0.015103;-0.015103
34.693.040/0001-88;2023-03-31;1;01/2023;-0.012238;-0.012238
34.693.040/0001-88;2023-03-31;1;02/2023;-0.014135;-0.014135
34.693.040/0001-88;2023-03-31;1;03/2023;0.056714;0.056714
34.693.040/0001-88;2023-06-30;1;04/2023;-0.146862;-0.146862
34.693.040/0001-88;2023-06-30;1;05/2023;0.02152;0.02152
34.693.040/0001-88;2023-06-30;1;05/2023;0.02152;0.02152
34.693.040/0001-88;2023-06-30;1;06/2023;-0.105448;-0.105448
34.693.040/0001-88;2023-09-29;1;07/2023;-0.005919;-0.005919
34.693.040/0001-88;2023-09-29;1;08/2023;0.034019;0.034019
34.693.040/0001-88;2023-09-29;1;09/2023;-0.125547;-0.125547
34.693.040/0001-88;2023-12-29;1;11/2023;-0.105087;-0.105087
34.693.040/0001-88;2023-12-29;1;10/2023;0.031702;0.031702
34.693.040/0001-88;2023-12-29;1;12/2023;-0.331219;-0.331219
35.360.651/0001-77;2023-03-31;3;Jan/23;0;0
35.360.651/0001-77;2023-03-31;3;Fev/23;0;0
35.360.651/0001-77;2023-03-31;3;Mar/23;0;0
35.360.651/0001-77;2023-06-30;1;Junho/23;0;0
35.360.651/0001-77;2023-06-30;1;Maio/23;0;0
35.360.651/0001-77;2023-06-30;1;Abril/23;0;0
35.360.651/0001-77;2023-09-30;1;Abril/23;0;0
35.360.651/0001-77;2023-09-30;1;Maio/23;0;0
35.360.651/0001-77;2023-09-30;1;Junho/23;0;0
35.360.651/0001-77;2023-12-29;1;Dezembro/23;-0.014335;0
35.360.651/0001-77;2023-12-29;1;Novembro/23;-0.007796;0
35.360.651/0001-77;2023-12-29;1;Outubro/23;0.000973;0
35.940.506/0001-65;2023-03-31;1;03/2023;-0.009277156;-0.009277156
35.940.506/0001-65;2023-03-31;1;02/2023;-0.034160658;-0.034160658
35.940.506/0001-65;2023-03-31;1;01/2023;-0.067285071;-0.067285071
35.940.506/0001-65;2023-06-30;2;04/2023;-0.025130988;-0.025130988
35.940.506/0001-65;2023-06-30;2;05/2023;0.0082442;0.0082442
35.940.506/0001-65;2023-06-30;2;06/2023;-0.011865838;-0.011865838
35.940.506/0001-65;2023-09-30;1;07/2023;-0.013552528;-0.013552528
35.940.506/0001-65;2023-09-30;1;08/2023;-0.047699053;-0.047699053
35.940.506/0001-65;2023-09-30;1;09/2023;-0.026993314;-0.026993314
35.940.506/0001-65;2023-12-31;1;12/2023;0.009226031;0.009226031
35.940.506/0001-65;2023-12-31;1;11/2023;-0.017540284;-0.017540284
35.940.506/0001-65;2023-12-31;1;10/2023;-0.04158106;-0.04158106
36.200.677/0001-10;2023-03-31;2;Janeiro;0.001619;0.001344
36.200.677/0001-10;2023-03-31;2;Fevereiro;0.003036;0.002785
36.200.677/0001-10;2023-03-31;2;Março;-0.001252;-0.001511
36.200.677/0001-10;2023-06-30;1;Abril;0.000845;0.000578
36.200.677/0001-10;2023-06-30;1;Maio;-0.000409;-0.000678
36.200.677/0001-10;2023-06-30;1;Junho;0.003031;0.002759
36.517.660/0001-91;2023-03-31;1;Março;0.00550436;0.00198729
36.517.660/0001-91;2023-03-31;1;Fevereiro;0.00419462;0.00067312
36.517.660/0001-91;2023-03-31;1;Janeiro;0.00447829;-0.0025688
36.517.660/0001-91;2023-06-30;1;Abril;0.004404;0.000887
36.517.660/0001-91;2023-06-30;1;Maio;0.004208;0.00074
36.517.660/0001-91;2023-06-30;1;Junho;0.004309;0.00089
36.517.660/0001-91;2023-09-30;1;Julho;0.004459;0.001046
36.517.660/0001-91;2023-09-30;1;Agosto;0.004493;0.06486
36.517.660/0001-91;2023-09-30;1;Setembro;0.004807;0.001459
36.517.660/0001-91;2023-12-31;1;Julho;0.004459;0.001046
36.517.660/0001-91;2023-12-31;1;Agosto;0.004493;0.06486
36.517.660/0001-91;2023-12-31;1;Setembro;0.004807;0.001459
36.615.915/0001-59;2023-03-31;1;03/2023;-0.047934;-0.047934
36.615.915/0001-59;2023-03-31;1;02/2023;0.002748;0.002748
36.615.915/0001-59;2023-03-31;1;01/2023;-0.049582;-0.049582
36.615.915/0001-59;2023-06-30;1;04/2023;0.023228;0.023228
36.615.915/0001-59;2023-06-30;1;05/2023;0.088292;0.088292
36.615.915/0001-59;2023-06-30;1;06/2023;0.041248;0.041248
36.615.915/0001-59;2023-09-29;1;07/2023;0.004029;0.004029
36.615.915/0001-59;2023-09-29;1;08/2023;-0.016149;-0.016149
36.615.915/0001-59;2023-09-29;1;09/2023;0.004824;0.004824
36.615.915/0001-59;2023-12-29;1;12/2023;0.021118;0.021118
36.615.915/0001-59;2023-12-29;1;11/2023;-0.002149;-0.002149
36.615.915/0001-59;2023-12-29;1;10/2023;-0.040088;-0.040088
38.294.086/0001-85;2023-03-31;1;03/2023;-9.3E-05;-0.00311116994587
38.294.086/0001-85;2023-03-31;1;02/2023;0.001697;-0.00154306157537
38.294.086/0001-85;2023-03-31;1;01/2023;0.00082;-0.00251257209182
38.294.086/0001-85;2023-12-31;1;12/2023;-0.03638;-0.03638035619762
38.294.086/0001-85;2023-12-31;1;11/2023;-0.001867;-0.00186709533012
38.294.086/0001-85;2023-12-31;1;10/2023;-0.002167;-0.00216690706665
38.376.805/0001-07;2023-03-31;1;03/2023;0.00773;0.00773
38.376.805/0001-07;2023-03-31;1;02/2023;0.005373;0.005373
38.376.805/0001-07;2023-03-31;1;01/2023;0.007334;0.007334
38.376.805/0001-07;2023-06-30;1;06/2023;0.007041;0.007041
38.376.805/0001-07;2023-06-30;1;05/2023;-0.00179;-0.00179
38.376.805/0001-07;2023-06-30;1;04/2023;0.0051;0.0051
38.376.805/0001-07;2023-09-29;1;09/2023;0.006078;0.006078
38.376.805/0001-07;2023-09-29;1;08/2023;0.007732;0.007732
38.376.805/0001-07;2023-09-29;1;07/2023;0.006793;0.006793
38.376.805/0001-07;2023-12-29;1;10/2023;0.00617;0.00617
38.376.805/0001-07;2023-12-29;1;11/2023;-0.003678;-0.003678
38.376.805/0001-07;2023-12-29;1;12/2023;0.00528;0.00528
41.076.748/0001-55;2023-09-30;1;07/2023;0.002408;0.00240846724377
41.076.748/0001-55;2023-09-30;1;08/2023;0.002395;0.00239521254111
41.076.748/0001-55;2023-09-30;1;09/2023;0.00141;0.00140923146999
41.076.748/0001-55;2023-12-31;1;10/2023;0.00655;0.00655020247896
41.076.748/0001-55;2023-12-31;1;11/2023;0.027393;0.02739352590815
41.076.748/0001-55;2023-12-31;1;12/2023;0.023341;0.02334066290836
41.833.876/0001-04;2023-06-30;1;z;;
41.833.876/0001-04;2023-09-30;1;z;;
41.833.876/0001-04;2023-12-29;1;z;;
42.273.290/0001-97;2023-03-31;2;Jan/23;-0.000885;-0.000885
42.273.290/0001-97;2023-03-31;2;Fev/23;0.023334;0.023334
42.273.290/0001-97;2023-03-31;2;Mar/23;0.001639;0.001639
42.273.290/0001-97;2023-06-30;1;Abril/23;0;0
42.273.290/0001-97;2023-06-30;1;Maio/23;0;0
42.273.290/0001-97;2023-06-30;1;Junho/23;0;0
42.273.290/0001-97;2023-09-30;1;Junho/23;0;0
42.273.290/0001-97;2023-09-30;1;Maio/23;0;0
42.273.290/0001-97;2023-09-30;1;Abril/23;0;0
42.273.290/0001-97;2023-12-29;1;Outubro/23;-0.000901;0
42.273.290/0001-97;2023-12-29;1;Novembro/23;-0.006103;0
42.273.290/0001-97;2023-12-29;1;Dezembro/23;-0.002069;0
42.869.869/0001-17;2023-03-31;1;Janeiro;0.007744;0.005522
42.869.869/0001-17;2023-03-31;1;Fevereiro;-0.00257;-0.002799
42.869.869/0001-17;2023-03-31;1;Março;-0.005884;-0.005899
42.869.869/0001-17;2023-06-30;1;Abril;-0.004061;-0.004071
42.869.869/0001-17;2023-06-30;1;Maio;-0.003395;-0.003404
42.869.869/0001-17;2023-06-30;1;Junho;-0.000685;-0.000687
42.869.869/0001-17;2023-09-30;1;Junho;-0.000685;-0.000687
42.869.869/0001-17;2023-09-30;1;Maio;-0.003395;-0.003404
42.869.869/0001-17;2023-09-30;1;Abril;-0.004061;-0.004071
42.869.869/0001-17;2023-12-31;1;Dezembro;0.031112;0.031202
42.869.869/0001-17;2023-12-31;1;Novembro;-0.001205;-0.001208
42.869.869/0001-17;2023-12-31;1;Outubro;-0.001363;-0.001367
43.008.884/0001-33;2023-06-30;1;05/2023;-0.000502;-0.00050193288416
43.008.884/0001-33;2023-06-30;1;04/2023;-0.000674;-0.00067369073214
43.010.844/0001-26;2023-03-31;1;02/2023;0.005094;0.0049015632621
43.010.844/0001-26;2023-03-31;1;03/2023;0.007989;0.00750158928207
43.010.844/0001-26;2023-06-30;1;06/2023;0.013438;0.01303516685796
43.010.844/0001-26;2023-06-30;1;05/2023;0.014258;0.01385137959421
43.010.844/0001-26;2023-06-30;1;04/2023;0.012525;0.01203739352761
43.010.844/0001-26;2023-09-30;1;09/2023;0.006848;0.0066275806132
43.010.844/0001-26;2023-09-30;1;08/2023;0.004676;0.00445566665532
43.010.844/0001-26;2023-09-30;1;07/2023;0.01162;0.01121883243258
43.010.844/0001-26;2023-12-31;2;12/2023;0.053482;0.053147
43.010.844/0001-26;2023-12-31;2;11/2023;0.014201;0.013821
43.010.844/0001-26;2023-12-31;2;10/2023;0.018966;0.01874
43.617.647/0001-70;2023-03-31;1;Março/2023;0;0
43.617.647/0001-70;2023-03-31;1;Fevereiro/2023;0;0
43.617.647/0001-70;2023-03-31;1;Janeiro/2023;0;0
43.617.647/0001-70;2023-06-30;1;Junho/2023;0.3030303;0.3030303
43.617.647/0001-70;2023-06-30;1;Maio/2023;0;0
43.617.647/0001-70;2023-06-30;1;Abril/2023;0;0
43.617.647/0001-70;2023-09-30;1;Abril/2023;0;0
43.617.647/0001-70;2023-09-30;1;Maio/2023;0;0
43.617.647/0001-70;2023-09-30;1;Junho/2023;0;0
43.617.647/0001-70;2023-12-31;1;Dezembro/2023;0;0
43.617.647/0001-70;2023-12-31;1;Novembro/2023;0;0
43.617.647/0001-70;2023-12-31;1;Outubro/2023;0;0
45.254.732/0001-46;2023-09-30;1;07/2023;-0.024992011;-0.024992011
45.254.732/0001-46;2023-09-30;1;08/2023;-0.018629882;-0.018629882
45.254.732/0001-46;2023-09-30;1;09/2023;0.01756042;0.01756042
45.254.732/0001-46;2023-12-31;1;12/2023;0.070389793;0.070389793
45.254.732/0001-46;2023-12-31;1;11/2023;-0.016430317;-0.016430317
45.254.732/0001-46;2023-12-31;1;10/2023;-0.015256703;-0.015256703
47.154.849/0001-83;2023-03-31;1;03/2023;-0.003837;-0.003837
47.154.849/0001-83;2023-03-31;1;02/2023;0.005729;0.005729
47.154.849/0001-83;2023-03-31;1;01/2023;-0.003721;-0.003721
47.154.849/0001-83;2023-06-30;1;06/2023;-0.001652;-0.001652
47.154.849/0001-83;2023-06-30;1;05/2023;-0.00349;-0.00349
47.154.849/0001-83;2023-06-30;1;04/2023;-0.001961;-0.001961
47.154.849/0001-83;2023-09-29;1;09/2023;-0.0028;-0.0028
47.154.849/0001-83;2023-09-29;1;08/2023;1.7E-05;1.7E-05
47.154.849/0001-83;2023-09-29;1;07/2023;-0.002872;-0.002872
47.154.849/0001-83;2023-09-29;1;07/2023;-0.002872;-0.002872
47.154.849/0001-83;2023-12-29;1;10/2023;0.003468;0.003468
47.154.849/0001-83;2023-12-29;1;11/2023;-0.00371;-0.00371
47.154.849/0001-83;2023-12-29;1;12/2023;-0.037276;-0.037276
