CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
24.796.967/0001-90;2022-03-31;1;275385;Avenida Agami,352 Moema Índios;92.514;1;Apartamento residencial para venda;0.0024;Venda
24.796.967/0001-90;2022-03-31;1;275628;Avenida Rouxinol,174 Moema Pássaros;39.42;1;Apartamento residencial para venda;0.001;Venda
24.796.967/0001-90;2022-03-31;1;275648;Avenida Rouxinol,174 Moema Pássaros;29;1;Apartamento residencial para venda;0.0012;Venda
24.796.967/0001-90;2022-03-31;1;278166;Avenida Sabiá,699 Moema Pássaros;90;1;Apartamento residencial para venda;0.0023;Venda
24.796.967/0001-90;2022-03-31;1;278659;Avenida Sabiá,825 Moema Pássaros;28;1;Apartamento residencial para venda;0.0009;Venda
24.796.967/0001-90;2022-03-31;1;279237;Rua Pintassilgo,426 Moema Pássaros;98.355;1;Apartamento residencial para venda;0.0048;Venda
24.796.967/0001-90;2022-03-31;1;2896367;Rua Visconde de Pirajá 8 Ipanema;75;1;Apartamento residencial para venda;0.0024;Venda
24.796.967/0001-90;2022-03-31;1;289761;Alameda dos Maracatins,971 Moema Índios;31.73;1;Apartamento residencial para venda;0.0009;Venda
24.796.967/0001-90;2022-03-31;1;290253;Alameda dos Jurupis,1369 Moema Índios;112.01;1;Apartamento residencial para venda;0.0028;Venda
24.796.967/0001-90;2022-03-31;1;2910244;Rua General Barbosa Lima,73 Copacabana;148;1;Apartamento residencial para venda;0.003;Venda
24.796.967/0001-90;2022-03-31;1;2916000;Rua General Góis Monteiro,8 Botafogo;94;1;Apartamento residencial para venda;0.0026;Venda
24.796.967/0001-90;2022-03-31;1;2918833;Rua Professor Abelardo Lóbo,74 Lagoa;146;1;Apartamento residencial para venda;0.0054;Venda
24.796.967/0001-90;2022-03-31;1;294433;Avenida Jamaris,977 Moema Índios;100;1;Apartamento residencial para venda;0.0008;Venda
24.796.967/0001-90;2022-03-31;1;294504;Avenida Jamaris,522 Moema Índios;79;1;Apartamento residencial para venda;0.002;Venda
24.796.967/0001-90;2022-03-31;1;296253;Avenida Jurucê,552 Moema Índios;116;1;Apartamento residencial para venda;0.0006;Venda
24.796.967/0001-90;2022-03-31;1;300454;Rua Hungria,696 Jardim Europa;134;1;Apartamento residencial para venda;0.0039;Venda
24.796.967/0001-90;2022-03-31;1;3015670;Rua São Clemente, nº 185, Complemento apto 307, Botafogo;60;1;Apartamento residencial para venda;0.0004;Venda
24.796.967/0001-90;2022-03-31;1;3026697;Rua Corrêa Dutra,72 Flamengo;90;1;Apartamento residencial para venda;0.0016;Venda
24.796.967/0001-90;2022-03-31;1;303630;Avenida Portugal,512 Brooklin;97.77;1;Apartamento residencial para venda;0.0018;Venda
24.796.967/0001-90;2022-03-31;1;3039758;Rua Joana Angélica 166  507;73;1;Apartamento residencial para venda;0.0052;Venda
24.796.967/0001-90;2022-03-31;1;3044065;Rua Aires Saldanha,98 Copacabana;133;1;Apartamento residencial para venda;0.0032;Venda
24.796.967/0001-90;2022-03-31;1;3044130;Rua Fernando Osório,18 Flamengo;100;1;Apartamento residencial para venda;0.0019;Venda
24.796.967/0001-90;2022-03-31;1;3050507;Rua Raul Pompéia,195 Copacabana;40;1;Apartamento residencial para venda;0.001;Venda
24.796.967/0001-90;2022-03-31;1;3058183;Rua Humaitá,157 Humaitá;53;1;Apartamento residencial para venda;0.0013;Venda
24.796.967/0001-90;2022-03-31;1;3065990;Rua Machado de Assis,73 Flamengo;104;1;Apartamento residencial para venda;0.002;Venda
24.796.967/0001-90;2022-03-31;1;3067629;Rua Bulhões De Carvalho 622  Copacabana;120;1;Apartamento residencial para venda;0.0028;Venda
24.796.967/0001-90;2022-03-31;1;3085179;Rua Pompeu Loureiro,101 Copacabana;117;1;Apartamento residencial para venda;0.0031;Venda
24.796.967/0001-90;2022-03-31;1;3115486;Rua Humaitá,207 Humaitá;38;1;Apartamento residencial para venda;0.0011;Venda
24.796.967/0001-90;2022-03-31;1;3172494;Rua Ministro Raul Fernandes 210  108;134;1;Apartamento residencial para venda;0.0036;Venda
24.796.967/0001-90;2022-03-31;1;3178488;Avenida Carlos Peixoto,80 Botafogo;90;1;Apartamento residencial para venda;0.0029;Venda
24.796.967/0001-90;2022-03-31;1;3179600;Rua Itacema 65  67;52.698;1;Apartamento residencial para venda;0.0035;Venda
24.796.967/0001-90;2022-03-31;1;3181847;Avenida Rebouças, nº 2636, Complemento Apto 1707,  Pinheiros;30.86;1;Apartamento residencial para venda;0.0016;Venda
24.796.967/0001-90;2022-03-31;1;330451;Rua do Rocio 52  63;76.82;1;Apartamento residencial para venda;0.0026;Venda
24.796.967/0001-90;2022-03-31;1;331307;Rua do Rocio,121 Vila Olímpia;62;1;Apartamento residencial para venda;0.002;Venda
24.796.967/0001-90;2022-03-31;1;333870;Rua Santa Justina,446 Vila Olímpia;41.87;1;Apartamento residencial para venda;0.0014;Venda
24.796.967/0001-90;2022-03-31;1;336003;Rua Casa do Ator,782 Vila Olímpia;55;1;Apartamento residencial para venda;0.0016;Venda
24.796.967/0001-90;2022-03-31;1;339849;Rua Alvorada,942 Vila Olímpia;65.785;1;Apartamento residencial para venda;0.0012;Venda
24.796.967/0001-90;2022-03-31;1;339865;Rua Alvorada,942 Vila Olímpia;65.785;1;Apartamento residencial para venda;0.0015;Venda
24.796.967/0001-90;2022-03-31;1;340438;Rua Gomes de Carvalho,455 Vila Olímpia;62;1;Apartamento residencial para venda;0.0014;Venda
24.796.967/0001-90;2022-03-31;1;480662;Rua Major Diogo,633 Bela Vista;66.35;1;Apartamento residencial para venda;0.0007;Venda
24.796.967/0001-90;2022-03-31;1;553898;Rua Doutor Gabriel dos Santos,564 Santa Cecilia;198.6;1;Apartamento residencial para venda;0.0035;Venda
24.796.967/0001-90;2022-03-31;1;903026;Rua Lisboa,1194 Pinheiros;79.03;1;Apartamento residencial para venda;0.0018;Venda
24.796.967/0001-90;2022-06-30;1;134837;Alameda Jaú,585;159;1;Apartamento residencial para venda;0.0211;Venda
24.796.967/0001-90;2022-06-30;1;1372465;Rua Arizona,701;74;1;Apartamento residencial para venda;0.012;Venda
24.796.967/0001-90;2022-06-30;1;1373222;Rua Alvorada,1009;48;1;Apartamento residencial para venda;0.0074;Venda
24.796.967/0001-90;2022-06-30;1;138391;Alameda Fernão Cardim,98;120;1;Apartamento residencial para venda;0.0138;Venda
24.796.967/0001-90;2022-06-30;1;138581;Avenida Nove de Julho,2976;70;1;Apartamento residencial para venda;0.0104;Venda
24.796.967/0001-90;2022-06-30;1;138678;Rua José Maria Lisboa,852;189;1;Apartamento residencial para venda;0.0257;Venda
24.796.967/0001-90;2022-06-30;1;141285;Rua José Maria Lisboa,20;40;1;Apartamento residencial para venda;0.0055;Venda
24.796.967/0001-90;2022-06-30;1;141609;Rua Bela Cintra,1332;134;1;Apartamento residencial para venda;0.0162;Venda
24.796.967/0001-90;2022-06-30;1;141621;Rua Bela Cintra,1332;134;1;Apartamento residencial para venda;0.0166;Venda
24.796.967/0001-90;2022-06-30;1;1453666;Avenida Raimundo Pereira de Magalhães,909;69;1;Apartamento residencial para venda;0.0082;Venda
24.796.967/0001-90;2022-06-30;1;146252;Alameda Franca,1401;123;1;Apartamento residencial para venda;0.0115;Venda
24.796.967/0001-90;2022-06-30;1;1539456;Rua Fonte da Saudade,111;134;1;Apartamento residencial para venda;0.0203;Venda
24.796.967/0001-90;2022-06-30;1;154721;Alameda Casa Branca,749;175;1;Apartamento residencial para venda;0.0276;Venda
24.796.967/0001-90;2022-06-30;1;155719;Avenida Nove de Julho,3239;49;1;Apartamento residencial para venda;0.0084;Venda
24.796.967/0001-90;2022-06-30;1;156003;Rua Ouro Branco,161;47;1;Apartamento residencial para venda;0.0082;Venda
24.796.967/0001-90;2022-06-30;1;1563792;Rua Belfort Roxo, 231;31;1;Apartamento residencial para venda;0.0048;Venda
24.796.967/0001-90;2022-06-30;1;1570064;Rua Rodolfo Dantas,101;30;1;Apartamento residencial para venda;0.0041;Venda
24.796.967/0001-90;2022-06-30;1;159424;Rua Capitão Pinto Ferreira,62;110;1;Apartamento residencial para venda;0.0128;Venda
24.796.967/0001-90;2022-06-30;1;1613943;Rua Senador Vergueiro,203;28;1;Apartamento residencial para venda;0.004;Venda
24.796.967/0001-90;2022-06-30;1;1680398;Rua Timóteo da Costa,1100;101;1;Apartamento residencial para venda;0.0189;Venda
24.796.967/0001-90;2022-06-30;1;202458;Rua Doutor Melo Alves,55;38;1;Apartamento residencial para venda;0.0048;Venda
24.796.967/0001-90;2022-06-30;1;2093630;Avenida Ataulfo de Paiva,939;98;1;Apartamento residencial para venda;0.0221;Venda
24.796.967/0001-90;2022-06-30;1;210328;Rua Artur de Azevedo,776;105.76;1;Apartamento residencial para venda;0.0108;Venda
24.796.967/0001-90;2022-06-30;1;2109179;Rua Miguel Lemos 90;140;1;Apartamento residencial para venda;0.015;Venda
24.796.967/0001-90;2022-06-30;1;2126241;Avenida Ataulfo de Paiva,1174;72;1;Apartamento residencial para venda;0.0147;Venda
24.796.967/0001-90;2022-06-30;1;2164905;Rua Ronald de Carvalho,45;49;1;Apartamento residencial para venda;0.0016;Venda
24.796.967/0001-90;2022-06-30;1;2170408;Rua Senador Vergueiro,138;74;1;Apartamento residencial para venda;0.0087;Venda
24.796.967/0001-90;2022-06-30;1;2179418;Avenida Prado Júnior,135;37;1;Apartamento residencial para venda;0.0052;Venda
24.796.967/0001-90;2022-06-30;1;222437;Rua Bandeira Paulista,49;116;1;Apartamento residencial para venda;0.0139;Venda
24.796.967/0001-90;2022-06-30;1;222438;Rua Bandeira Paulista,49;117;1;Apartamento residencial para venda;0.0141;Venda
24.796.967/0001-90;2022-06-30;1;223298;Rua Itacema,366;145;1;Apartamento residencial para venda;0.0231;Venda
24.796.967/0001-90;2022-06-30;1;223707;Rua Urimonduba,114;137;1;Apartamento residencial para venda;0.0156;Venda
24.796.967/0001-90;2022-06-30;1;224439;Rua Pedroso Alvarenga,1256;29;1;Apartamento residencial para venda;0.0052;Venda
24.796.967/0001-90;2022-06-30;1;225899;Rua Pedroso Alvarenga ,86;107;1;Apartamento residencial para venda;0.015;Venda
24.796.967/0001-90;2022-06-30;1;225983;Rua Itacema,331;130;1;Apartamento residencial para venda;0.0184;Venda
24.796.967/0001-90;2022-06-30;1;226620;Rua Maestro Elias Lobo,1031;31;1;Apartamento residencial para venda;0.0046;Venda
24.796.967/0001-90;2022-06-30;1;2274400;Rua Marquês de Abrantes,140;104;1;Apartamento residencial para venda;0.0094;Venda
24.796.967/0001-90;2022-06-30;1;2277009;Rua Fonte da Saudade,252;114;1;Apartamento residencial para venda;0.02;Venda
24.796.967/0001-90;2022-06-30;1;2282196;Rua Timóteo da Costa,603;142;1;Apartamento residencial para venda;0.0278;Venda
24.796.967/0001-90;2022-06-30;1;228610;Rua Pedroso Alvarenga,631;104;1;Apartamento residencial para venda;0.0129;Venda
24.796.967/0001-90;2022-06-30;1;2289771;Rua Mário Portela,161;92;1;Apartamento residencial para venda;0.0108;Venda
24.796.967/0001-90;2022-06-30;1;236190;Rua Iaiá,107;70;1;Apartamento residencial para venda;0.0139;Venda
24.796.967/0001-90;2022-06-30;1;2365102;Rua Nova York,245;42;1;Apartamento residencial para venda;0.0085;Venda
24.796.967/0001-90;2022-06-30;1;242620;Rua Maria Figueiredo,502;161;1;Apartamento residencial para venda;0.0165;Venda
24.796.967/0001-90;2022-06-30;1;254003;Rua Cubatão,711;54;1;Apartamento residencial para venda;0.0045;Venda
24.796.967/0001-90;2022-06-30;1;278084;Avenida Sabiá,667;105;1;Apartamento residencial para venda;0.0114;Venda
24.796.967/0001-90;2022-06-30;1;278203;Avenida Juriti,558;126;1;Apartamento residencial para venda;0.0028;Venda
24.796.967/0001-90;2022-06-30;1;278598;Avenida Ibirapuera, 2144;27;1;Apartamento residencial para venda;0.0058;Venda
24.796.967/0001-90;2022-06-30;1;279517;Avenida Pavão,78;92;1;Apartamento residencial para venda;0.013;Venda
24.796.967/0001-90;2022-06-30;1;283216;Alameda dos Maracatins,185;105;1;Apartamento residencial para venda;0.0115;Venda
24.796.967/0001-90;2022-06-30;1;2916286;Rua General Goes Monteiro 8;94;1;Apartamento residencial para venda;0.0125;Venda
24.796.967/0001-90;2022-06-30;1;2937208;Rua Timóteo da Costa,1033;173;1;Apartamento residencial para venda;0.0301;Venda
24.796.967/0001-90;2022-06-30;1;294608;Alameda dos Aicás,590;82;1;Apartamento residencial para venda;0.0116;Venda
24.796.967/0001-90;2022-06-30;1;2948326;Rua Major Rubens Vaz,702;82;1;Apartamento residencial para venda;0.0162;Venda
24.796.967/0001-90;2022-06-30;1;309252;Rua Indiana, 71;50;1;Apartamento residencial para venda;0.006;Venda
24.796.967/0001-90;2022-06-30;1;3179915;Rua Domingos Ferreira,187;44;1;Apartamento residencial para venda;0.0079;Venda
24.796.967/0001-90;2022-06-30;1;330132;Rua Helena,120;94;1;Apartamento residencial para venda;0.0178;Venda
24.796.967/0001-90;2022-06-30;1;331346;Rua do Rocio,121;62;1;Apartamento residencial para venda;0.0108;Venda
24.796.967/0001-90;2022-06-30;1;336326;Rua Fiandeiras,545;65;1;Apartamento residencial para venda;0.0077;Venda
24.796.967/0001-90;2022-06-30;1;336940;Rua das Fiandeiras, 200;65;1;Apartamento residencial para venda;0.0108;Venda
24.796.967/0001-90;2022-06-30;1;337443;Rua Alvorada,1244;86;1;Apartamento residencial para venda;0.0114;Venda
24.796.967/0001-90;2022-06-30;1;3709299;Rua Baronesa de Poconé,122;95;1;Apartamento residencial para venda;0.0149;Venda
24.796.967/0001-90;2022-06-30;1;3709890;Rua Paula Ney,428;38;1;Apartamento residencial para venda;0.0073;Venda
24.796.967/0001-90;2022-06-30;1;3711555;Rua Paulistânia,215;41;1;Apartamento residencial para venda;0.0087;Venda
24.796.967/0001-90;2022-06-30;1;3712068;Rua Otaviano Hudson,19;85;1;Apartamento residencial para venda;0.0124;Venda
24.796.967/0001-90;2022-06-30;1;3712693;Rua Dias Ferreira,15;45;1;Apartamento residencial para venda;0.0134;Venda
