CNPJ_Fundo;Data_Referencia;Versao;Mes_Referencia;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Auferida_Ausencia_Garantia
14.733.211/0001-48;2017-09-30;1;09/2017;0.005707;0.005707
14.733.211/0001-48;2017-12-31;1;12/2017;0.011155;0.011155
15.576.907/0001-70;2017-09-30;1;09/2017;0.007095;
15.576.907/0001-70;2017-12-31;2;12/2017;0.006503;
17.098.794/0001-70;2017-09-30;1;09/2017;0.01;0.003575
17.098.794/0001-70;2017-09-30;1;08/2017;0.01;0.00424
17.098.794/0001-70;2017-09-30;1;07/2017;0.01;0.004146
17.098.794/0001-70;2017-12-29;2;12/2017;0.00900900540540541;0.00460962050117706
17.098.794/0001-70;2017-12-29;2;11/2017;0.0091786870800749;0.00411511229539399
17.098.794/0001-70;2017-12-29;2;10/2017;0.0099300881792183;0.00325926790450883
17.161.979/0001-82;2017-03-31;1;03/2017;0.00533;
17.161.979/0001-82;2017-06-30;1;06/2017;0.005613;0.005613
17.161.979/0001-82;2017-09-30;2;09/2017;0.005467;0.005467
17.161.979/0001-82;2017-12-31;1;12/2017;0.233073;0.233073
17.311.079/0001-74;2017-03-31;2;jan/2017;;
17.311.079/0001-74;2017-03-31;2;fev/2017;;
17.311.079/0001-74;2017-03-31;2;mar/2017;;
17.311.079/0001-74;2017-06-30;1;abr/2017;;
17.311.079/0001-74;2017-06-30;1;mai/2017;;
17.311.079/0001-74;2017-06-30;1;jun/2017;;
17.311.079/0001-74;2017-09-29;1;jul/2017;;
17.311.079/0001-74;2017-09-29;1;ago/2017;;
17.311.079/0001-74;2017-09-29;1;set/2017;;
17.311.079/0001-74;2017-12-31;1;out/2017;0.010839;-0.000108
17.311.079/0001-74;2017-12-31;1;nov/2017;0.01081;0.000417
17.311.079/0001-74;2017-12-31;1;dez/2017;-0.00934;-0.019562
17.590.518/0001-25;2017-03-31;2;jan/17;0.011905;0.004967
17.590.518/0001-25;2017-03-31;2;fev/17;0.011794;0.006924
17.590.518/0001-25;2017-03-31;2;mar/17;0.011879;0.004266
17.590.518/0001-25;2017-06-30;3;abr/17;0.0124378104477612;0.00473245771912193
17.590.518/0001-25;2017-06-30;3;mai/17;0.0123164838900384;0.00468923706272964
17.590.518/0001-25;2017-06-30;3;jun/17;0.0107526877419355;0.00427612853435238
17.590.518/0001-25;2017-09-30;2;jul/17;0.0103661317742256;0.00412912599730568
17.590.518/0001-25;2017-09-30;2;ago/17;0.010340406171113;0.00429066817891167
17.590.518/0001-25;2017-09-30;2;set/17;0.00993009215085796;0.00360890358776778
17.590.518/0001-25;2017-12-31;4;out/17;0.00917869038440357;0.00333582100545734
17.590.518/0001-25;2017-12-31;4;nov/17;0.00900900864864865;0.00319901676478717
17.590.518/0001-25;2017-12-31;4;dez/17;0.0090226645734084;0.00412134830888903
18.330.535/0001-96;2017-03-31;2;01/2017;0.004373;0.004373
18.330.535/0001-96;2017-03-31;2;02/2017;0.003587;0.003587
18.330.535/0001-96;2017-03-31;2;03/2017;0.002668;0.002668
18.330.535/0001-96;2017-06-30;2;04/2017;0.003877;0.003877
18.330.535/0001-96;2017-06-30;2;05/2017;0.005848;0.005848
18.330.535/0001-96;2017-06-30;2;06/2017;0.003333;0.003333
18.330.535/0001-96;2017-12-29;1;10/2017;-0.002545;-0.002545
18.330.535/0001-96;2017-12-29;1;11/2017;0.004535;0.004535
18.330.535/0001-96;2017-12-29;1;12/2017;-0.110803;-0.110803
18.369.510/0001-04;2017-06-30;1;Junho;0.0025;0
18.369.510/0001-04;2017-09-29;1;Setembro;0.0013;0
18.369.510/0001-04;2017-12-31;1;Setembro;0.0026;0.0026
19.107.604/0001-60;2017-03-31;2;jan/2017;;
19.107.604/0001-60;2017-03-31;2;fev/2017;;
19.107.604/0001-60;2017-03-31;2;mar/2017;;
19.107.604/0001-60;2017-06-30;1;abr/2017;0.0042;-0.00058
19.107.604/0001-60;2017-06-30;1;mai/2017;0.0108;0.0058
19.107.604/0001-60;2017-06-30;1;jun/2017;0.0053;-0.0008
19.107.604/0001-60;2017-09-29;1;Jul/2017;-0.0006;-0.005188
19.107.604/0001-60;2017-09-29;1;ago/2017;0.0072;-0.002238
19.107.604/0001-60;2017-09-29;1;set/2017;0.0064;-0.001636
19.107.604/0001-60;2017-12-29;1;Out/2017;0.0064;-0.001646
19.107.604/0001-60;2017-12-29;1;Nov/2017;0.0088;-0.1299
19.107.604/0001-60;2017-12-29;1;Dez/2017;0.007;-0.1854
20.216.935/0001-17;2017-03-31;2;01/2017;0.044162;0.044162
20.216.935/0001-17;2017-03-31;2;02/2017;0.055521;0.055521
20.216.935/0001-17;2017-03-31;2;03/2017;0.001914;0.001914
20.216.935/0001-17;2017-06-30;1;04/2017;-0.006939;-0.006939
20.216.935/0001-17;2017-06-30;1;05/2017;0.011156;0.011156
20.216.935/0001-17;2017-06-30;1;06/2017;-0.000481;-0.000481
20.216.935/0001-17;2017-12-29;1;10/2017;0.005028;0.005028
20.216.935/0001-17;2017-12-29;1;11/2017;-0.000997;-0.000997
20.216.935/0001-17;2017-12-29;1;12/2017;0.003321;0.003321
26.195.121/0001-20;2017-03-31;1;03/2017;0.0051;0
26.195.121/0001-20;2017-06-30;1;06/2017;0.026849;0.026849
26.195.121/0001-20;2017-09-30;1;09/2017;0.212414;0.212414
26.195.121/0001-20;2017-12-31;1;12/2017;0.004748;0.004748
26.990.011/0001-50;2017-06-30;1;06/2017;0.003658;0.003658
26.990.011/0001-50;2017-09-30;1;09/2017;-0.00103;-0.00103
26.990.011/0001-50;2017-12-31;1;12/2017;0.002565;0.002565
28.152.272/0001-26;2017-12-31;3;Não aplicável;0;0
