CNPJ_Fundo;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto
12.978.943/0001-72;2017-09-30;2;Imóveis para renda em construção;Edifício Administrativo Natura São Paulo;NA;NA
12.978.943/0001-72;2017-12-29;1;Imóveis para renda em construção;Edifício Administrativo Natura São Paulo;NA;NA
12.989.974/0001-29;2017-03-31;2;Imóveis para renda em construção;JPL L´Oréal;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-03-31;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-03-31;2;Imóveis para renda em construção;Pátio da Marítima;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-03-31;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-06-30;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-06-30;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-06-30;2;Imóveis para renda em construção;JPL L´Oréal;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-06-30;2;Imóveis para renda em construção;Pátio da Marítima;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-09-30;2;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-09-30;2;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-09-30;2;Imóveis para renda em construção;Pátio da Marítima;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-09-30;2;Imóveis para renda em construção;JPL L´Oréal;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-12-29;1;Imóveis para venda em construção;Porto Vida Residencial;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-12-29;1;Imóveis para renda em construção;JPL L´Oréal;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-12-29;1;Imóveis para renda em construção;Porto Vista;A obra encontra-se paralisada e o cronograma sob revisão.;O FII PM não arca com custo de construção.
12.989.974/0001-29;2017-12-29;1;Imóveis para renda em construção;Pátio da Marítima;Atraso de obra em relação ao inicialmente projetado, porém sem prejuízo na data prevista para conclusão.;O FII PM não arca com custo de construção.
13.320.290/0001-00;2017-06-30;1;Imóveis para renda em construção;HERITAG 2;Evolução conforme previsto;Custos conforme previsto
13.320.290/0001-00;2017-06-30;1;Imóveis para renda em construção;HERITAG 1;Evolução conforme previsto;Custos conforme previsto
14.069.202/0001-02;2017-06-30;1;Imóveis para renda em construção;AQ3 LOG Queimados;n/a;n/a
14.069.202/0001-02;2017-09-29;1;Imóveis para renda em construção;AQ3 LOG Queimados;n/a;n/a
14.069.202/0001-02;2017-12-29;1;Imóveis para renda em construção;AQ3 LOG Queimados;n/a;n/a
14.069.202/0001-02;2017-12-31;1;Imóveis para renda em construção;AQ3 LOG Queimados;n/a;n/a
15.461.076/0001-91;2017-03-31;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;0;0
15.461.076/0001-91;2017-03-31;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;0;0
15.461.076/0001-91;2017-03-31;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;0;0
15.461.076/0001-91;2017-03-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;0;0
15.461.076/0001-91;2017-03-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;0;0
15.461.076/0001-91;2017-03-31;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;0;0
15.461.076/0001-91;2017-06-30;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;0;0
15.461.076/0001-91;2017-06-30;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;0;0
15.461.076/0001-91;2017-06-30;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;0;0
15.461.076/0001-91;2017-06-30;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;0;0
15.461.076/0001-91;2017-06-30;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;0;0
15.461.076/0001-91;2017-06-30;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;0;0
15.461.076/0001-91;2017-09-30;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;0;0
15.461.076/0001-91;2017-09-30;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;0;0
15.461.076/0001-91;2017-09-30;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;0;0
15.461.076/0001-91;2017-09-30;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;0;0
15.461.076/0001-91;2017-09-30;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;0;0
15.461.076/0001-91;2017-09-30;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;0;0
15.461.076/0001-91;2017-12-31;1;Imóveis para renda em construção;34 un salas comerciais do THE ONE OFFICE TOWER TAUBATÉ;0;0
15.461.076/0001-91;2017-12-31;1;Imóveis para renda em construção;14 unidades Tipo Villas no Hotel Resort  Txai Terravista.;0;0
15.461.076/0001-91;2017-12-31;1;Imóveis para renda em construção;51 Unidades  Master no Hotel  Royal Tulip;0;0
15.461.076/0001-91;2017-12-31;1;Imóveis para renda em construção;02 unidades tipo bangalôs Hotel Resort Txai Terravista;0;0
15.461.076/0001-91;2017-12-31;1;Imóveis para renda em construção;64 Unidades Standard no Hotel  Royal Tulip;0;0
15.461.076/0001-91;2017-12-31;1;Imóveis para renda em construção;3 Centros de Convenções no Hotel Royal Tulip;0;0
15.576.907/0001-70;2017-03-31;2;Imóveis para renda em construção;Pátio do Colégio;N/A;N/A
15.576.907/0001-70;2017-03-31;2;Imóveis para renda em construção;Estrada Rio do A;N/A;N/A
15.576.907/0001-70;2017-03-31;2;Imóveis para renda em construção;Ag Industrial;N/A;N/A
15.576.907/0001-70;2017-03-31;2;Imóveis para renda em construção;Estrada do Campo Limpo;N/A;N/A
15.576.907/0001-70;2017-03-31;2;Imóveis para renda em construção;Pedro Vicente;N/A;N/A
17.209.378/0001-00;2017-03-31;1;Imóveis para venda em construção;Empreendimento Nun Vila Nova;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2017-03-31;1;Imóveis para venda em construção;Empreendimento Urban Resort;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2017-03-31;1;Imóveis para venda em construção;Empreendimento Trend Higienópolis;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2017-06-30;1;Imóveis para venda em construção;Empreendimento Urban Resort;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2017-06-30;1;Imóveis para venda em construção;Empreendimento Trend Higienópolis;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2017-06-30;1;Imóveis para venda em construção;Empreendimento Nun Vila Nova;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2017-09-30;1;Imóveis para venda em construção;Empreendimento Urban Resort;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2017-09-30;1;Imóveis para venda em construção;Empreendimento Nun Vila Nova;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2017-09-30;1;Imóveis para venda em construção;Empreendimento Trend Higienópolis;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2017-12-31;1;Imóveis para venda em construção;Empreendimento Urban Resort;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2017-12-31;1;Imóveis para venda em construção;Empreendimento Nun Vila Nova;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.209.378/0001-00;2017-12-31;1;Imóveis para venda em construção;Empreendimento Trend Higienópolis;Não aplicável - as obras estão dentro da normalidade;Não aplicável - as obras estão dentro da normalidade
17.216.625/0001-98;2017-03-31;1;Imóveis para venda em construção;Projeto Flora (Idea Zarvos SPE 24 Ltda);Curva de contrato com a construtora é mais agressiva que o planejado pela incorporadora. A entrega está em linha com a data prevista pelos contratos de venda;
17.311.079/0001-74;2017-03-31;2;Imóveis para renda em construção;Praça Capital - Bloco 02;Não se aplica.;Não se aplica.
17.311.079/0001-74;2017-06-30;1;Imóveis para renda em construção;Praça Capital - Bloco 02;Não se aplica.;Não se aplica.
17.311.079/0001-74;2017-09-29;1;Imóveis para renda em construção;Praça Capital - Bloco 02;Não se aplica.;Não se aplica.
17.311.079/0001-74;2017-12-31;1;Imóveis para renda em construção;Praça Capital - Bloco 02;Não se aplica.;Não se aplica.
17.590.518/0001-25;2017-06-30;3;Imóveis para venda em construção;0;0;0
17.590.518/0001-25;2017-06-30;3;Imóveis para renda em construção;0;0;0
17.590.518/0001-25;2017-09-30;2;Imóveis para renda em construção;0;0;0
17.590.518/0001-25;2017-09-30;2;Imóveis para venda em construção;0;0;0
17.590.518/0001-25;2017-12-31;4;Imóveis para renda em construção;0;0;0
17.590.518/0001-25;2017-12-31;4;Imóveis para venda em construção;0;0;0
18.308.516/0001-63;2017-09-29;1;Imóveis para renda em construção;Novotel Curitiba;N/A;N/A
18.308.516/0001-63;2017-09-29;1;Imóveis para renda em construção;Ibis Foz do Iguaçu;N/A;N/A
18.308.516/0001-63;2017-12-31;1;Imóveis para renda em construção;Novotel Curitiba;N/A;N/A
18.308.516/0001-63;2017-12-31;1;Imóveis para renda em construção;Ibis Foz do Iguaçu;N/A;N/A
18.369.510/0001-04;2017-03-31;1;Imóveis para renda em construção;IMÓVEL CONASA;;
18.369.510/0001-04;2017-06-30;1;Imóveis para renda em construção;IMÓVEL CONASA;;
18.369.510/0001-04;2017-09-29;1;Imóveis para renda em construção;IMÓVEL CONASA;;
18.369.510/0001-04;2017-12-31;1;Imóveis para renda em construção;IMÓVEL CONASA;;
18.929.051/0001-68;2017-03-31;1;Imóveis para renda em construção;BETIM;Obras em fase final;Sem alteração do valor do custo estimado.
20.265.467/0001-70;2017-03-31;1;Imóveis para renda em construção;Edifício comercial Raja Quick;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2017-03-31;1;Imóveis para venda em construção;Residencial os Inconfidentes;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2017-03-31;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2017-06-30;1;Imóveis para renda em construção;Edifício comercial Raja Quick;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2017-06-30;1;Imóveis para venda em construção;Residencial os Inconfidentes;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2017-06-30;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2017-09-30;1;Imóveis para renda em construção;Edifício comercial Raja Quick;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2017-09-30;1;Imóveis para venda em construção;Residencial os Inconfidentes;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2017-09-30;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2017-12-31;1;Imóveis para renda em construção;Edificio Comercial Cassio Resende II;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2017-12-31;1;Imóveis para renda em construção;Edifício comercial Raja Quick;Obras sem atraso;Custo conofrme programado
20.265.467/0001-70;2017-12-31;1;Imóveis para venda em construção;Residencial os Inconfidentes;Obras sem atraso;Custo conofrme programado
22.003.469/0001-17;2017-03-31;1;Imóveis para renda em construção;Imóvel 1;N/A;N/A
22.003.469/0001-17;2017-06-30;1;Imóveis para renda em construção;Conjunto residencial JD EUROPA;N/A;N/A
22.003.469/0001-17;2017-09-29;1;Imóveis para renda em construção;Conjunto residencial JD EUROPA;N/A;N/A
22.003.469/0001-17;2017-12-29;1;Imóveis para renda em construção;Conjunto residencial JD EUROPA;N/A;N/A
23.120.006/0001-06;2017-12-31;1;Imóveis para renda em construção;CD Contagem;não se aplica;não se aplica
26.395.660/0001-02;2017-03-31;1;Imóveis para venda em construção;PROJETO PAULISTA;OBRAS EM EVOLUÇÃO;OBRAS EM EVOLUÇÃO
26.395.660/0001-02;2017-06-30;1;Imóveis para renda em construção;PROJETO PAULISTA;OBRAS EM EVOLUÇÃO;OBRAS EM EVOLUÇÃO
26.395.660/0001-02;2017-09-29;1;Imóveis para renda em construção;PROJETO PAULISTA;OBRAS EM EVOLUÇÃO;OBRAS EM EVOLUÇÃO
26.395.660/0001-02;2017-12-29;2;Imóveis para renda em construção;PROJETO Helbor Visionist Cabral;OBRAS EM EVOLUÇÃO;OBRAS EM EVOLUÇÃO
26.395.660/0001-02;2017-12-29;2;Imóveis para renda em construção;PROJETO PAULISTA;OBRAS EM EVOLUÇÃO;OBRAS EM EVOLUÇÃO
28.152.272/0001-26;2017-12-31;3;Imóveis para venda em construção;Não aplicável;Não aplicável;Não aplicável
28.152.272/0001-26;2017-12-31;3;Imóveis para renda em construção;Não aplicável;Não aplicável;Não aplicável
