CNPJ_Fundo_Classe,Data_Referencia,Versao,Endereco,Area,Outras_Caracteristicas_Relevantes,Percentual_Terreno_Total_Investido,Percentual_Terreno_PL,CNPJ_Fundo
,2019-09-30,1,Não Aplicavel,0.0,,0.0,0.0,07.583.627/0001-61
,2019-12-31,1,Não Aplicavel,0.0,,0.0,0.0,07.583.627/0001-61
,2019-09-30,1,Via Principal 02 - Zona Industrial - Igarassu / PE,33582.3,terreno industrial,1.0,0.1685,09.150.967/0001-24
,2019-12-31,1,Via Principal 02 - Zona Industrial - Igarassu / PE,33582.3,terreno industrial,1.0,0.1685,09.150.967/0001-24
,2019-06-30,1,"Avenida Severo Dullius, 1025",4400.0,Concreserv,1.0,0.0094037871633553,10.456.799/0001-89
,2019-09-30,1,"Avenida Severo Dullius, 1025",4400.0,Concreserv,1.0,0.0094037871633553,10.456.799/0001-89
,2019-12-31,1,Avenida Nações Unidas - Novo Hamburgo /RS,31477.8,aquisição para renda,1.0,0.00042286,10.456.799/0001-89
,2019-09-30,1,"Aldeia Itajuba, s/n - Chacaras Joapiranga II - Valinhos - SP",17305.0,Terreno em Construção,1.0,0.0,11.326.746/0001-06
,2019-09-30,1,"Rodovia Som Pedro I, Altura do KM 131 - Fazenda São Quirino",31564.1,Matricula 95.722 - INCRA nº 624.047.022.900-7,1.0,0.0,11.326.746/0001-06
,2019-09-30,1,Rodovia Santos Dumont (SP 075),50043.7,Km 59-900m,1.0,0.0,11.326.746/0001-06
,2019-09-30,1,Rodovia Santos Dumont (SP 075),98319.0,Km 59-900m,1.0,0.0,11.326.746/0001-06
,2019-09-30,1,"Rua do Pinheiro, 50, Famengo, Rio de Janeiro, RJ.",652.59,Imóvel em desenvolvimento,1.0,0.935539748,14.788.458/0001-61
,2019-09-30,2,RJ,,,0.143606826214995,0.206658185995514,14.788.492/0001-36
,2019-09-30,2,SP,,,0.122602897049271,0.176432367247397,14.788.492/0001-36
,2019-06-30,1,Multimodal D Caxias - Pátio,52040.3,,1.0,0.236888,16.671.412/0001-93
,2019-09-30,1,Multimodal D Caxias - Pátio,52040.3,,1.0,0.236888,16.671.412/0001-93
,2019-12-31,1,Multimodal D Caxias - Pátio,52040.3,,1.0,0.236888,16.671.412/0001-93
,2019-03-31,1,"Rua Nossa senhora do Sorriso  - Bairro Área de Expansão Urbana, Sorriso - MT",26893.4,Terreno,0.0021,0.0067,18.950.957/0001-64
,2019-03-31,1,"Itinga I, zona rural -  Barra Velha/SC II",425000.0,Terreno,0.0201,0.066,18.950.957/0001-64
,2019-06-30,1,Botucatu-SP,14048.6,Terreno,0.0089,0.029,18.950.957/0001-64
,2019-06-30,1,Rio Grande - RS,28255.0,Terreno,0.0052,0.0168,18.950.957/0001-64
,2019-06-30,1,Resende - RJ,22000.0,Terreno,0.006,0.0196,18.950.957/0001-64
,2019-09-30,1,Barra Velha - SC,312000.0,Terreno,0.1699,0.04104,18.950.957/0001-64
,2019-09-30,1,Setor Solange,330.45,21 lotes,0.011041,0.031244,22.104.821/0001-00
,2019-03-31,1,Bairro de Pescaria - Itapetininga,1161600.0,o fundo possui 100% do imóvel,0.267953,0.014332,23.120.098/0001-16
,2019-06-30,1,Bairro de Pescaria - Itapetininga,1161600.0,o fundo possui 100% do imóvel,0.267953,0.0049,23.120.098/0001-16
,2019-09-30,1,Bairro de Pescaria - Itapetininga,1161600.0,o fundo possui 100% do imóvel,0.267953,0.0049,23.120.098/0001-16
,2019-12-30,1,30º Subdistrito Ibirapuera,7730610.0,matricula 66.079,,,24.976.492/0001-13
,2019-12-30,1,Rua Francisco Tramontano 30º Subdistrito Ibirapuera,3166350.0,matricula 67.800,,,24.976.492/0001-13
,2019-12-30,1,30º Subdistrito Ibirapuera,34447.6,matricula 189.371,,,24.976.492/0001-13
,2019-06-28,2,"Vila Ipiranga, Londrina, Paraná",443.0,matricula 110.962,0.33036634,,26.502.761/0001-35
,2019-12-31,2,"Avenida Ceci, 1649 - Barueri/SP",30104.4,Galpão Logístico,0.8,0.0470527755671825,26.502.794/0001-85
,2019-03-31,1,,0.0,,0.0,0.0,28.516.650/0001-03
,2019-06-30,1,,0.0,,0.0,0.0,28.516.650/0001-03
,2019-09-30,1,,0.0,,0.0,0.0,28.516.650/0001-03
,2019-12-31,1,,0.0,,0.0,0.0,28.516.650/0001-03
,2019-12-31,1,Rodovia Federal BR 222 - Tabapua - Caucáia/CE,90000.0,"km 4,5 - Matrivula 2125",1.0,0.976151,28.548.288/0001-52
,2019-03-31,1,,0.0,,0.0,0.0,28.693.595/0001-27
,2019-06-30,1,,0.0,,0.0,0.0,28.693.595/0001-27
,2019-09-30,1,,0.0,,0.0,0.0,28.693.595/0001-27
,2019-12-31,1,,0.0,,0.0,0.0,28.693.595/0001-27
,2019-09-30,1,"Av. Rebouças, 2.492, 2.516 e 2.538  e Rua taçainha, 61 - Pinheiros São Paulo-SP",2157.0,"Lote 3, 4 e 5",1.0,0.0,28.899.178/0001-35
,2019-06-30,1,,0.0,,0.0,0.0,30.791.386/0001-68
,2019-09-30,1,,0.0,,0.0,0.0,30.791.386/0001-68
,2019-12-31,2,,0.0,,0.0,0.0,30.791.386/0001-68
,2019-12-31,1,"Rua Correia dias, 73 e 93",106.24,"Imovel, inscrito sob amatricula de 125515",1.0,0.093363,30.871.716/0001-25
,2019-03-31,1,"Avenida Europa, 105 - Jardim Paulista",157.42,Unidade 102,0.000659,1.3076,31.469.385/0001-64
,2019-03-31,1,"Avenida Europa, 105 - Jardim Paulista",310.43,Unidade 103,0.0013,0.9711,31.469.385/0001-64
,2019-03-31,1,"Avenida Europa, 105 - Jardim Paulista",159.18,Unidade 104,0.000666,0.7694,31.469.385/0001-64
,2019-03-31,1,"Avenida Europa, 105 - Jardim Paulista",438.02,Unidade 109,0.001834,0.767,31.469.385/0001-64
,2019-03-31,1,"Avenida Europa, 105 - Jardim Paulista",239.64,Unidade 201,0.001003,0.9302,31.469.385/0001-64
,2019-03-31,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 202,0.000621,0.4748,31.469.385/0001-64
,2019-03-31,1,"Avenida Europa, 105 - Jardim Paulista",240.38,Unidade 203,0.001006,0.4748,31.469.385/0001-64
,2019-03-31,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 204,0.000621,0.5095,31.469.385/0001-64
,2019-03-31,1,"Avenida Europa, 105 - Jardim Paulista",290.63,Unidade 209,0.001217,0.5038,31.469.385/0001-64
,2019-03-31,1,"Avenida Europa, 105 - Jardim Paulista",254.76,Unidade 210,0.001067,0.8154,31.469.385/0001-64
,2019-06-30,1,"Avenida Europa, 105 - Jardim Paulista",157.42,Unidade 102,0.000659,0.3098,31.469.385/0001-64
,2019-06-30,1,"Avenida Europa, 105 - Jardim Paulista",310.43,Unidade 103,0.0013,0.5971,31.469.385/0001-64
,2019-06-30,1,"Avenida Europa, 105 - Jardim Paulista",159.18,Unidade 104,0.000666,0.3132,31.469.385/0001-64
,2019-06-30,1,"Avenida Europa, 105 - Jardim Paulista",438.02,Unidade 109,0.001834,0.804,31.469.385/0001-64
,2019-06-30,1,"Avenida Europa, 105 - Jardim Paulista",239.64,Unidade 201,0.001003,0.4716,31.469.385/0001-64
,2019-06-30,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 202,0.000621,0.2919,31.469.385/0001-64
,2019-06-30,1,"Avenida Europa, 105 - Jardim Paulista",240.38,Unidade 203,0.001006,0.473,31.469.385/0001-64
,2019-06-30,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 204,0.000621,0.2919,31.469.385/0001-64
,2019-06-30,1,"Avenida Europa, 105 - Jardim Paulista",290.63,Unidade 209,0.001217,0.5719,31.469.385/0001-64
,2019-06-30,1,"Avenida Europa, 105 - Jardim Paulista",254.76,Unidade 210,0.001067,0.5014,31.469.385/0001-64
,2019-09-30,1,"Avenida Europa, 105 - Jardim Paulista",157.42,Unidade 102,0.000659,0.3098,31.469.385/0001-64
,2019-09-30,1,"Avenida Europa, 105 - Jardim Paulista",310.43,Unidade 103,0.0013,0.5971,31.469.385/0001-64
,2019-09-30,1,"Avenida Europa, 105 - Jardim Paulista",159.18,Unidade 104,0.000666,0.3132,31.469.385/0001-64
,2019-09-30,1,"Avenida Europa, 105 - Jardim Paulista",438.02,Unidade 109,0.001834,0.804,31.469.385/0001-64
,2019-09-30,1,"Avenida Europa, 105 - Jardim Paulista",239.64,Unidade 201,0.001003,0.4716,31.469.385/0001-64
,2019-09-30,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 202,0.000621,0.2919,31.469.385/0001-64
,2019-09-30,1,"Avenida Europa, 105 - Jardim Paulista",240.38,Unidade 203,0.001006,0.473,31.469.385/0001-64
,2019-09-30,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 204,0.000621,0.2919,31.469.385/0001-64
,2019-09-30,1,"Avenida Europa, 105 - Jardim Paulista",290.63,Unidade 209,0.001217,0.5719,31.469.385/0001-64
,2019-09-30,1,"Avenida Europa, 105 - Jardim Paulista",254.76,Unidade 210,0.001067,0.5014,31.469.385/0001-64
,2019-12-31,1,"Avenida Europa, 105 - Jardim Paulista",157.42,Unidade 102,0.000659,0.3098,31.469.385/0001-64
,2019-12-31,1,"Avenida Europa, 105 - Jardim Paulista",310.43,Unidade 103,0.0013,0.5971,31.469.385/0001-64
,2019-12-31,1,"Avenida Europa, 105 - Jardim Paulista",159.18,Unidade 104,0.000666,0.3132,31.469.385/0001-64
,2019-12-31,1,"Avenida Europa, 105 - Jardim Paulista",438.02,Unidade 109,0.001834,0.804,31.469.385/0001-64
,2019-12-31,1,"Avenida Europa, 105 - Jardim Paulista",239.64,Unidade 201,0.001003,0.4716,31.469.385/0001-64
,2019-12-31,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 202,0.000621,0.2919,31.469.385/0001-64
,2019-12-31,1,"Avenida Europa, 105 - Jardim Paulista",240.38,Unidade 203,0.001006,0.473,31.469.385/0001-64
,2019-12-31,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 204,0.000621,0.2919,31.469.385/0001-64
,2019-12-31,1,"Avenida Europa, 105 - Jardim Paulista",290.63,Unidade 209,0.001217,0.5719,31.469.385/0001-64
,2019-12-31,1,"Avenida Europa, 105 - Jardim Paulista",254.76,Unidade 210,0.001067,0.5014,31.469.385/0001-64
,2019-12-31,1,Rua dos Feltrins,27654.5,"Imóvel, inscrito sob a matrícula 36851",1.0,1.57826555890297,31.907.591/0001-09
,2019-12-31,1,Rua dos Feltrins,87742.3,"Imóvel, inscrito sob a matrícula 36850",1.0,1.57826555890297,31.907.591/0001-09
,2019-03-31,3,"Av. Antônio João Abdalla, 260 - Cajamar /SP - CEP: 07.776.-700",94111.3,PLD Cajamar II,0.119316110233386,0.0175683507838756,31.962.875/0001-06
,2019-03-31,3,"Av. Antônio Candido Machado, 3100 - Cajamar / SP - CEP: 07.776-415",366314.0,PLD Cajamar III,0.547969169107862,0.0806841135099466,31.962.875/0001-06
,2019-03-31,3,Rodovia Presidente Castelo Branco (SP 280) KM 46 - Araçariguama - SP - CEP: 18.147-000,192659.0,PLD Castelo Branco KM46,0.140019183046366,0.0206167140331562,31.962.875/0001-06
,2019-03-31,3,"Av. Guandu, 1000 - Campo Alegre Queimados / RJ - CEP: 26.320-270",288824.0,PLD Queimados,0.192695537612386,0.028372889399764,31.962.875/0001-06
,2019-06-30,3,"Av. Antônio João Abdalla, 260 - Cajamar /SP - CEP: 07.776.-700",94111.3,PLD Cajamar II,0.119316110233386,0.0175683507838756,31.962.875/0001-06
,2019-06-30,3,"Av. Antônio Candido Machado, 3100 - Cajamar / SP - CEP: 07.776-415",366314.0,PLD Cajamar III,0.547969169107862,0.0806841135099466,31.962.875/0001-06
,2019-06-30,3,Rodovia Presidente Castelo Branco (SP 280) KM 46 - Araçariguama - SP - CEP: 18.147-000,192659.0,PLD Castelo Branco KM46,0.140019183046366,0.0206167140331562,31.962.875/0001-06
,2019-06-30,3,"Av. Guandu, 1000 - Campo Alegre Queimados / RJ - CEP: 26.320-270",288824.0,PLD Queimados,0.192695537612386,0.028372889399764,31.962.875/0001-06
,2019-09-30,1,"Av. Lomanto Junior, BR-116 - Cidade Nova - BA",29982.8,Serrinha mat. 17.357,1.0,0.0,33.842.871/0001-01
,2019-09-30,1,"Travessa Cidade de Araci, esquina com a rua projetada - Cidade Nova BA",2967.52,Serrinha mat. 17.358,1.0,0.0,33.842.871/0001-01
,2019-09-30,1,GLEBA 2 - as Margens Rodovia Lomanto Junior,207555.0,Baixa da Areia - Zona Rural Sr. Do Bonfim-BA  - Mat.2450,1.0,0.0,33.842.871/0001-01
,2019-12-31,1,"Av. Lomanto Junior, 1575-Cidade Nova-BA",10000.0,Jequié mat. 37.922,1.0,0.0,33.842.871/0001-01
,2019-09-30,1,Al 101 ( Sitio Marceneiro),250000.0,matricula nº 897 do serviço notarial e registral da comarca de Passo de Camaragibe / AL.,1.0,0.97774,33.884.197/0001-28
,2019-12-31,1,"Estrada Municipal Bela Vista, nº 2550 - Santana de Parnaíba",32518.4,Lote com 3 unidades,0.5,0.638334600280913,34.895.711/0001-93
,2019-12-31,1,"Rua Paraná, Itu/SP",352953.0,Lote de 22 unidades,0.5,3.96920013406785,34.895.711/0001-93
,2017-03-31,1,"Lote 1 do PAL 47855 situado na Rua Dois de Dezembro, entre os números 63 e 71 e Lote 3 do PAL 47855 situado na Rua Irineu Bornhausen, na Freguesia da Gloria",8319.78,Nome: Flamengo - Dois de Dezembro,0.03,0.0019,01.235.622/0001-61
,2017-06-30,1,Loteamento em Armação dos Búzios - RJ,8111280.0,fase de projeto,0.1638,0.0001,01.235.622/0001-61
,2017-06-30,1,"Gleba III da Rua de Acesso 2º Seguimento (Rua Projetada), em São Domingos, Niterói - RJ",27016.8,fase de projeto,0.1106,0.0001,01.235.622/0001-61
,2017-12-29,2,"Avenida Lauro Sodré n° 150, esquina com a Rua General Góis Monteiro, onde recebeo n° 125, com frente para a Rua General Severiano n° 201, na quadra formada por essasruas e a Rua da Passagem.",11409.0,,0.1238,0.0194,01.235.622/0001-61
,2017-12-29,2,"Rua Clóvis Machado junto e antes do imóvel n° 30, entre a Avenida Nossa Senhora dos Navegantese a Rua Professor Almeida Cousin, com frente também para a Rua Abiail do Amaral Carneiro, lado ímpar.",4252.0,,0.0506,0.0079,01.235.622/0001-61
,2017-12-31,1,"R. D. Francisca, 8300 - Dist. Indl. Joinville - SC",72387.2,Contrato Compra e Venda,0.013065,0.000166,04.782.236/0001-88
,2017-03-31,1,Não Aplicavel,0.0,,0.0,0.0,07.583.627/0001-61
,2017-06-30,1,Não Aplicavel,0.0,,0.0,0.0,07.583.627/0001-61
,2017-09-30,1,Não Aplicavel,0.0,,0.0,0.0,07.583.627/0001-61
,2017-12-31,1,Não Aplicavel,0.0,,0.0,0.0,07.583.627/0001-61
,2017-09-29,1,"Rua do Flautim, casa 286, Loteamento Residencial Parque das Araucárias - Campinas - SP",560.23,"Rod. Anhanguera, Km 106+250 metros, sentido Campinas / Interior - Sumaré - SP",0.0227018818068707,0.133160544021815,11.326.746/0001-06
,2017-12-31,2,Rodovia SC 401,1578.48,"Aquisição de 50% da fração ideal de 1578,48 m2 de um Terreno, conforme Istrumento Particulat de Promessa de Compra e Venda da GCR Participações, datado de Dezembro de 2017.",0.5,0.0,12.804.013/0001-00
,2017-12-29,2,CALIFORN,228508.0,"Matricula 97.538 registro de imoveis de Campinas, valor R$ 2.282.609,00",0.5,,14.074.706/0001-02
,2017-12-29,2,FLORESTA,292411.0,"Matricula 93.839 do regitro de imoveis de Sumaré, valor R$ 6.675.501,00",0.25,,14.074.706/0001-02
,2017-12-29,2,GUARA,23374.3,"Matricula 113.557 do 2º serviço de registro de imoveis de Campinas, valor R$ 1.141.305,00",0.5,,14.074.706/0001-02
,2017-12-29,2,HORTO,249444.0,"Matricula 95.325 do regitro de imoveis de Sumaré, valor R$ 8.541.891,00",0.5,,14.074.706/0001-02
,2017-12-29,2,IMACULAD,290400.0,"Matricula 24.200 do regitro de imoveis Sorocaba, valor R$ 5.706.522,00",0.5,,14.074.706/0001-02
,2017-12-29,2,LAGOA,282680.0,"Matricula 150.817 do registro de imoveis de Campinas, valor R$ 5.326.087,00",0.5,,14.074.706/0001-02
,2017-12-29,2,LOND 41,102026.0,"Matricula 62.552 do resgitro de imoveis de Londrina, valor R$ 3.043.479,00",0.5,,14.074.706/0001-02
,2017-12-29,2,LONDRINA,92289.6,"Matricula 1042 do registro de imoveis de Londrina, valor R$ 2.282.607,00",0.5,,14.074.706/0001-02
,2017-06-30,1,"Avenida Imaúbas,Tubalina",9600.0,gleba 336c e 337,0.15,0.0636,15.489.509/0001-17
,2017-06-30,1,BR-482 - Rua Maria Cristina,15626.0,Matricula 42.827,0.09,0.0366,15.489.509/0001-17
,2017-09-29,1,"Avenida Imaúbas,Tubalina",9600.0,gleba 336c e 337,0.15,0.0636,15.489.509/0001-17
,2017-09-29,1,BR-482 - Rua Maria Cristina,15626.0,Matricula 42.827,0.09,0.0366,15.489.509/0001-17
,2017-06-30,4,"Gleba 47, Qt 30.027, Campinas-SP",103900.0,-,1.0,0.1672,16.915.968/0001-88
,2017-12-31,4,Estrada Municipal BTV 250 - Boituva - SP,187234.0,Adquisição de gleba para desenvolvimento de condominio de casas,0.0890824855255831,0.0940546588150517,16.915.968/0001-88
,2017-12-31,4,"Rua João Sulinski, 225, Campinas - SP",45632.0,Adquisição de gleba para desenvolvimento de condominio de apartamntos,0.0197352702129909,0.0208368019319874,16.915.968/0001-88
,2017-03-31,1,"1. Terreno 1: Candeias - BA,  matrículas: 6052, 6053, 6054, 6055, 6056, 6057, 6058, 6059, 6060, 6061, 6062 e 6063 Endereço: 50km de Salvador.",0.0,"1. Terreno 1: Candeias - BA,  matrículas: 6052, 6053, 6054, 6055, 6056, 6057, 6058, 6059, 6060, 6061, 6062 e 6063 Endereço: 50km de Salvador.",0.024,0.024,23.964.908/0001-10
,2017-03-31,1,"2. Terreno 2: Candeias - BA, matrícula 6044.  Endereço: 50km de Salvador.",0.0,"2. Terreno 2: Candeias - BA, matrícula 6044.  Endereço: 50km de Salvador.",0.024,0.024,23.964.908/0001-10
,2017-03-31,1,"3. Terreno 3: Campo Grande - MS , matrícula 137.658, Endereço: Rodoanel Rodoviário BR 262.",0.0,"3. Terreno 3: Campo Grande - MS , matrícula 137.658, Endereço: Rodoanel Rodoviário BR 262.",0.023,0.023,23.964.908/0001-10
,2017-03-31,1,"4. Terreno 4: Guarujá - SP, matrículas: 97.185, 97.186, 97.187, 97.188, 97.189, 97.190, 97.191.  Endereço: Guarujá Central Park, Jardim Belmar.",0.0,"4. Terreno 4: Guarujá - SP, matrículas: 97.185, 97.186, 97.187, 97.188, 97.189, 97.190, 97.191.  Endereço: Guarujá Central Park, Jardim Belmar.",0.036,0.036,23.964.908/0001-10
,2017-03-31,1,"5. Terreno 5: Porangantu - GO, matrícula: 3.296. Endereço: Rua São Miguel do Araguaia, nº 242.",0.0,"5. Terreno 5: Porangantu - GO, matrícula: 3.296. Endereço: Rua São Miguel do Araguaia, nº 242.",0.004,0.004,23.964.908/0001-10
,2017-03-31,1,"6.Terreno Comercial: Pilar do Sul - SP, matrícula: 603. Endereço: Rua Tenente Almeida, 368.",667.0,"6.Terreno Comercial: Pilar do Sul - SP, matrícula: 603. Endereço: Rua Tenente Almeida, 368.",0.003,0.003,23.964.908/0001-10
,2017-03-31,1,"7. Terreno : Campo de Goytacazes - RJ, matrícula: 13.799, 13.800. Endereço: Silvio Basto Tavares, 341/351 e 329/339.",0.0,"7. Terreno : Campo de Goytacazes - RJ, matrícula: 13.799, 13.800. Endereço: Silvio Basto Tavares, 341/351 e 329/339.",0.015,0.015,23.964.908/0001-10
,2017-03-31,1,"8. Terreno Rural: Pedro Velho / RN, matrícula: 468. Endereço: Carnaúba (Fazenda Lagoa das Vieiras).",85.3,"8. Terreno Rural: Pedro Velho / RN, matrícula: 468. Endereço: Carnaúba (Fazenda Lagoa das Vieiras).",0.002,0.002,23.964.908/0001-10
,2017-03-31,1,"9. Terreno Rural: Pedro Velho / RN, matrícula: 300. Endereço: Cuité (Fazenda Barra do Cuité). Área: 120m²",120.0,"9. Terreno Rural: Pedro Velho / RN, matrícula: 300. Endereço: Cuité (Fazenda Barra do Cuité). Área: 120m²",0.003,0.003,23.964.908/0001-10
,2017-03-31,1,"10. Terreno Rural: Pedro Velho / RN, matrícula: 320. Endereço: Cuité (Fazenda Lameiro).",107.0,"10. Terreno Rural: Pedro Velho / RN, matrícula: 320. Endereço: Cuité (Fazenda Lameiro).",0.002,0.002,23.964.908/0001-10
,2017-03-31,1,"11. Terreno Rural: Nísia Floresta / RN, matrícula: 2.469. Endereço: Fazenda Cachoeira.",507.0,"11. Terreno Rural: Nísia Floresta / RN, matrícula: 2.469. Endereço: Fazenda Cachoeira.",0.012,0.012,23.964.908/0001-10
,2017-03-31,1,"12. Terreno Rural: Espírito Santo / RN, matrícula: 35. Endereço: Fazenda Boa Esperança.",169.2,"12. Terreno Rural: Espírito Santo / RN, matrícula: 35. Endereço: Fazenda Boa Esperança.",0.003,0.003,23.964.908/0001-10
,2017-03-31,1,"13. Terreno Rural: Nísia Floresta / RN, matrícula: 221. Endereço: Fazenda Cachoeira II.",750.0,"13. Terreno Rural: Nísia Floresta / RN, matrícula: 221. Endereço: Fazenda Cachoeira II.",0.021,0.021,23.964.908/0001-10
,2017-03-31,1,"14. Terreno 8: Jacarepaguá - Rio de Janeiro - RJ, matrícula 161.009. Endereço: Estrada do Gabinal, nº 1336.",0.0,"14. Terreno 8: Jacarepaguá - Rio de Janeiro - RJ, matrícula 161.009. Endereço: Estrada do Gabinal, nº 1336.",0.01,0.0,23.964.908/0001-10
,2017-03-31,1,"15: Terreno 9: Jacarepaguá - Rio de Janeiro - RJ, matrícula: 1.126. Endereço: Rua Estrada do Gabinal, nº 1284",0.0,"15: Terreno 9: Jacarepaguá - Rio de Janeiro - RJ, matrícula: 1.126. Endereço: Rua Estrada do Gabinal, nº 1284",0.01,0.0,23.964.908/0001-10
,2017-03-31,1,"16. Terreno 10: São José dos Pinhais - PR, matrícula: 66.244. Endereço: Rotatória de confluência da Avenida Norte com a Rua Sebastião Souza Ramos - Campininha do Guaraituba",0.0,"16. Terreno 10: São José dos Pinhais - PR, matrícula: 66.244. Endereço: Rotatória de confluência da Avenida Norte com a Rua Sebastião Souza Ramos - Campininha do Guaraituba",0.03,0.0,23.964.908/0001-10
,2017-03-31,1,"17. Terreno 11: Várzea Grande - MT, matrícula: 55.043. Endereço: Estrada da Guarita - Passagem da Conceição",0.0,"17. Terreno 11: Várzea Grande - MT, matrícula: 55.043. Endereço: Estrada da Guarita - Passagem da Conceição",0.015,0.0,23.964.908/0001-10
,2017-03-31,1,"18. Terreno 12: Várzea Grande - MT, matrícula: 55.429. Endereço: Rodovia dos Imigrantes, altura do KM 25.",0.0,"18. Terreno 12: Várzea Grande - MT, matrícula: 55.429. Endereço: Rodovia dos Imigrantes, altura do KM 25.",0.018,0.0,23.964.908/0001-10
,2017-03-31,2,"Residencial Nova Canaã, Trindade-Goias",250.0,44 lotes,0.0374,0.0328,25.032.881/0001-53
,2017-06-30,2,Jardim Maria Madalena,200.0,150 lotes,0.0857,0.0777,25.032.881/0001-53
,2017-06-30,2,Portal do lago I e II,250.0,30 lotes,0.0461,0.0417,25.032.881/0001-53
,2017-06-30,1,"Matricula 18993, lote 87 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,,0.201867,0.202451,26.269.251/0001-60
,2017-06-30,1,"Matricula 18994, lote 88 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,,0.201867,0.202451,26.269.251/0001-60
,2017-06-30,1,"Matricula 18995, lote 89 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1472.98,,0.202276,0.202861,26.269.251/0001-60
,2017-06-30,1,"Matricula 18996, lote 90 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1389.39,,0.192124,0.189786,26.269.251/0001-60
,2017-06-30,1,"Matricula 18997, lote 91 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,,0.201867,0.202451,26.269.251/0001-60
,2017-09-29,1,"Matricula 18993, lote 87 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,"loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",0.201867,0.202451,26.269.251/0001-60
,2017-09-29,1,"Matricula 18994, lote 88 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,"loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",0.201867,0.202451,26.269.251/0001-60
,2017-09-29,1,"Matricula 18995, lote 89 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1472.98,"loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",0.202276,0.202861,26.269.251/0001-60
,2017-09-29,1,"Matricula 18996, lote 90 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1389.39,"loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",0.192124,0.189786,26.269.251/0001-60
,2017-09-29,1,"Matricula 18997, lote 91 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,"loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",0.201867,0.202451,26.269.251/0001-60
,2017-12-29,1,"Matricula 18993, lote 87 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,,0.201867,0.202451,26.269.251/0001-60
,2017-12-29,1,"Matricula 18994, lote 88 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,,0.201867,0.202451,26.269.251/0001-60
,2017-12-29,1,"Matricula 18995, lote 89 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1472.98,,0.202276,0.202861,26.269.251/0001-60
,2017-12-29,1,"Matricula 18996, lote 90 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1389.39,,0.192124,0.189786,26.269.251/0001-60
,2017-12-29,1,"Matricula 18997, lote 91 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,,0.201867,0.202451,26.269.251/0001-60
,2017-09-29,1,Avenida Giovanii Battista Pirelli,5773.44,,0.0746,85.0935,26.502.810/0001-30
