CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Endereco_Imovel,Caracteristicas_Contratuais,CNPJ_Fundo
,2019-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2019-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2019-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2019-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2019-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2019-03-31,1,-,-,08.431.747/0001-06
,2019-06-28,1,-,-,08.431.747/0001-06
,2019-09-30,1,-,-,08.431.747/0001-06
,2019-12-31,2,-,-I36,08.431.747/0001-06
,2019-03-31,1,não há,não há,08.693.497/0001-82
,2019-06-30,1,não há,não há,08.693.497/0001-82
,2019-09-30,1,não há,não há,08.693.497/0001-82
,2019-12-31,1,não se aplica,não se aplica,08.693.497/0001-82
,2019-03-31,1,Ambev,Pagamento anual do aluguel em Janeiro.,08.696.175/0001-97
,2019-03-31,1,Barry,Não Aplicável.,08.696.175/0001-97
,2019-03-31,1,C&A,Não Aplicável.,08.696.175/0001-97
,2019-03-31,1,Danfoss,Não Aplicável.,08.696.175/0001-97
,2019-03-31,1,Leader Nova Iguaçu,Não Aplicável.,08.696.175/0001-97
,2019-03-31,1,Magazine,Não Aplicável.,08.696.175/0001-97
,2019-03-31,1,Telha Norte,Não Aplicável.,08.696.175/0001-97
,2019-06-30,1,Ambev,Pagamento anual do aluguel em Janeiro.,08.696.175/0001-97
,2019-06-30,1,Barry,Não Aplicável.,08.696.175/0001-97
,2019-06-30,1,C&A,Não Aplicável.,08.696.175/0001-97
,2019-06-30,1,Danfoss,Não Aplicável.,08.696.175/0001-97
,2019-06-30,1,Leader Nova Iguaçu,Não Aplicável.,08.696.175/0001-97
,2019-06-30,1,Magazine,Não Aplicável.,08.696.175/0001-97
,2019-06-30,1,Telha Norte,Não Aplicável.,08.696.175/0001-97
,2019-09-30,2,Ambev,Pagamento anual do aluguel em Janeiro.,08.696.175/0001-97
,2019-09-30,2,Barry,Não Aplicável.,08.696.175/0001-97
,2019-09-30,2,C&A,Não Aplicável.,08.696.175/0001-97
,2019-09-30,2,Danfoss,Não Aplicável.,08.696.175/0001-97
,2019-09-30,2,Leader Nova Iguaçu,Não Aplicável.,08.696.175/0001-97
,2019-09-30,2,Magazine,Não Aplicável.,08.696.175/0001-97
,2019-09-30,2,Telha Norte,Não Aplicável.,08.696.175/0001-97
,2019-12-31,1,Ambev,Pagamento anual do aluguel em Janeiro.,08.696.175/0001-97
,2019-12-31,1,Barry,Não Aplicável.,08.696.175/0001-97
,2019-12-31,1,C&A,Não Aplicável.,08.696.175/0001-97
,2019-12-31,1,Danfoss,Não Aplicável.,08.696.175/0001-97
,2019-12-31,1,Leader Nova Iguaçu,Não Aplicável.,08.696.175/0001-97
,2019-12-31,1,Magazine,Não Aplicável.,08.696.175/0001-97
,2019-12-31,1,Telha Norte,Não Aplicável.,08.696.175/0001-97
,2019-03-29,1,Ibis Styles Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Estanplaza Funchal,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Nobile Paulista Prime,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Comfort Nova Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Tryp Itaim,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Intercity Premium Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Meliá Jardim Europa,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Ibis São Paulo Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Blue Tree Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Ibis Budget Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Tryp Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Tryp Iguatemi,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Wyndham Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Intercity Premium Ibirapuera,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Ibis Budget Jardins,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Estanplaza Nações Unidas,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Estanplaza Ibirapuera,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Intercity Nações Unidas,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Gran Estanplaza,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Tryp Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Estanplaza Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Estanplaza International,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-03-29,1,Staybridge Suites São Paulo,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-06-30,1,Ibis Styles Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-06-30,1,Estanplaza Funchal,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-06-30,1,Nobile Paulista Prime,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-06-30,1,Comfort Nova Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-06-30,1,Tryp Itaim,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-06-30,1,Meliá Jardim Europa,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-06-30,1,Ibis São Paulo Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2019-06-30,1,Blue Tree Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
