CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Endereco_Imovel,Caracteristicas_Contratuais,CNPJ_Fundo
,2020-12-31,1,Loja - Copacabana,Não possui caracteristicas que destoem dos demais,08.098.114/0001-28
,2020-12-31,1,Garagem Copacabana,Não possui caracteristicas que destoem dos demais,08.098.114/0001-28
,2020-12-31,1,Loja - Centro Campinas,Não possui caracteristicas que destoem dos demais,08.098.114/0001-28
,2020-12-31,1,Loja - Shopping Abc,Não possui caracteristicas que destoem dos demais,08.098.114/0001-28
,2020-12-31,1,Loja - Centro SP,Não possui caracteristicas que destoem dos demais,08.098.114/0001-28
,2020-12-31,1,Loja - Vitória,Não possui caracteristicas que destoem dos demais,08.098.114/0001-28
,2020-12-31,1,Loja - Vitória,Não possui caracteristicas que destoem dos demais,08.098.114/0001-28
,2020-12-31,1,Loja - Shopping  Iguatemi RJ,Não possui caracteristicas que destoem dos demais,08.098.114/0001-28
,2020-12-31,1,Loja - Copacabana,Não possui caracteristicas que destoem dos demais,08.098.114/0001-28
,2020-12-31,1,Loja - Centro E Call Center,Não possui caracteristicas que destoem dos demais,08.098.114/0001-28
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-06-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-09-30,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-12-31,1,Posto de Combustível,"Contratos de locação atipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.",08.417.532/0001-30
,2020-03-31,1,-,-,08.431.747/0001-06
,2020-06-30,2,-,-,08.431.747/0001-06
,2020-09-30,1,-,-,08.431.747/0001-06
,2020-12-31,1,-,-,08.431.747/0001-06
,2020-03-31,2,Não se aplica,Não se aplica,08.693.497/0001-82
,2020-06-30,2,Não se aplica,Não se aplica,08.693.497/0001-82
,2020-09-30,2,Não se aplica,Não se aplica,08.693.497/0001-82
,2020-12-31,2,Não se aplica,Não se aplica,08.693.497/0001-82
,2020-03-31,1,Ambev,Pagamento anual do aluguel em Janeiro.,08.696.175/0001-97
,2020-03-31,1,Barry,Não Aplicável.,08.696.175/0001-97
,2020-03-31,1,C&A,Não Aplicável.,08.696.175/0001-97
,2020-03-31,1,Danfoss,Não Aplicável.,08.696.175/0001-97
,2020-03-31,1,Leader Nova Iguaçu,Não Aplicável.,08.696.175/0001-97
,2020-03-31,1,Astuti,Não Aplicável.,08.696.175/0001-97
,2020-03-31,1,Telha Norte,Não Aplicável.,08.696.175/0001-97
,2020-06-30,1,Ambev,Pagamento anual do aluguel em Janeiro.,08.696.175/0001-97
,2020-06-30,1,Barry,Não Aplicável.,08.696.175/0001-97
,2020-06-30,1,C&A,Não Aplicável.,08.696.175/0001-97
,2020-06-30,1,Danfoss,Não Aplicável.,08.696.175/0001-97
,2020-06-30,1,Leader Nova Iguaçu,Não Aplicável.,08.696.175/0001-97
,2020-06-30,1,Astuti,Não Aplicável.,08.696.175/0001-97
,2020-06-30,1,Telha Norte,Não Aplicável.,08.696.175/0001-97
,2020-09-30,1,Ambev,Pagamento anual do aluguel em Janeiro.,08.696.175/0001-97
,2020-09-30,1,Barry,Não Aplicável.,08.696.175/0001-97
,2020-09-30,1,C&A,Não Aplicável.,08.696.175/0001-97
,2020-09-30,1,Danfoss,Não Aplicável.,08.696.175/0001-97
,2020-09-30,1,Nova Iguaçu,Não Aplicável.,08.696.175/0001-97
,2020-09-30,1,Astuti,Não Aplicável.,08.696.175/0001-97
,2020-09-30,1,Telha Norte,Não Aplicável.,08.696.175/0001-97
,2020-12-31,2,Ambev,Pagamento anual do aluguel em Janeiro.,08.696.175/0001-97
,2020-12-31,2,Barry,Não Aplicável.,08.696.175/0001-97
,2020-12-31,2,C&A,Não Aplicável.,08.696.175/0001-97
,2020-12-31,2,Danfoss,Não Aplicável.,08.696.175/0001-97
,2020-12-31,2,Nova Iguaçu,Não Aplicável.,08.696.175/0001-97
,2020-12-31,2,Astuti,Não Aplicável.,08.696.175/0001-97
,2020-12-31,2,Telha Norte,Não Aplicável.,08.696.175/0001-97
,2020-03-31,1,Ibis Styles Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Ibis São Paulo Morumbi,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Itaim São Paulo By Atlantica,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Estanplaza Funchal,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Nobile Paulista Prime,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Comfort Nova Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Meliá Jardim Europa,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Ibis São Paulo Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Blue Tree Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Ibis Budget Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Tryp Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Tryp Iguatemi,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Wyndham Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Intercity Premium Ibirapuera,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Ibis Budget Jardins,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Estanplaza Nações Unidas,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Estanplaza Ibirapuera,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Intercity Nações Unidas,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Gran Estanplaza,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Tryp Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Estanplaza Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Estanplaza International,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Staybridge Suites São Paulo,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Ibis Styles Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Ibis São Paulo Morumbi,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Itaim São Paulo By Atlantica,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Estanplaza Funchal,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Nobile Paulista Prime,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Comfort Nova Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Meliá Jardim Europa,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Ibis São Paulo Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Blue Tree Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Ibis Budget Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Park Inn by Radisson Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Tryp Iguatemi,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Wyndham Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Intercity Premium Ibirapuera,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Ibis Budget Jardins,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Estanplaza Nações Unidas,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Estanplaza Ibirapuera,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Intercity Nações Unidas,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Gran Estanplaza,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Intercity Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Estanplaza Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Estanplaza International,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-06-30,1,Staybridge Suites São Paulo,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Ibis Styles Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Ibis São Paulo Morumbi,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Itaim São Paulo By Atlantica,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Estanplaza Funchal,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Nobile Paulista Prime,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Comfort Nova Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Meliá Jardim Europa,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Ibis São Paulo Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Blue Tree Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Ibis Budget Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Tryp Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Tryp Iguatemi,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Wyndham Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Intercity Premium Ibirapuera,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Ibis Budget Jardins,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Estanplaza Nações Unidas,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Estanplaza Ibirapuera,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Intercity Nações Unidas,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Gran Estanplaza,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Tryp Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Estanplaza Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Estanplaza International,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-09-30,1,Staybridge Suites São Paulo,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Ibis Styles Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Ibis São Paulo Morumbi,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Itaim São Paulo By Atlantica,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Estanplaza Funchal,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Nobile Paulista Prime,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Comfort Nova Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Meliá Jardim Europa,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Ibis São Paulo Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Blue Tree Faria Lima,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Ibis Budget Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Park Inn by Radisson Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Tryp Iguatemi,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Wyndham Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Intercity Premium Ibirapuera,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Ibis Budget Jardins,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Estanplaza Nações Unidas,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Estanplaza Ibirapuera,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Intercity Nações Unidas,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Gran Estanplaza,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Intercity Paulista,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Estanplaza Berrini,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Estanplaza International,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Staybridge Suites São Paulo,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-12-31,1,Staybridge Suites São Paulo,Não possui caracteristicas que destoem dos demais,08.706.065/0001-69
,2020-03-31,1,Centro Empresarial Barra Shopping,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-03-31,1,Sucupira,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-03-31,1,Senado,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-03-31,1,CEO Corporate Executive Offices,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-03-31,1,Edifício Eldorado Business Tower,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-03-31,1,Edifício Volkswagen,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-03-31,1,Centro Empresarial Transatlantico,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-03-31,1,Edifício Burity,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-06-30,1,Centro Empresarial Barra Shopping,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
,2020-06-30,1,Sucupira,Não possui caracteristicas que destoem dos demais,08.924.783/0001-01
