CNPJ_Fundo_Classe;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
00.762.723/0001-28;2021-09-30;1;0;0;0;0;0;0;0;0;0;0;-86110.63;860102.2;-5412.12;-5412.12;0;0;0;0;0;0;-1919940.04;-698146.99;-2011462.79;156543.09;0;0;0;0;0;0;0;0;0;0;-2011462.79;156543.09;18481.16;18481.16;0;0;0;0;0;0;18481.16;18481.16;;;-106371.51;-106524.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6074.7;-6074.7;0;0;-9195.26;-9195.26;0;0;-3780;-3780;0;0;-4368.52;-4368.52;-21982.61;-21982.61;-151772.6;-151925.44;-2144754.23;23098.81;23098.81;21943.8695;;0;-0.0005;0;-0.0005;0
00.762.723/0001-28;2021-12-31;1;0;0;0;0;0;0;0;0;0;0;80217.68;50310.47;-32668.92;-32668.92;0;0;0;0;-8775000;0;-1877212.63;-28233.41;-10604663.87;-10591.86;0;0;0;0;0;0;0;0;0;0;-10604663.87;-10591.86;72682.38;72682.38;0;0;0;0;0;0;72682.38;72682.38;;;-132812.46;-124017.91;0;0;0;0;0;0;0;0;0;0;-26355.69;-8785.22;0;0;-6014.78;-6014.78;0;0;-18625.74;-18625.74;0;0;-2520;-2520;0;0;-3201.03;-3201.03;-16103.13;-16103.13;-205632.83;-179267.81;-10737614.32;-117177.29;-94078.48;0;;0;0;0;0;0
00.868.235/0001-08;2021-03-31;1;0;0;0;0;0;0;0;0;0;0;1598233.09;1585307.62;-35600;-35600;0;0;0;0;0;0;-1076797.74;-1074327.48;485835.35;475380.14;0;0;0;0;0;0;0;0;0;0;485835.35;475380.14;3450.37;3450.37;0;0;0;0;0;0;3450.37;3450.37;;;-115900.68;-115900.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6113.85;-6113.28;0;0;-270.72;-270.72;0;0;-12000;-12000;0;0;0;0;49232.38;-25224.36;-85052.87;-159509.04;404232.85;319321.47;319321.47;303355.3965;;;380211.9965;-380212;-0.0035;1.190687
00.868.235/0001-08;2021-06-30;1;0;0;0;0;0;0;0;0;0;0;1543750.73;1351556.11;-35600;-35600;0;0;0;0;0;0;-331096.98;-332049.3;1177053.75;983906.81;0;0;0;0;0;0;0;0;0;0;1177053.75;983906.81;2975.18;2975.18;0;0;0;0;0;0;2975.18;2975.18;;;-115900.68;-115900.68;0;0;0;0;0;0;0;0;0;0;0;-12500;0;0;-6304.92;-6304.92;0;0;-2098.01;-2098.01;0;0;0;-12000;0;0;-85.53;-85.53;-52015.25;-38371.55;-176404.39;-187260.69;1003624.54;799621.3;1118942.77;1062995.6315;;;1110762.2015;-736048.85;374713.3515;0.992689
00.868.235/0001-08;2021-09-30;1;0;0;0;0;0;0;0;0;0;0;1969414.66;1789543.04;0;0;0;0;0;0;0;0;438445.25;443007.4;2407859.91;2232550.44;0;0;0;0;0;0;0;0;0;0;2407859.91;2232550.44;14313.89;14313.89;0;0;0;0;0;0;14313.89;14313.89;;;-115900.68;-115900.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6810.12;-6810.12;0;0;-1893.04;-1893.04;0;0;-2160;-8160;0;0;-19.77;-19.77;-32261.94;-32261.94;-159045.55;-165045.55;2263128.25;2081818.78;2081818.78;1977727.841;;;1466532.001;-869744.67;596787.331;0.704447
00.868.235/0001-08;2021-12-31;1;0;0;0;0;0;0;0;0;0;0;1757581.36;1773088.01;0;0;0;0;0;0;1805000;0;-100946.23;-105155.1;3461635.13;1667932.91;0;0;0;0;0;0;0;0;0;0;3461635.13;1667932.91;23214.43;23214.43;0;0;0;0;0;0;23214.43;23214.43;;;-213602.2;-115900.68;0;0;0;0;0;0;0;0;0;0;-32500;0;0;0;-7470.88;-7470.88;0;0;-2266.03;-2266.03;0;0;-5440;-5440;0;0;0;0;-51470.83;-51470.83;-312749.94;-182548.42;3172099.62;1508598.92;3590417.7;3410896.815;;;3476224.005;-2770846.14;705377.865;0.968195
01.201.140/0001-90;2021-03-31;1;0;0;0;0;0;0;0;0;0;0;15163020.8;14746214.01;-211701.82;-211701.82;0;0;0;0;0;0;-1380412.81;-1380412.81;13570906.17;13154099.38;0;0;0;0;0;0;0;0;0;0;13570906.17;13154099.38;45739.93;45739.93;0;0;0;0;0;0;45739.93;45739.93;;;-268888.73;-269000.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18450.83;-18450.83;0;0;-10196.02;-18450.83;0;0;0;0;0;0;-173.79;-173.79;-52909.36;-50264.32;-350618.73;-356340.74;13266027.37;12843498.57;12843498.57;12201323.6415;;0;12325870.3215;-11009239.24;1316631.0815;0.959697
01.201.140/0001-90;2021-06-30;1;0;0;0;0;0;0;0;0;0;0;14528567.5;12762706.11;-96985.65;-96985.65;0;0;0;0;0;0;-408594.9;-408594.9;14022986.95;12257125.56;0;0;0;0;0;0;0;0;0;0;14022986.95;12257125.56;79111.63;79111.63;0;0;0;0;0;0;79111.63;79111.63;;;-268407.87;-274607.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-18711.16;-18711.16;0;0;-383566.41;-383566.41;0;0;0;0;0;0;-3300.18;-3300.18;-135307.63;-160807.63;-809293.25;-840993.35;13292805.33;11495243.84;24338742.41;23121805.2895;;0;23309320.0195;-17080414.05;6228905.9695;0.957704
01.201.140/0001-90;2021-09-30;1;0;0;0;0;0;0;0;0;0;0;20697263.97;19823752.52;-283373.53;-283373.53;0;0;0;0;0;0;-2000491.39;-2000491.39;18413399.05;17539887.6;0;0;0;0;0;0;0;0;0;0;18413399.05;17539887.6;161521.01;161521.01;0;0;0;0;0;0;161521.01;161521.01;;;-270128.66;-270953.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21807.67;-21807.67;0;0;-68049.87;-68049.87;0;0;-6168.75;-6168.75;0;0;-177.52;-177.52;-22303.63;-22303.63;-388636.1;-389461.38;18186283.96;17311947.23;17311947.23;16446349.8685;;0;16719251.2085;-11593641.35;5125609.8585;0.965764
01.201.140/0001-90;2021-12-31;1;0;0;0;0;0;0;0;0;0;0;26710757.79;23674494;-977788.69;-977788.69;0;0;0;0;37046100;0;-1759004.15;-1759004.15;61020064.95;20937701.16;0;0;0;0;0;0;0;0;0;0;61020064.95;20937701.16;262159.52;262159.52;0;0;0;0;0;0;262159.52;262159.52;;;-274605.57;-269769.35;0;0;0;0;0;0;0;0;0;0;-62000;0;0;0;-36729.28;-34476.29;0;0;-144515.27;-144515.27;0;0;0;0;0;0;0;0;-17306.46;-17306.46;-535156.58;-466067.37;60747067.89;20733793.31;38045740.54;36143453.513;;0;36245382.413;-29172151.95;7073230.463;0.952679
01.235.622/0001-61;2021-03-31;1;197103154.89;55428972.69;-135944513.53;-4781524.61;;;-1861011.64;-354864.23;59297629.72;50292583.85;9750948.6;7301539.41;-1552392.35;-1766892.35;;;;;5898409.55;;-4299385.24;-1438735.68;9797580.56;4095911.38;864042.66;2800197.91;;;;;-19907304.83;2443008.15;-19043262.17;5243206.06;50051948.11;59631701.29;776793.86;254283.86;;;;;2183057.02;-29286.42;2959850.88;224997.44;;;-5775506.04;-5531896.24;;;-893255;-932185.25;;;;;-86779.92;-86779.92;-285000;-285000;;;-1814908.11;-1756319.61;;-1468602.7;-740046.79;-740046.79;;;;;;;-1937629.12;-469383.52;-3403361.58;-3441659.65;-14936486.56;-14711873.68;38075312.43;45144825.05;45144825.05;42887583.7975;;;42887583.7975;0;42887583.7975;0.95
01.235.622/0001-61;2021-06-30;1;;;;;;;;;0;0;10911057.12;9097891.09;-7310214.88;-7310214.88;94812133.73;66407405.98;;;-10805494.42;;-112446.4;-234896.2;87495035.15;67960185.99;5109415.84;5109415.84;12442467.23;;;;241104.5;241104.5;17792987.57;5350520.34;105288022.72;73310706.33;1217773.44;1217773.44;;;;;;;1217773.44;1217773.44;;;-5769038.22;-7627534.89;;;-1268700.32;1012313.85;;;;;-50300.78;-38220.7;-119051.22;-86420;;;-536852.62;-531965.61;;;;;-63750.27;-63750.27;;;;;-1316894.53;-1307931.01;-12780089.71;-24401347.69;-21904677.67;-33044856.32;84601118.49;41483623.45;86628448.5;82297026.075;;;82297026.075;-82297026.08;-0.005;0.95
01.235.622/0001-61;2021-09-30;1;;;;;;;;;0;0;10712939.43;8350015.09;-6996144.39;-6996144.39;72251599.08;67507274.91;;;;;-2822478.41;2050584.52;73145915.71;70911730.13;5187162.39;5187162.39;403365.36;;;;332948.13;332948.13;5923475.88;5520110.52;79069391.59;76431840.65;2251157.63;2251157.63;;;;;;;2251157.63;2251157.63;;;-6180593.29;-6177577.92;;;-1955822.67;-1883456.44;;;;;50300.78;52520.82;-86420;-75367.49;;;-2658774.33;-2658774.33;-3883286.64;-3883286.64;;;-54015.35;-54015.35;;;;;-1141893.75;-1137411.99;-7851555.54;-17589095.57;-23762060.79;-33406464.91;57558488.43;45276533.37;45276533.37;43012706.7015;;;0.0015;0;0.0015;0
01.235.622/0001-61;2021-12-31;1;;;;;;;;;0;0;10408167.1;10489646.32;-7465489.57;-7465489.57;96476253.11;88017184.09;;;39440750.43;;4374545.99;4374545.99;143234227.06;95415886.83;7862909.64;7862909.64;2302484.73;;;;646216.54;646216.54;10811610.91;8509126.18;154045837.97;103925013.01;3697242.54;3697242.54;;;;;;;3697242.54;3697242.54;;;-51352967.96;-51343362.12;-8881034.39;0;-7385267.32;-7104727.21;;;;;;;;;;;-828521.25;-828521.25;;;;;-43794.58;-43794.58;;;;;-810475.64;-810475.64;-25052432.66;-28381584.92;-94354493.8;-88512465.72;63388586.71;19109789.83;67506822.58;64131481.451;;;64131481.451;-64131481.45;0.001;0.95
01.356.517/0001-80;2021-03-31;1;;;;;;;;;0;0;19667297.44;18747932.99;;;;;;;;;;;19667297.44;18747932.99;0;0;;;;;;;0;0;19667297.44;18747932.99;;;;;35506.25;35506.25;10380.58;10380.58;45886.83;45886.83;;;-189614.3;-189614.3;;;;;-748581.06;-748581.06;;;;;-4492.44;-4492.44;;;-4597529.72;-4597529.72;;;;;;;;;;;;;-1159742.98;-1159742.98;-6699960.5;-6699960.5;13013223.77;12093859.32;12093859.32;11489166.354;;;11489166.354;0;11489166.354;0.95
01.356.517/0001-80;2021-06-30;1;;;;;;;;;0;0;40178798.74;39303544.17;-591739.44;-591739.44;2200000;1200000;-1246840.22;-1246840.22;;;;;40540219.08;38664964.51;0;0;;;;;;;0;0;40540219.08;38664964.51;;;;;144695.66;144695.66;19785.58;19785.58;164481.24;164481.24;;;-385766.17;-385766.17;;;;;-1497162.12;-1262981.02;;;;;-10382.01;-10382.01;;;-1982266.9;-1982266.9;;;;;;;;;;;;;-2336554.77;-2207601.8;-6212131.97;-5848997.9;34492568.35;32980447.85;32980447.85;31331425.4575;;;31331425.4575;0;31331425.4575;0.95
01.356.517/0001-80;2021-09-30;1;;;;;;;;;0;0;60308233.62;60067381.2;-888000.74;-888000.74;2200000;1200000;-1246840.22;-1246840.22;;;;;60373392.66;59132540.24;0;0;;;;;;;0;0;60373392.66;59132540.24;;;;;302809.27;302809.27;67034.94;67034.94;369844.21;369844.21;;;-581361.87;-581361.87;;;;;-2317008.03;-2082826.93;;;;;-16271.58;-16271.58;;;-1740525.34;-1740525.34;;;;;;;;;;;;;-3387067.63;-3258114.66;-8042234.45;-7679100.38;52701002.42;51823284.07;51823284.07;49232119.8665;;;49232119.8665;-31331425.44;17900694.4265;0.95
01.356.517/0001-80;2021-12-31;1;;;;;;;;;0;0;81303829.73;80472536.94;-1201908.52;-1201908.52;2200000;2200000;-1246840.22;-1246840.22;;;47471.76;47471.76;81102552.75;80271259.96;0;0;;;;;;;0;0;81102552.75;80271259.96;;;;;436911.75;436911.75;76439.94;76439.94;513351.69;513351.69;;;-786792.75;-786792.75;;;;;-3133989.57;-3133989.57;;;;;-24124.34;-24124.34;;;-1593286.46;-1593286.46;;;;;;;;;;;;;-4525866.64;-4525866.64;-10064059.76;-10064059.76;71551844.68;70720551.89;70720551.89;67184524.2955;;;67184524.2955;-31331425.44;35853098.8555;0.95
01.497.954/0001-14;2021-03-31;1;0;0;0;0;0;0;0;0;0;0;1257172.18;1298395.51;-4027.18;-4027.18;0;0;0;0;0;0;-761221.01;-761457.19;491923.99;532911.14;0;0;0;0;0;0;0;0;0;0;491923.99;532911.14;61.59;61.59;0;0;0;0;0;0;61.59;61.59;;;-108033.72;-101266.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6757.28;-6757.28;0;0;-15528;-15528;0;0;0;0;0;0;0;0;-21422.57;-250131.98;-151741.57;-373684.11;340244.01;159288.62;159288.62;151324.189;;0;-0.001;0;-0.001;0
01.497.954/0001-14;2021-06-30;1;0;0;0;0;0;0;0;0;0;0;1158568.13;1176573.41;-4465.29;-4465.29;0;0;0;0;0;0;-930476.47;-868732.75;223626.37;303375.37;0;0;0;0;0;0;0;0;0;0;223626.37;303375.37;62;62;0;0;0;0;0;0;62;62;;;-108033.72;-108033.72;0;0;0;0;0;0;0;0;0;0;-4015;-4015;0;0;-6757.28;-6757.28;0;0;-15000;-15000;0;0;0;0;0;0;0;0;-143361.16;-143361.16;-277167.16;-277167.16;-53478.79;26270.21;185558.83;176280.8885;;0;176280.8885;0;176280.8885;0.95
01.497.954/0001-14;2021-09-30;1;0;0;0;0;0;0;0;0;0;0;1319387.69;1237334.96;-4422.47;-4422.47;0;0;0;0;0;0;-916173.28;-936277.59;398791.94;296634.9;0;0;0;0;0;0;0;0;0;0;398791.94;296634.9;115.53;115.53;0;0;0;0;0;0;115.53;115.53;;;-63215.84;-78863.63;0;0;0;0;0;0;0;0;0;0;-12045;-12045;0;0;-6757.28;-6757.28;0;0;-20000;-20000;0;0;0;0;0;0;0;0;-124368.09;-119368.09;-226386.21;-237034;172521.26;59716.43;59716.43;56730.6085;;0;56730.6085;0;56730.6085;0.95
