CNPJ_Fundo_Classe;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
01.235.622/0001-61;2021-06-30;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;36;3641553.55
01.235.622/0001-61;2021-06-30;1;Outros Ativos Financeiros;ARETÊ - BÚZIOS - BR MARINAS;26700017000145;;;;SPE;;1200;1200000
01.235.622/0001-61;2021-06-30;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368412;2773542000122;1;200;;;;461;45762492.15
01.235.622/0001-61;2021-06-30;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO- CRI_18L1368412;2773542000122;1;200;;;;429;42585920.95
01.235.622/0001-61;2021-06-30;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368427_CCI;2773542000122;1;201;;;;1;124478233.07
01.235.622/0001-61;2021-06-30;1;FII;General Severiano FII;17007528000195;;;;;;7184.7344;9718067.58
01.235.622/0001-61;2021-06-30;1;Cotas de Sociedades;Taquari - Brasília;01.235.622/0001-61;;;;;;82945;127990391.53
01.235.622/0001-61;2021-06-30;1;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;720921.1
01.235.622/0001-61;2021-06-30;1;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1174819.48
01.235.622/0001-61;2021-06-30;1;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;85253630.6
01.235.622/0001-61;2021-06-30;1;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;60813174;39507681.88
01.235.622/0001-61;2021-06-30;1;FII;BRIX Fundo de investimento Imobiliário;35360651000177;;;;;;11116.71340806;7829915.46
01.235.622/0001-61;2021-06-30;1;FII;Dovel Fundo de Investimento Imobiliário;10522648000181;;;;;;4775;4447053
01.235.622/0001-61;2021-09-30;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO- CRI_18L1368412;2773542000122;1;200;;;;429;42547962.82
01.235.622/0001-61;2021-09-30;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368427_CCI;2773542000122;1;201;;;;1;126944691.81
01.235.622/0001-61;2021-09-30;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368412;2773542000122;1;200;;;;461;45721702.58
01.235.622/0001-61;2021-09-30;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368427;2773542000122;1;201;;;;36;3179010.47
01.235.622/0001-61;2021-09-30;1;Outros Ativos Financeiros;ARETÊ - BÚZIOS - BR MARINAS;26700017000145;;;;SPE;;1200;1200000
01.235.622/0001-61;2021-09-30;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368427;2773542000122;1;201;;;;34;3002398.77
01.235.622/0001-61;2021-09-30;1;FII;BRIX Fundo de investimento Imobiliário;35360651000177;;;;;;10984.66837967;10432670.9
01.235.622/0001-61;2021-09-30;1;Outras Cotas de FI;OPPORTUNITY LEBLON FI RF REFERENCIADO DI;10309574000108;;;;;;32209333.2673566;97007832.07
01.235.622/0001-61;2021-09-30;1;Outras Cotas de FI;FICFI ITAU TOP RENDA FIXA REFERENCIADO DI;5902521000158;;;;;;16004646.5948943;80403124.49
01.235.622/0001-61;2021-09-30;1;Outras Cotas de FI;CAIXA FIC PLENO RF REF DI LP;10740508000180;;;;;;320710;673352.91
01.235.622/0001-61;2021-09-30;1;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;85253630.6
01.235.622/0001-61;2021-09-30;1;Cotas de Sociedades;Taquari - Brasília;01.235.622/0001-61;;;;;;82945;127990391.53
01.235.622/0001-61;2021-09-30;1;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;720921.1
01.235.622/0001-61;2021-09-30;1;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1174819.48
01.235.622/0001-61;2021-09-30;1;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;60813174;39507681.88
01.235.622/0001-61;2021-09-30;1;FII;Dovel Fundo de Investimento Imobiliário;10522648000181;;;;;;4775;4447053
01.235.622/0001-61;2021-09-30;1;FII;General Severiano FII;17007528000195;;;;;;7184.7344;9718067.58
01.235.622/0001-61;2021-12-31;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368412;2773542000122;1;200;;;;461;45721702.58
01.235.622/0001-61;2021-12-31;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368427_CCI;2773542000122;1;201;;;;1;126944691.81
01.235.622/0001-61;2021-12-31;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO- CRI_18L1368412;2773542000122;1;200;;;;429;42547962.82
01.235.622/0001-61;2021-12-31;1;Outros Ativos Financeiros;ARETÊ - BÚZIOS - BR MARINAS;26700017000145;;;;SPE;;1200;1200000
01.235.622/0001-61;2021-12-31;1;Outras Cotas de FI;OPPORTUNITY LEBLON FI RF REFERENCIADO DI;10309574000108;;;;;;32209333.2673566;97007832.07
01.235.622/0001-61;2021-12-31;1;Outras Cotas de FI;FICFI ITAU TOP RENDA FIXA REFERENCIADO DI;5902521000158;;;;;;16004646.5948943;80403124.49
01.235.622/0001-61;2021-12-31;1;Outras Cotas de FI;CAIXA FIC PLENO RF REF DI LP;10740508000180;;;;;;320710;673352.91
01.235.622/0001-61;2021-12-31;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;34;3002398.77
01.235.622/0001-61;2021-12-31;1;CRI;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;36;3179010.47
01.235.622/0001-61;2021-12-31;1;FII;General Severiano FII;17007528000195;;;;;;7184.7344;9718067.58
01.235.622/0001-61;2021-12-31;1;FII;BRIX Fundo de investimento Imobiliário;35360651000177;;;;;;10984.66837967;10432670.9
01.235.622/0001-61;2021-12-31;1;Cotas de Sociedades;Taquari - Brasília;01.235.622/0001-61;;;;;;82945;127990391.53
01.235.622/0001-61;2021-12-31;1;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1174819.48
01.235.622/0001-61;2021-12-31;1;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;85253630.6
01.235.622/0001-61;2021-12-31;1;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;60813174;39507681.88
01.235.622/0001-61;2021-12-31;1;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;720921.1
01.235.622/0001-61;2021-12-31;1;FII;Dovel Fundo de Investimento Imobiliário;10522648000181;;;;;;4775;4447053
01.497.954/0001-14;2021-03-31;1;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;1926.8;38745.05
01.497.954/0001-14;2021-06-30;1;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;24.28;3272.18
01.497.954/0001-14;2021-09-30;1;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;84.33;9001.65
01.497.954/0001-14;2021-12-31;1;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;588.76;11240.2
01.601.918/0001-59;2021-03-31;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;77089.73;3778757.85
01.601.918/0001-59;2021-03-31;1;Outras Cotas de FI;ITAU TOP RF REFERENCIADO DI FICFI;5902521000158;;;;;;76822.17;376937.3
01.601.918/0001-59;2021-03-31;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;6514035
01.601.918/0001-59;2021-06-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;44842.96;2214341.52
01.601.918/0001-59;2021-06-30;1;Outras Cotas de FI;ITAU TOP RF REFERENCIADO DI FICFI;5902521000158;;;;;;43386.05;214939.67
01.601.918/0001-59;2021-06-30;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;5607442.5
01.601.918/0001-59;2021-09-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;9678.32;483903.34
01.601.918/0001-59;2021-09-30;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;5465196
01.601.918/0001-59;2021-12-31;2;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;16191.04;824585.01
01.601.918/0001-59;2021-12-31;2;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;5562265.5
01.633.741/0001-72;2021-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;19;206129
01.633.741/0001-72;2021-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;30;326068.24
01.633.741/0001-72;2021-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2022;;9;97659.02
01.633.741/0001-72;2021-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;9;98057.95
01.633.741/0001-72;2021-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;9;99709.58
01.633.741/0001-72;2021-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2022;;9;99217.45
01.633.741/0001-72;2021-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;11;121533.59
01.633.741/0001-72;2021-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;40;443862.6
01.636.325/0001-28;2021-03-31;1;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;342.78;1094474.75
01.636.325/0001-28;2021-06-30;1;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;107.56;346827.3
01.636.325/0001-28;2021-09-30;1;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;614.94;2012725.26
01.636.325/0001-28;2021-12-31;1;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;1004.56;3355953.72
01.657.856/0001-05;2021-03-31;1;Outras Cotas de FI;ITAU - CDB-DI;60701150000104;;;;;;1;822177.41
01.657.856/0001-05;2021-03-31;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16916063000122;;;;;;203064.81;382221.78
01.657.856/0001-05;2021-06-30;1;Outros Ativos Financeiros;CAIXA ECONOMICA FEDERAL;360305000104;;;;CDB;;1;807443.99
01.657.856/0001-05;2021-06-30;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16916063000122;;;;;;1;212771.98
01.657.856/0001-05;2021-09-30;1;Outros Ativos Financeiros;CAIXA ECONOMICA FEDERAL;360305000104;;;;CDB;;1;802668.02
01.657.856/0001-05;2021-09-30;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16916063000122;;;;;;1;400133.32
01.657.856/0001-05;2021-12-31;1;Outras Cotas de FI;ITAU - CDB DI;360305000104;;;;;;1;817450.67
01.657.856/0001-05;2021-12-31;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16916063000122;;;;;;138051.949592;270380.13
01.964.775/0001-40;2021-03-31;1;Outros Ativos Financeiros;BANCO CENTRAL;;;;;LFT;;128;1148862.71
01.964.775/0001-40;2021-06-30;2;Outros Ativos Financeiros;BANCO CENTRAL;;;;;LFT;;127;1139887.23
01.964.775/0001-40;2021-09-30;1;Outros Ativos Financeiros;BANCO CENTRAL;;;;;LFT;;126;1130911.75
01.964.775/0001-40;2021-12-31;1;Outros Ativos Financeiros;BANCO CENTRAL;;;;;LFT;;125;1121936.27
02.027.437/0001-44;2021-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;14787;724824.3
02.027.437/0001-44;2021-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;1498.048;73973.47
02.027.437/0001-44;2021-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;3869.29;193459.65
02.027.437/0001-44;2021-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;2378.28;121122.58
02.508.235/0001-14;2021-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;20441.47;1001993.42
02.508.235/0001-14;2021-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;19026.16;939510.42
02.508.235/0001-14;2021-09-30;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;24270.37;1213486.91
02.508.235/0001-14;2021-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;11408.46;581015.57
03.251.720/0001-18;2021-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;53;576667.96
03.251.720/0001-18;2021-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;12;130201.97
03.251.720/0001-18;2021-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;65;708196.34
03.251.720/0001-18;2021-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2022;;209;2272691.75
03.251.720/0001-18;2021-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;16;177444.18
03.251.720/0001-18;2021-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;65;725676.4
03.251.720/0001-18;2021-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2022;;209;2347405.28
03.251.720/0001-18;2021-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;94;1047131.54
03.507.519/0001-59;2021-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;39111.25;1917142.26
03.507.519/0001-59;2021-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;41854.37;2066765.45
03.507.519/0001-59;2021-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;72441.3;3621970.91
03.507.519/0001-59;2021-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;68016.36;3463969.09
03.683.056/0001-86;2021-03-31;1;FII;VBI Prime Properties;35652102000176;;;;;;12193;1176136.78
03.683.056/0001-86;2021-03-31;1;FII;Autonomy Edifícios Corporativos FII;35765826000126;;;;;;18170;1635300
03.683.056/0001-86;2021-03-31;1;FII;The One;12948291000123;;;;;;368;51965.28
03.683.056/0001-86;2021-03-31;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;544745.24;25084552.63
03.683.056/0001-86;2021-03-31;1;Cotas de Sociedades;Idea Empreendimentos SPE 11 Ltda;13392368000194;;;;;;136139;2773931.71
03.683.056/0001-86;2021-03-31;1;FII;Brazil Real Estate Victory;26195121000120;;;;;;522121;56415174.05
03.683.056/0001-86;2021-03-31;1;FII;CSHG Real Estate;9072017000129;;;;;;20068;2765370.4
03.683.056/0001-86;2021-06-30;1;FII;VBI Prime Properties;35652102000176;;;;;;12193;1150287.62
03.683.056/0001-86;2021-06-30;1;FII;The One;12948291000123;;;;;;368;49392.96
03.683.056/0001-86;2021-06-30;1;FII;Autonomy Edifícios Corporativos FII;35765826000126;;;;;;18170;1493028.9
03.683.056/0001-86;2021-06-30;1;FII;Renda Educacional;13873457000152;;;;;;41542;5877777.58
03.683.056/0001-86;2021-06-30;1;Cotas de Sociedades;Idea Empreendimentos SPE 11 Ltda;13392368000194;;;;;;136139;2773931.71
03.683.056/0001-86;2021-06-30;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;537195.27644;26526657.43
03.683.056/0001-86;2021-06-30;1;FII;CSHG Real Estate;9072017000129;;;;;;20068;2666033.8
03.683.056/0001-86;2021-06-30;1;FII;Brazil Real Estate Victory;26195121000120;;;;;;522121;60560814.79
03.683.056/0001-86;2021-09-30;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;233489.5;11674171.63
03.683.056/0001-86;2021-09-30;1;Cotas de Sociedades;Idea Empreendimentos SPE 11 Ltda;13392368000194;;;;;;136139;2773931.71
03.683.056/0001-86;2021-09-30;1;FII;Legalus Shopping;30248158000146;;;;;;28500;2671590
03.683.056/0001-86;2021-09-30;1;FII;VBI Prime Properties;35652102000176;;;;;;12193;1046281.33
03.683.056/0001-86;2021-09-30;1;FII;Renda Educacional;13873457000152;;;;;;41542;5620632.6
03.683.056/0001-86;2021-09-30;1;FII;Autonomy Edifícios Corporativos FII;35765826000126;;;;;;18170;1471770
03.683.056/0001-86;2021-09-30;1;FII;The One;12948291000123;;;;;;368;52892.64
03.683.056/0001-86;2021-09-30;1;FII;CSHG Real Estate;9072017000129;;;;;;20068;2625897.8
03.683.056/0001-86;2021-09-30;1;FII;Shopping Pátio Higienópolis;3507519000159;;;;;;1404;1130220
03.683.056/0001-86;2021-09-30;1;FII;Brazil Real Estate Victory;26195121000120;;;;;;522121;48358847.02
03.683.056/0001-86;2021-12-31;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;222743.96;11344008.52
03.683.056/0001-86;2021-12-31;1;FII;Renda Educacional;13873457000152;;;;;;41542;5329007.76
03.683.056/0001-86;2021-12-31;1;FII;CSHG Real Estate;9072017000129;;;;;;20068;2731254.8
03.683.056/0001-86;2021-12-31;1;FII;Legalus Shopping;30248158000146;;;;;;28500;314965
03.683.056/0001-86;2021-12-31;1;FII;VBI Prime Properties;35652102000176;;;;;;12193;1158335
03.683.056/0001-86;2021-12-31;1;FII;Autonomy Edifícios Corporativos FII;35765826000126;;;;;;18170;1335495
03.683.056/0001-86;2021-12-31;1;FII;Brazil Real Estate Victory;26195121000120;;;;;;522121;49925210.02
03.683.056/0001-86;2021-12-31;1;FII;The One;12948291000123;;;;;;368;50276.16
03.855.441/0001-63;2021-03-31;1;Outras Cotas de FI;L.F. Macaé FI RF;13950198000116;;;;;;98425.9862094;20653976.18
03.855.441/0001-63;2021-03-31;1;Outras Cotas de FI;FPSO Fundo de Investimento de Renda Fixa;9295128000102;;;;;;22433.5435019;62944346.45
03.855.441/0001-63;2021-03-31;1;Outras Cotas de FI;Santos FI RF;13950429000191;;;;;;279806.4824563;58846767.67
03.855.441/0001-63;2021-06-30;1;Outras Cotas de FI;FPSO Fundo de Investimento de Renda Fixa;9295128000102;;;;;;22243.4915546;62863254.19
03.855.441/0001-63;2021-06-30;1;Outras Cotas de FI;L.F. Macaé FI RF;13950198000116;;;;;;98275.7517352;20769298.58
03.855.441/0001-63;2021-06-30;1;Outras Cotas de FI;Santos FI RF;13950429000191;;;;;;279369.20102;59180317.34
03.855.441/0001-63;2021-09-30;1;Outras Cotas de FI;Santos FI RF;13950429000191;;;;;;279920.1070352;60057223.55
03.855.441/0001-63;2021-09-30;1;Outras Cotas de FI;FPSO Fundo de Investimento de Renda Fixa;9295128000102;;;;;;17554.5783528;50246982.9
03.855.441/0001-63;2021-09-30;1;Outras Cotas de FI;L.F. Macaé FI RF;13950198000116;;;;;;98275.7517352;21032987.94
03.855.441/0001-63;2021-12-31;1;Outras Cotas de FI;FPSO Fundo de Investimento de Renda Fixa;9295128000102;;;;;;17254.4145063;50301582.05
03.855.441/0001-63;2021-12-31;1;Outras Cotas de FI;L.F. Macaé FI RF;13950198000116;;;;;;97890.114741;21336401.39
03.855.441/0001-63;2021-12-31;1;Outras Cotas de FI;Santos FI RF;13950429000191;;;;;;278812.2615963;60929837.72
04.066.582/0001-60;2021-03-31;1;Outras Cotas de FI;SOBERANO SIMPLES FIC;6175696000173;;;;;;5990.48506;293566.88
04.066.582/0001-60;2021-06-30;1;Outras Cotas de FI;SOBERANO SIMPLES FIC;6175696000173;;;;;;7132.94;352064.87
04.066.582/0001-60;2021-09-30;1;Outras Cotas de FI;SOBERANO SIMPLES FIC;6175696000173;;;;;;7396.1;369548.45
04.066.582/0001-60;2021-12-31;1;Outras Cotas de FI;SOBERANO SIMPLES FIC;06.175.696/0001-73;;;;;;7127.86694;362670.17
04.141.645/0001-03;2021-03-31;1;Outros Ativos Financeiros;Aplicação Itaú Cap Perf FIX MM;60701190000104;;;;CDB;;200.94;120102.1
04.141.645/0001-03;2021-03-31;1;Outros Ativos Financeiros;Aplicação Itaú Trust DI;60701190000104;;;;CDB;;12733.52;3371812.54
04.141.645/0001-03;2021-03-31;1;Outros Ativos Financeiros;Aplicação Itaú Especial RF;60701190000104;;;;CDB;;1447.47;121023.27
04.141.645/0001-03;2021-03-31;1;Outras Cotas de FI;Aplicação Itaú Premium Referenciado;60701190000104;;;;;;10656.67;1248851.02
04.141.645/0001-03;2021-06-30;1;Outros Ativos Financeiros;Aplicação Itaú Trust DI;60701190000104;;;;CDB;;12759.74;3411491.83
04.141.645/0001-03;2021-06-30;1;Outros Ativos Financeiros;Aplicação Itaú Cap Perf FIX MM;60701190000104;;;;CDB;;200.63;120915.73
04.141.645/0001-03;2021-06-30;1;Outros Ativos Financeiros;Aplicação Itaú Especial RF;60701190000104;;;;CDB;;1446.06;121616.08
04.141.645/0001-03;2021-06-30;1;Outras Cotas de FI;Aplicação Itaú Premium Referenciado;60701190000104;;;;;;10640.74;1258281.49
